,topology_carcinoma_10_clean.csv,topology_carcinoma_2_clean.csv,topology_carcinoma_20_clean.csv,topology_carcinoma_4_clean.csv,topology_carcinoma_17_clean.csv,topology_carcinoma_7_clean.csv,topology_carcinoma_19_clean.csv,topology_carcinoma_18_clean.csv,topology_carcinoma_11_clean.csv,topology_carcinoma_16_clean.csv,topology_carcinoma_3_clean.csv,topology_carcinoma_6_clean.csv,topology_carcinoma_14_clean.csv,topology_carcinoma_12_clean.csv,topology_carcinoma_15_clean.csv,topology_carcinoma_1_clean.csv
topology_carcinoma_10_clean.csv,0.0,4357.0877104770325,4487.483337007736,1722.5815849166447,4160.017750495694,3284.9573395157554,1550.4683305412873,2210.4632166573247,2631.7482597436024,1994.9833594951833,3793.9271915281056,4611.52424772706,5255.543926140453,3750.9418236209026,3459.22898862662,3512.136708762991
topology_carcinoma_2_clean.csv,4357.0877104770325,0.0,3037.210670343301,3409.4245084970657,5757.91294257232,5073.081349375582,5278.603601643076,5366.306011151347,4313.166656125996,3236.5939198198485,5598.328756251079,2885.8949700454855,7129.43833098302,4390.67989590537,2012.2951078294432,2337.3375242422376
topology_carcinoma_20_clean.csv,4487.483337007736,3037.210670343301,0.0,3801.8888575429773,3860.536777533374,3387.9588951822566,5088.602162236571,4706.735147294841,3154.9965523658425,3901.2100857641844,3884.68963592851,1434.1324505066266,5181.209355055374,2635.7938086116856,2239.821692509961,1745.7534536720966
topology_carcinoma_4_clean.csv,1722.5815849166447,3409.4245084970657,3801.8888575429773,0.0,4670.552912969219,3924.040432108172,2449.669701213519,3274.011984211365,3008.714512070474,1267.848771631003,4473.9194961011835,3966.7930111449855,5993.042862970354,3727.2505975136014,2608.231402349534,2821.2959163680134
topology_carcinoma_17_clean.csv,4160.017750495694,5757.91294257232,3860.536777533374,4670.552912969219,0.0,1388.5121845124334,4217.721695095375,3253.927770261873,2279.6205159798683,4927.885388159091,1041.780034112931,3856.9740055916636,2009.1379813288747,2096.353280914037,4789.19809972717,3898.1176174019984
topology_carcinoma_7_clean.csv,3284.9573395157554,5073.081349375582,3387.9588951822566,3924.040432108172,1388.5121845124334,0.0,3414.5973445902273,2587.7245758235345,1499.9236924875051,4208.128877837647,1210.3313154402633,3361.753360635672,2601.694067669717,1527.0599847929661,4117.842119371055,3236.0997191035854
topology_carcinoma_19_clean.csv,1550.4683305412873,5278.603601643076,5088.602162236571,2449.669701213519,4217.721695095375,3414.5973445902273,0.0,1852.9193792426915,2941.7354447593116,2591.2035097209855,3773.9617012889257,5353.59732677282,5048.927465709639,4027.524679267508,4196.789483756985,4311.695878325997
topology_carcinoma_18_clean.csv,2210.4632166573247,5366.306011151347,4706.735147294841,3274.011984211365,3253.927770261873,2587.7245758235345,1852.9193792426915,0.0,2260.9543269808946,3522.193786826357,2773.9540912286125,4807.834084700815,3890.8065395946333,3278.1978736277565,4271.388164143346,3919.7448915842274
topology_carcinoma_11_clean.csv,2631.7482597436024,4313.166656125996,3154.9965523658425,3008.714512070474,2279.6205159798683,1499.9236924875051,2941.7354447593116,2260.9543269808946,0.0,3303.359850483279,2024.0005136152442,3177.497640576917,3441.3728532814494,1658.5245880863788,3158.625328227446,2488.9504695224978
topology_carcinoma_16_clean.csv,1994.9833594951833,3236.5939198198485,3901.2100857641844,1267.848771631003,4927.885388159091,4208.128877837647,2591.2035097209855,3522.193786826357,3303.359850483279,0.0,4721.004415108693,4025.4988813238556,6350.538572924579,3998.963029844172,2495.9756897995285,2870.086481336577
topology_carcinoma_3_clean.csv,3793.9271915281056,5598.328756251079,3884.68963592851,4473.9194961011835,1041.780034112931,1210.3313154402633,3773.9617012889257,2773.9540912286125,2024.0005136152442,4721.004415108693,0.0,3891.466909905025,2103.409593558234,1943.089112699392,4642.881134529091,3792.3269473618293
topology_carcinoma_6_clean.csv,4611.52424772706,2885.8949700454855,1434.1324505066266,3966.7930111449855,3856.9740055916636,3361.753360635672,5353.59732677282,4807.834084700815,3177.497640576917,4025.4988813238556,3891.466909905025,0.0,5291.14072059807,2773.175522438934,2414.0994762488726,1679.1222077390157
topology_carcinoma_14_clean.csv,5255.543926140453,7129.43833098302,5181.209355055374,5993.042862970354,2009.1379813288747,2601.694067669717,5048.927465709639,3890.8065395946333,3441.3728532814494,6350.538572924579,2103.409593558234,5291.14072059807,0.0,3171.319012824045,5988.897715561223,5220.865856341423
topology_carcinoma_12_clean.csv,3750.9418236209026,4390.67989590537,2635.7938086116856,3727.2505975136014,2096.353280914037,1527.0599847929661,4027.524679267508,3278.1978736277565,1658.5245880863788,3998.963029844172,1943.089112699392,2773.175522438934,3171.319012824045,0.0,3288.323464438694,2588.9522730202452
topology_carcinoma_15_clean.csv,3459.22898862662,2012.2951078294432,2239.821692509961,2608.231402349534,4789.19809972717,4117.842119371055,4196.789483756985,4271.388164143346,3158.625328227446,2495.9756897995285,4642.881134529091,2414.0994762488726,5988.897715561223,3288.323464438694,0.0,1530.2977675867417
topology_carcinoma_1_clean.csv,3512.136708762991,2337.3375242422376,1745.7534536720966,2821.2959163680134,3898.1176174019984,3236.0997191035854,4311.695878325997,3919.7448915842274,2488.9504695224978,2870.086481336577,3792.3269473618293,1679.1222077390157,5220.865856341423,2588.9522730202452,1530.2977675867417,0.0
