,topology_carcinoma_10_clean.csv,topology_carcinoma_2_clean.csv,topology_carcinoma_8_clean.csv,topology_carcinoma_20_clean.csv,topology_carcinoma_13_clean.csv,topology_carcinoma_9_clean.csv,topology_carcinoma_4_clean.csv,topology_carcinoma_17_clean.csv,topology_carcinoma_5_clean.csv,topology_carcinoma_7_clean.csv,topology_carcinoma_19_clean.csv,topology_carcinoma_18_clean.csv,topology_carcinoma_11_clean.csv,topology_carcinoma_16_clean.csv,topology_carcinoma_3_clean.csv,topology_carcinoma_6_clean.csv,topology_carcinoma_14_clean.csv,topology_carcinoma_12_clean.csv,topology_carcinoma_15_clean.csv,topology_carcinoma_1_clean.csv
topology_carcinoma_10_clean.csv,1.012924837442804e-308,10.968438414543954,25.665543164409648,8.965229457085808,11.873868022310216,8.342880816848913,13.329237033695247,12.53790425286553,11.365952275444283,12.030123412465073,9.354631408975573,11.910695434228842,9.836307778485365,9.582119855885981,12.840076689085874,9.242626570654853,13.530473542525598,12.199065134630935,9.676870410631302,8.8628215267053
topology_carcinoma_2_clean.csv,10.968438414543954,6.13243790741377e-309,31.52244382560486,9.540369183179806,12.909329090218115,11.412352271146176,18.051036565697814,13.257416370457953,8.263183000400776,12.966779122396463,11.719215842693703,12.882255219987261,11.917606537890634,9.949722756508592,13.400384031048123,10.095151214855075,13.88771536119578,18.055965795826147,8.655218977961443,10.00707596320542
topology_carcinoma_8_clean.csv,25.665543164409648,31.52244382560486,5.030860213817947e-309,30.763745516284374,29.691988546695235,23.88469387375452,13.592388418850405,31.34384461088846,23.259260825204077,29.675128201460243,26.068272025427092,25.58894056926124,29.179860903966958,30.24431924029507,21.131366995771405,30.4649437085625,22.97614000625057,19.557759646588416,30.721679568694654,25.336789470112024
topology_carcinoma_20_clean.csv,8.965229457085808,9.540369183179806,30.763745516284374,6.08433036021885e-309,11.435803285479748,9.552546585332376,19.596079931659375,11.84448485235076,9.740862526874427,11.530989690544295,10.051274255556983,11.470138579464217,10.260655781202516,7.189323842209076,12.019694423442893,7.639696390997445,12.418796363430832,17.29726748650566,7.66519021691596,7.368440840647244
topology_carcinoma_13_clean.csv,11.873868022310216,12.909329090218115,29.691988546695235,11.435803285479748,1.176648244617669e-308,10.836994659093309,17.345632851781893,7.874014666464596,13.547089609490008,6.441341665882424,11.287929326337888,6.154494842909713,9.574955617665204,12.796348452685532,9.190945462082517,11.837455782609226,9.493269200487006,16.225510516916522,12.03934903956816,11.809246951554202
topology_carcinoma_9_clean.csv,8.342880816848913,11.412352271146176,23.88469387375452,9.552546585332376,10.836994659093309,4.243696551140975e-309,12.77732709753419,11.507535511328664,11.820648869568434,11.010561512197256,7.726501857551561,10.921856889272023,8.398499249366669,10.354551971560355,11.83357258050636,9.951687243881366,12.47275015437112,10.418215843975808,10.25224129818983,9.568745720029202
topology_carcinoma_4_clean.csv,13.329237033695247,18.051036565697814,13.592388418850405,19.596079931659375,17.345632851781893,12.77732709753419,2.0319195573176517e-308,17.965875633468563,11.818401777400986,16.08273978260984,12.475883606576684,12.736770828822092,15.587472485116557,16.651930821444665,13.403249899800235,16.872555289712096,14.05060338110788,13.407030686573812,17.61736013412247,15.437096102272548
topology_carcinoma_17_clean.csv,12.53790425286553,13.257416370457953,31.34384461088846,11.84448485235076,7.874014666464596,11.507535511328664,17.965875633468563,1.1165905637210366e-308,13.927408395008314,8.215405325717882,12.196016709604702,9.341971906791741,10.456156950057574,13.288892048688444,10.212477615117052,12.25991797519194,8.735720802625373,17.877366581109747,12.457538144609831,12.270917443167363
topology_carcinoma_5_clean.csv,11.365952275444283,8.263183000400776,23.259260825204077,9.740862526874427,13.547089609490008,11.820648869568434,11.818401777400986,13.927408395008314,1.1208302627545473e-308,13.592156638293797,12.19311372908943,13.466901850498932,12.45247469938149,10.176552374485983,14.05283730747486,10.38969038978951,14.624502917910664,11.799373095998657,8.869658616063138,10.27545291674636
topology_carcinoma_7_clean.csv,12.030123412465073,12.966779122396463,29.675128201460243,11.530989690544295,6.441341665882424,11.010561512197256,16.08273978260984,8.215405325717882,13.592156638293797,1.1500810499154314e-308,11.519007804468195,6.998547825137912,9.755870581305444,12.903678614581153,9.162194610648843,11.937497042849614,10.184480066906563,16.208650171681533,12.147972942158944,11.91166107412192
