centroides_x,centroides_y,id
48.607142857142854,18.178571428571427,3
55.888888888888886,18.11111111111111,5
26.103448275862068,23.17241379310345,8
40.0,18.444444444444443,10
45.0,22.551724137931036,12
57.28125,22.6875,14
64.6774193548387,21.451612903225808,15
26.5,28.0,20
31.79310344827586,25.482758620689655,21
35.0,21.9,22
42.8,29.9,23
50.166666666666664,28.6,25
60.166666666666664,28.333333333333332,26
20.387096774193548,31.741935483870968,32
31.8,31.7,34
37.21875,28.53125,35
40.83870967741935,35.774193548387096,36
67.67647058823529,31.647058823529413,41
71.27272727272727,26.363636363636363,42
80.54285714285714,31.542857142857144,44
26.517241379310345,36.51724137931034,47
33.03125,38.03125,48
45.724137931034484,39.48275862068966,50
54.03225806451613,33.70967741935484,51
61.833333333333336,37.06666666666667,54
65.61290322580645,41.96774193548387,55
74.125,37.0625,56
20.766666666666666,40.8,62
32.86666666666667,44.46666666666667,63
37.172413793103445,41.793103448275865,64
52.06896551724138,42.172413793103445,67
71.21428571428571,43.107142857142854,71
82.70588235294117,39.794117647058826,74
17.09375,47.28125,75
26.166666666666668,46.93333333333333,76
42.0,47.516129032258064,80
57.516129032258064,47.0,83
77.39393939393939,47.515151515151516,87
86.14285714285714,46.48571428571429,88
18.1875,52.8125,90
23.482758620689655,54.0,91
51.46875,51.25,97
16.451612903225808,58.61290322580645,105
31.4375,54.8125,108
37.3125,57.125,109
47.09090909090909,57.15151515151515,111
57.6,56.3,113
76.35483870967742,56.16129032258065,117
18.15625,64.46875,120
25.0,62.0,122
32.8,60.666666666666664,123
42.107142857142854,62.285714285714285,125
58.18181818181818,61.81818181818182,128
77.58064516129032,62.806451612903224,132
22.545454545454547,72.0,136
28.838709677419356,69.93548387096774,137
35.21875,68.375,139
43.1,67.9,140
49.09375,66.8125,141
61.375,69.75,144
67.65714285714286,63.57142857142857,145
73.10714285714286,68.60714285714286,146
86.68571428571428,67.94285714285714,149
40.484848484848484,75.57575757575758,154
68.42424242424242,74.06060606060606,160
81.21875,73.21875,162
32.125,79.4375,165
51.46875,77.5625,169
56.5,74.8125,170
73.0,79.8529411764706,173
27.8,81.86666666666666,176
50.21212121212121,83.48484848484848,181
58.77777777777778,80.44444444444444,182
79.70967741935483,80.12903225806451,186
36.90909090909091,85.9090909090909,187
59.225806451612904,86.54838709677419,191
68.33333333333333,85.60606060606061,193
