centroides_x,centroides_y,id
32.964285714285715,16.571428571428573,1
39.55555555555556,16.77777777777778,2
45.391304347826086,16.434782608695652,3
51.44,16.68,4
57.583333333333336,16.541666666666668,5
63.80769230769231,16.384615384615383,6
70.48148148148148,16.703703703703702,7
28.20689655172414,21.17241379310345,8
39.5,22.142857142857142,10
45.24,25.8,12
49.925925925925924,22.555555555555557,13
54.5,20.272727272727273,14
65.88,20.64,16
74.25925925925925,19.74074074074074,17
78.875,23.125,18
25.28,28.52,19
34.206896551724135,26.344827586206897,22
52.0,28.0,25
55.608695652173914,24.434782608695652,26
61.5,25.5,27
70.83333333333333,25.833333333333332,29
82.8695652173913,27.391304347826086,31
19.64,29.0,32
31.181818181818183,32.09090909090909,34
41.607142857142854,30.75,36
47.458333333333336,35.291666666666664,37
52.77777777777778,33.03703703703704,38
56.90909090909091,28.90909090909091,39
66.22222222222223,30.185185185185187,40
76.41666666666667,29.541666666666668,43
16.416666666666668,33.458333333333336,45
24.884615384615383,34.34615384615385,46
28.653846153846153,40.84615384615385,48
33.90909090909091,37.09090909090909,49
39.08,36.4,50
45.8,42.12,51
56.82608695652174,38.0,52
61.074074074074076,34.407407407407405,54
64.54166666666667,39.416666666666664,55
70.92857142857143,36.892857142857146,56
76.25925925925925,35.18518518518518,57
82.11538461538461,36.5,58
87.11538461538461,31.923076923076923,59
16.772727272727273,38.90909090909091,60
22.73076923076923,40.38461538461539,61
31.916666666666668,45.916666666666664,63
52.724137931034484,43.275862068965516,67
63.083333333333336,44.083333333333336,69
80.08,43.88,72
86.24,41.32,73
16.0,45.5,75
22.208333333333332,47.0,76
27.884615384615383,50.92307692307692,77
36.57142857142857,46.19047619047619,78
40.96296296296296,42.22222222222222,79
58.46153846153846,47.53846153846154,84
68.875,46.958333333333336,85
73.5,44.214285714285715,86
87.04166666666667,48.166666666666664,89
32.77777777777778,56.111111111111114,93
39.57142857142857,51.392857142857146,94
47.6551724137931,49.93103448275862,95
53.96153846153846,53.07692307692308,98
60.65217391304348,55.47826086956522,99
79.10714285714286,49.92857142857143,102
17.321428571428573,52.107142857142854,105
41.38461538461539,58.42307692307692,110
47.73076923076923,57.76923076923077,111
55.142857142857146,60.285714285714285,112
66.33333333333333,52.2962962962963,115
70.93333333333334,57.53333333333333,116
75.85185185185185,55.51851851851852,117
83.54166666666667,55.458333333333336,118
87.9,58.45,119
17.444444444444443,61.407407407407405,120
23.11111111111111,56.77777777777778,121
27.29032258064516,63.12903225806452,123
35.73076923076923,62.5,124
55.7,68.0,128
62.208333333333336,64.83333333333333,129
65.20833333333333,60.416666666666664,130
72.04166666666667,63.958333333333336,131
80.89285714285714,61.75,133
86.90322580645162,67.58064516129032,134
19.36,68.68,136
30.5,69.42307692307692,138
47.55555555555556,65.03703703703704,141
77.4,67.6,147
24.387096774193548,74.96774193548387,151
39.38709677419355,68.80645161290323,154
46.57692307692308,71.8076923076923,155
53.5,76.76666666666667,156
61.10344827586207,73.10344827586206,157
69.76666666666667,70.96666666666667,159
79.33333333333333,74.03333333333333,161
35.4,75.66666666666667,166
44.36666666666667,79.06666666666666,168
60.214285714285715,83.28571428571429,171
66.32142857142857,77.89285714285714,172
32.25806451612903,82.74193548387096,178
72.25,82.10714285714286,185
79.55,80.2,186
41.333333333333336,86.14814814814815,188
51.13793103448276,84.13793103448276,190
66.42307692307692,87.15384615384616,193
