CellID,X_centroid,Y_centroid,phenotype,Cluster
941612,25596.191011235955,16898.76404494382,B cells,0
290734,23396.226130653267,16558.67336683417,B cells,1
747575,26047.9012345679,17601.382716049382,B cells,2
110464,25121.79930795848,16648.259515570935,B cells,3
466405,25999.780952380952,17411.385714285716,B cells,4
888061,24879.82758620689,16439.2,B cells,5
1018692,25377.65625,16830.40625,B cells,6
739728,25596.934131736525,16863.7125748503,B cells,7
1000294,26005.79090909091,17385.81818181818,B cells,8
928114,22914.53181818182,16746.427272727273,CD4+ T cells,0
298935,25416.6170212766,17084.957446808512,CD4+ T cells,1
775724,24174.8256880734,16733.715596330276,CD4+ T cells,2
1034781,23094.83606557377,16510.803278688523,CD4+ T cells,3
895456,23105.9512195122,16509.439024390245,CD4+ T cells,4
834052,23928.13875598086,16851.51196172249,Ki67+ tumor cells ,0
689005,24917.19155844156,16439.68181818182,Ki67+ tumor cells ,1
607868,24309.69500438212,17148.51796669588,Ki67+ tumor cells ,2
911127,25059.71186440678,16765.526634382568,Ki67+ tumor cells ,3
455278,25215.23125659979,16449.843717001055,Ki67+ tumor cells ,4
843295,24166.712041884817,17267.523560209425,Ki67+ tumor cells ,5
991710,24131.42396313364,16823.129032258064,M1/M0 macrophages,0
957223,26140.09923664122,17115.01526717557,M1/M0 macrophages,1
847221,25182.2323943662,16645.091549295776,M1/M0 macrophages,2
49462,23868.521875,16863.71875,M1/M0 macrophages,3
156516,25226.417475728154,16935.941747572815,M1/M0 macrophages,4
655277,23229.3023255814,16683.366279069767,M1/M0 macrophages,5
930616,23922.628571428573,16605.22857142857,M1/M0 macrophages,6
870738,24245.41346153846,17113.634615384617,M1/M0 macrophages,7
875442,26598.498207885303,17487.659498207886,M1/M0 macrophages,8
460274,24829.092307692303,16575.76923076923,M1/M0 macrophages,9
974655,26171.03738317757,17679.542056074766,M1/M0 macrophages,10
924883,23709.618320610687,16411.557251908398,M1/M0 macrophages,11
639612,23165.50825082508,16420.80198019802,M1/M0 macrophages,12
848045,24162.48275862069,16460.396551724138,M1/M0 macrophages,13
459666,24110.176056338027,17300.788732394365,M1/M0 macrophages,14
814968,25373.68,17097.56,M1/M0 macrophages,15
866621,26367.47967479675,17192.532520325203,M1/M0 macrophages,16
823661,24593.73394495413,16683.715596330276,M1/M0 macrophages,17
738302,25242.675572519085,16438.629770992367,M1/M0 macrophages,18
1005508,23717.040322580644,17007.983870967742,M1/M0 macrophages,19
190104,23968.387283237,17154.531791907513,M1/M0 macrophages,20
915913,25371.589958158995,16593.05439330544,M1/M0 macrophages,21
214289,24369.38425925926,16966.21759259259,M1/M0 macrophages,22
984699,23991.20754716981,16739.20754716981,M1/M0 macrophages,23
775537,24070.58208955224,16621.98009950249,M1/M0 macrophages,24
937656,25082.298245614034,16555.18128654971,M1/M0 macrophages,25
655923,24905.659574468085,16472.21010638298,M1/M0 macrophages,26
867304,25341.245901639344,16895.06557377049,M1/M0 macrophages,27
895998,24153.31081081081,17206.891891891893,M1/M0 macrophages,28
1023064,23946.84677419355,16843.048387096773,M1/M0 macrophages,29
190373,25159.28729281768,16559.46408839779,M1/M0 macrophages,30
533619,23941.886363636364,16918.113636363636,M1/M0 macrophages,31
920262,24032.86923076923,16798.5,M1/M0 macrophages,32
668970,23823.081967213115,16900.931147540985,M1/M0 macrophages,33
