CellID,X_centroid,Y_centroid,phenotype,Cluster
654228,41856.2118226601,34392.270935960594,B cells,0
942721,39877.391304347824,36343.0,B cells,1
971325,41288.76470588235,35135.450980392154,CD4+ T cells,0
592059,39855.16279069767,36398.83720930233,CD4+ T cells,1
573409,41106.86725663717,35198.81415929204,CD4+ T cells,2
1021168,41455.206349206346,34956.968253968254,CD4+ T cells,3
744387,41365.06802721089,35090.102040816324,CD4+ T cells,4
1001526,41070.8813559322,35227.72881355932,CD4+ T cells,5
961177,41210.26771653543,35272.740157480315,Ki67+ tumor cells ,0
613839,42115.02336448598,34223.76401869159,Ki67+ tumor cells ,1
376433,39524.67892156863,37098.42892156863,Ki67+ tumor cells ,2
16263,40545.73449401523,35408.682263329705,Ki67+ tumor cells ,3
565102,42132.89438202248,34878.21685393259,Ki67+ tumor cells ,4
115862,42816.603222557904,34379.53373615307,Ki67+ tumor cells ,5
765455,41168.9721448468,35050.74094707521,Ki67+ tumor cells ,6
594253,40183.66753698869,36082.18450826806,Ki67+ tumor cells ,7
227660,40981.12891986063,35079.4181184669,Ki67+ tumor cells ,8
108373,41725.40486409156,35050.32474964234,Ki67+ tumor cells ,9
411491,40876.35317460317,35331.16468253968,Ki67+ tumor cells ,10
540309,40564.31903485255,35675.860589812335,Ki67+ tumor cells ,11
100361,41411.206422018346,34758.489296636086,Ki67+ tumor cells ,12
408235,41880.34438040346,34339.57204610951,Ki67+ tumor cells ,13
90427,40317.23899371069,35449.52327044025,Ki67+ tumor cells ,14
42220,41108.64349376114,35325.61140819964,Ki67+ tumor cells ,15
383764,40702.52568306011,35317.48087431694,Ki67+ tumor cells ,16
331866,42270.70522979398,34763.80031695721,Ki67+ tumor cells ,17
330620,42727.263229308,34521.549525101764,Ki67+ tumor cells ,18
871180,42030.71142284569,34904.79759519038,Ki67+ tumor cells ,19
681990,41246.80512820513,34965.69487179487,Ki67+ tumor cells ,20
558632,40924.20485175202,35274.73854447439,Ki67+ tumor cells ,21
140675,42186.43783783784,34179.02702702703,Ki67+ tumor cells ,22
151171,40630.77415143603,35362.53785900783,Ki67+ tumor cells ,23
239980,41203.52573529412,35006.75,Ki67+ tumor cells ,24
210374,41132.47222222222,35045.61616161616,Ki67+ tumor cells ,25
155495,42172.45338983051,34835.20127118644,Ki67+ tumor cells ,26
122554,41079.38335158817,35362.952902519166,Ki67+ tumor cells ,27
262398,42233.7176820208,34796.233283803864,Ki67+ tumor cells ,28
565307,40573.501424501424,35391.890313390315,Ki67+ tumor cells ,29
768268,41017.97267759563,35092.24590163935,Ki67+ tumor cells ,30
871154,41115.0,35070.00970873787,Ki67+ tumor cells ,31
979809,42089.67391304348,34243.108695652176,Ki67+ tumor cells ,32
876220,40880.99270072993,35354.83941605839,Ki67+ tumor cells ,33
672624,40517.7858117326,35415.14324693042,Ki67+ tumor cells ,34
261058,41190.209245742095,35290.67153284672,Ki67+ tumor cells ,35
966578,42811.99456521739,34360.94293478261,Ki67+ tumor cells ,36
82174,41177.36156351792,35010.91693811075,Ki67+ tumor cells ,37
665922,41152.82828282828,35043.07407407407,Ki67+ tumor cells ,38
906482,40916.807106598986,35290.05583756345,Ki67+ tumor cells ,39
486499,41208.76872964169,35020.47557003258,Ki67+ tumor cells ,40
429517,42020.34745762712,34295.122881355936,M1/M0 macrophages,0
226038,40069.19453924915,36291.57679180888,M1/M0 macrophages,1
682099,41055.77631578947,35201.09210526316,M1/M0 macrophages,2
707812,40349.944444444445,35840.791666666664,M1/M0 macrophages,3
551356,39545.19841269841,37086.90740740741,M1/M0 macrophages,4
602764,41694.14634146341,34677.67073170732,M1/M0 macrophages,5
194123,42319.40140845071,34715.91549295775,M1/M0 macrophages,6
743052,42639.57471264368,34364.52298850575,M1/M0 macrophages,7
892163,41342.395348837206,34993.982558139534,M1/M0 macrophages,8
12067,39695.48140495868,36455.53099173554,M1/M0 macrophages,9
807254,40888.71346704872,35120.64756446992,M1/M0 macrophages,10
562132,41344.9554973822,35178.8664921466,M1/M0 macrophages,11
526742,41373.55408388521,34819.61810154525,M1/M0 macrophages,12
928418,40399.535211267605,35680.82394366197,M1/M0 macrophages,13
169491,41882.27237354086,34382.186770428016,M1/M0 macrophages,14
343135,41051.54588235294,35362.364705882355,M1/M0 macrophages,15
840044,41194.142857142855,35213.0,M1/M0 macrophages,16
792729,40032.67894736842,36321.21842105263,M1/M0 macrophages,17
104815,42303.87664041995,34736.299212598424,M1/M0 macrophages,18
951926,42007.73333333333,34290.7,M1/M0 macrophages,19
760530,42482.95024875622,34308.60696517413,M2 macrophages,0
587188,40060.66049382716,36127.8024691358,M2 macrophages,1
631259,39476.99685534591,37057.201257861634,M2 macrophages,2
969211,41890.392857142855,34529.84821428572,M2 macrophages,3
642021,40257.05882352941,35474.73010380623,M2 macrophages,4
339662,40758.759493670885,35461.68987341772,M2 macrophages,5
447804,42280.48844884489,34413.16501650165,M2 macrophages,6
707090,39623.71031746032,36609.92063492064,M2 macrophages,7
400816,42044.48780487805,34890.5243902439,M2 macrophages,8
272068,40349.69918699187,35677.39837398374,M2 macrophages,9
759735,41558.34375,34638.15625,M2 macrophages,10
425754,42121.09722222222,34579.86111111111,M2 macrophages,11
331889,42606.19727891157,34650.986394557825,M2 macrophages,12
709413,39579.49785407725,36890.85836909872,M2 macrophages,13
361026,40246.74349442379,35983.82156133829,M2 macrophages,14
773071,42663.32105263158,34242.163157894734,M2 macrophages,15
915868,40165.42953020134,35681.61073825503,M2 macrophages,16
706686,40835.58783783784,35253.60810810811,M2 macrophages,17
721396,39287.36912751678,37081.285234899326,M2 macrophages,18
1024090,42364.44230769231,34263.71153846154,M2 macrophages,19
210930,42316.57692307692,34612.86923076923,M2 macrophages,20
602134,41707.95808383234,34677.760479041914,M2 macrophages,21
912218,42045.8,34501.03076923077,M2 macrophages,22
776939,40619.014285714286,35593.62142857143,M2 macrophages,23
467530,39993.50826446281,36291.17768595041,M2 macrophages,24
484778,41907.36137071651,34916.06853582554,M2 macrophages,25
630425,42575.36811594203,34256.11884057971,M2 macrophages,26
257375,39656.71217712177,36483.76383763838,M2 macrophages,27
665840,42122.83597883598,34400.59259259259,M2 macrophages,28
836972,40840.80392156863,35423.009803921566,M2 macrophages,29
954962,40240.098360655735,35877.16393442623,M2 macrophages,30
322476,40444.77450980392,35652.23039215686,M2 macrophages,31
838811,42621.67213114754,34367.77704918033,M2 macrophages,32
228317,42406.49152542373,34381.47118644068,M2 macrophages,33
140861,39578.08069164265,36824.51008645533,M2 macrophages,34
685356,39356.585106382976,37138.436170212764,M2 macrophages,35
347162,40364.68208092485,35762.80539499037,M2 macrophages,36
651196,42091.25974025974,34523.0,M2 macrophages,37
214608,40180.357142857145,35635.258241758245,M2 macrophages,38
1017904,42292.12962962963,34386.333333333336,M2 macrophages,39
790846,42279.74074074074,34388.17037037037,M2 macrophages,40
621111,42260.95121951219,34369.37804878049,M2 macrophages,41
512491,40810.14792899408,35422.396449704145,M2 macrophages,42
