CellID,X_centroid,Y_centroid,phenotype,Cluster
726435,18961.12883435583,11115.527607361964,B cells,0
1041475,20884.237288135595,12224.542372881357,B cells,1
261362,19077.82274247492,12348.311036789297,B cells,2
682684,19333.727272727272,11441.333333333334,B cells,3
999686,20146.29936305733,11595.331210191083,CD4+ T cells,0
895594,19118.38661710037,11595.710037174722,CD4+ T cells,1
953928,18926.185185185182,11297.197530864198,CD4+ T cells,2
196169,19786.75432211101,11467.753412192902,Ki67+ tumor cells ,0
673073,20774.73535791757,11742.47939262473,Ki67+ tumor cells ,1
65934,18813.2,11124.873529411763,Ki67+ tumor cells ,2
787490,20195.351681957185,11541.929663608562,Ki67+ tumor cells ,3
88757,19322.16497461929,11042.609137055835,Ki67+ tumor cells ,4
307261,19817.43470483005,12010.13595706619,Ki67+ tumor cells ,5
794435,19404.59147286822,11622.30542635659,Ki67+ tumor cells ,6
1011957,20758.023578363383,11408.44105409154,Ki67+ tumor cells ,7
774832,21148.56118546845,11921.31070745698,Ki67+ tumor cells ,8
828674,19518.01818181818,11357.038636363635,Ki67+ tumor cells ,9
505425,18758.08519269777,11513.89046653144,Ki67+ tumor cells ,10
829742,20926.083673469388,12085.951020408163,Ki67+ tumor cells ,11
34880,20749.93688362919,11576.165680473372,Ki67+ tumor cells ,12
766232,20292.80701754386,11532.938596491227,Ki67+ tumor cells ,13
8999,20768.070521861777,11650.833568406206,Ki67+ tumor cells ,14
527299,20739.39855818744,11346.716786817711,Ki67+ tumor cells ,15
560561,20125.980392156864,11536.193277310924,Ki67+ tumor cells ,16
140066,19836.83142857143,11501.674285714284,Ki67+ tumor cells ,17
364016,19459.68151260504,11628.763025210084,Ki67+ tumor cells ,18
207782,20242.84923928077,11529.662517289073,Ki67+ tumor cells ,19
497184,19486.373716632443,11323.967145790555,Ki67+ tumor cells ,20
76946,18789.73841554559,11145.644245142004,Ki67+ tumor cells ,21
196844,20207.610062893084,11519.231656184484,Ki67+ tumor cells ,22
964294,19794.899513776338,12012.63209076175,Ki67+ tumor cells ,23
596886,20791.6439628483,11753.777089783282,Ki67+ tumor cells ,24
785712,20307.96178343949,11991.649681528665,M1/M0 macrophages,0
494886,18963.07339449541,11452.798165137614,M1/M0 macrophages,1
294393,19406.7903930131,11663.589519650655,M1/M0 macrophages,2
971653,20714.991304347823,11417.01304347826,M1/M0 macrophages,3
155903,21286.836879432623,11965.056737588651,M1/M0 macrophages,4
609494,20185.757396449702,11565.242603550296,M1/M0 macrophages,5
657324,19239.15596330276,12125.032110091744,M1/M0 macrophages,6
674149,19748.96264367816,12005.954022988506,M1/M0 macrophages,7
536741,20914.08571428572,12322.644897959184,M1/M0 macrophages,8
395798,19110.905579399143,10987.888412017168,M1/M0 macrophages,9
872241,18895.26732673267,12431.118811881188,M1/M0 macrophages,10
810169,20439.904522613066,11633.884422110552,M1/M0 macrophages,11
626186,20716.0,11701.925373134329,M1/M0 macrophages,12
606623,19871.951515151515,11501.315151515151,M1/M0 macrophages,13
325607,19197.69343065693,11504.34306569343,M1/M0 macrophages,14
885111,20985.58282208589,12016.184049079757,M1/M0 macrophages,15
913618,19094.40776699029,11261.543689320388,M1/M0 macrophages,16
895604,20339.21161825726,11497.767634854772,M1/M0 macrophages,17
443291,19411.04961832061,11468.790076335878,M1/M0 macrophages,18
914218,20458.834782608697,11968.327536231884,M1/M0 macrophages,19
575811,19571.995983935743,11700.638554216868,M1/M0 macrophages,20
1008728,18940.07627118644,11137.85593220339,M1/M0 macrophages,21
399937,20279.680672268907,11743.51680672269,M1/M0 macrophages,22
638722,20140.797413793105,11944.879310344828,M1/M0 macrophages,23
