CellID,X_centroid,Y_centroid,phenotype,Cluster
669605,28430.56906077348,20656.585635359115,B cells,0
322671,27056.34219269103,20156.873754152824,B cells,1
569024,28902.72972972973,20365.745945945942,B cells,2
560320,28096.7,19945.163636363635,B cells,3
982208,28205.8,20438.938461538462,B cells,4
983810,28766.20245398773,20434.59509202454,B cells,5
575729,28877.7072243346,20276.342205323195,B cells,6
891235,28855.670454545456,20378.477272727272,B cells,7
413743,27091.925,20173.20833333333,B cells,8
219160,28440.03125,20645.025,B cells,9
1040381,27582.78181818182,20132.581818181818,CD4+ T cells,0
750539,28094.37278106509,20618.66272189349,CD4+ T cells,1
459945,26467.58798283261,19791.59227467811,CD4+ T cells,2
1020232,28317.896551724138,19273.689655172413,CD4+ T cells,3
212543,27742.25806451613,21003.951612903227,CD4+ T cells,4
479876,27872.40694006309,19966.820189274447,CD4+ T cells,5
727868,27337.87195121952,20187.54268292683,CD4+ T cells,6
192400,27896.373333333333,20563.98,CD4+ T cells,7
505098,28532.44761904762,20404.17142857143,CD4+ T cells,8
578741,27720.68918918919,20278.655405405407,CD4+ T cells,9
661601,27518.253731343284,20010.94527363184,CD4+ T cells,10
372839,27134.06779661017,20120.649717514123,CD4+ T cells,11
368084,28114.992307692308,19918.76153846154,CD4+ T cells,12
780928,27974.989247311827,20989.68817204301,CD4+ T cells,13
253670,28158.166666666668,19463.411111111112,CD4+ T cells,14
797470,27990.830601092897,20088.49726775956,CD4+ T cells,15
958408,28159.192771084337,20532.168674698794,CD4+ T cells,16
606949,27656.727272727272,20176.717171717173,CD4+ T cells,17
969880,27775.213114754097,20510.39344262295,CD4+ T cells,18
978744,28200.83,20689.55,CD4+ T cells,19
874132,27493.35632183908,20093.33333333333,CD4+ T cells,20
1032271,27852.378787878788,20670.257575757576,CD4+ T cells,21
601899,27467.094339622643,20038.899371069183,CD4+ T cells,22
862600,27649.938461538462,20219.676923076924,CD4+ T cells,23
550817,27522.541218637994,20152.7311827957,CD4+ T cells,24
444277,26505.435779816515,19856.66055045872,CD4+ T cells,25
400940,28100.197368421053,20490.361842105263,CD4+ T cells,26
591927,27657.128630705392,20304.908713692945,CD4+ T cells,27
681085,27962.954022988502,20550.068965517243,CD4+ T cells,28
1015928,27777.83333333333,20298.016666666663,CD4+ T cells,29
801905,27786.54945054945,20977.68131868132,CD4+ T cells,30
835278,27562.794520547945,20191.890410958906,CD4+ T cells,31
508335,27447.32222222222,19992.83333333333,CD4+ T cells,32
893169,27602.10483870968,20163.14516129032,CD4+ T cells,33
854561,27558.8224852071,20132.10059171597,CD4+ T cells,34
605311,27632.474683544304,20236.848101265823,CD4+ T cells,35
429836,27537.261363636364,20127.5,CD4+ T cells,36
1014636,27505.76595744681,20013.42553191489,CD4+ T cells,37
948520,27331.88571428572,20197.95238095238,CD4+ T cells,38
383179,28333.7782546495,19903.143061516454,Ki67+ tumor cells ,0
777787,29354.89438202247,20097.613483146062,Ki67+ tumor cells ,1
382625,27834.66304347826,19921.385869565216,Ki67+ tumor cells ,2
678213,28146.36639118457,19515.44628099173,Ki67+ tumor cells ,3
357647,28244.00818330605,20403.89689034369,Ki67+ tumor cells ,4
813360,28964.164069660863,20138.29972502292,Ki67+ tumor cells ,5
1007600,28161.143529411765,19836.750588235293,Ki67+ tumor cells ,6
919214,28162.529002320185,19580.719257540604,Ki67+ tumor cells ,7
776807,29281.058031088083,20163.074611398963,Ki67+ tumor cells ,8
139586,27726.405213270144,20013.78317535545,Ki67+ tumor cells ,9
582978,28250.808859721084,19861.45939294504,Ki67+ tumor cells ,10
807853,29439.503929273083,20087.52357563851,Ki67+ tumor cells ,11
380836,27900.029795158287,19871.04469273743,Ki67+ tumor cells ,12
21173,28099.6189258312,19618.235294117647,Ki67+ tumor cells ,13
471540,28211.63039399625,19587.598499061914,Ki67+ tumor cells ,14
551708,27761.776203966005,19983.471671388103,Ki67+ tumor cells ,15
600024,29388.81730769231,20102.78485576923,Ki67+ tumor cells ,16
223087,28949.677033492822,20175.776714513555,Ki67+ tumor cells ,17
902666,28175.40985915493,19596.052112676058,Ki67+ tumor cells ,18
842226,27744.04155844156,19875.12207792208,M1/M0 macrophages,0
887119,28674.82266009852,20281.82758620689,M1/M0 macrophages,1
833077,27969.115789473683,20309.873684210525,M1/M0 macrophages,2
977336,26904.09523809524,19926.396825396827,M1/M0 macrophages,3
494123,29001.92105263158,20138.121052631577,M1/M0 macrophages,4
242276,28168.82769230769,19527.84307692308,M1/M0 macrophages,5
976358,27905.8125,20933.875,M1/M0 macrophages,6
799905,29491.19583333333,20028.079166666663,M1/M0 macrophages,7
676124,28556.46923076923,20606.21153846154,M1/M0 macrophages,8
151121,27228.39285714286,20113.42857142857,M1/M0 macrophages,9
756425,26566.5073313783,20044.21407624633,M1/M0 macrophages,10
793373,28044.6,19940.9,M1/M0 macrophages,11
651708,27571.3694267516,20208.866242038217,M1/M0 macrophages,12
908587,28151.666666666668,20813.681159420288,M1/M0 macrophages,13
971854,28334.77142857143,20428.2,M1/M0 macrophages,14
865819,28960.98305084746,20319.08474576272,M1/M0 macrophages,15
1033472,27956.863247863246,19620.102564102563,M1/M0 macrophages,16
186859,28827.529411764703,20619.02647058824,M1/M0 macrophages,17
394821,27873.35,20544.483333333334,M1/M0 macrophages,18
932389,27361.5625,19810.6,M1/M0 macrophages,19
168646,28516.08988764045,20352.75842696629,M1/M0 macrophages,20
851954,27822.11904761905,21153.247023809523,M1/M0 macrophages,21
693398,27976.9,19844.425,M1/M0 macrophages,22
616709,27381.53,20168.02,M1/M0 macrophages,23
128160,28005.555555555555,20150.56261022928,M1/M0 macrophages,24
599391,29073.353535353537,20239.0202020202,M1/M0 macrophages,25
797661,27699.262295081968,19937.319672131147,M1/M0 macrophages,26
572768,27824.603658536584,19846.44512195122,M1/M0 macrophages,27
666045,28160.31680440772,19664.895316804406,M1/M0 macrophages,28
863622,27625.37974683544,20043.145569620254,M1/M0 macrophages,29
723040,28079.613924050635,20388.316455696204,M1/M0 macrophages,30
513693,28132.57249070632,19850.15241635688,M1/M0 macrophages,31
600714,28245.95145631068,20476.66019417476,M1/M0 macrophages,32
663188,29040.019823788545,20372.764317180616,M1/M0 macrophages,33
846601,27906.399239543727,20260.958174904943,M1/M0 macrophages,34
838108,27963.21929824561,19925.90350877193,M1/M0 macrophages,35
373125,28076.44,19510.496,M1/M0 macrophages,36
730491,26593.53153153153,19968.53153153153,M1/M0 macrophages,37
1004751,28811.032786885247,20699.22950819672,M1/M0 macrophages,38
576987,27798.565789473683,19813.57894736842,M1/M0 macrophages,39
891410,27974.5625,20377.4,M1/M0 macrophages,40
762884,28188.1186440678,20758.686440677968,M1/M0 macrophages,41
942237,27886.973988439306,19845.361271676305,M1/M0 macrophages,42
462420,29450.944444444445,20018.777777777777,M1/M0 macrophages,43
205757,27930.035433070865,20304.08661417323,M1/M0 macrophages,44
930968,29109.74611398964,20244.72020725389,M1/M0 macrophages,45
377580,27767.008928571428,19826.309523809523,M1/M0 macrophages,46
587438,28542.88725490196,20340.803921568626,M1/M0 macrophages,47
667836,28181.20639534884,19502.50581395349,M1/M0 macrophages,48
875822,27757.52265861028,19851.818731117823,M1/M0 macrophages,49
352854,28983.60880195599,20154.466992665035,M1/M0 macrophages,50
675867,27926.53921568628,20287.485294117647,M1/M0 macrophages,51
847278,27944.011857707508,19619.88932806324,M1/M0 macrophages,52
300521,27787.6,19814.44210526316,M1/M0 macrophages,53
730218,28965.46052631579,20328.82894736842,M1/M0 macrophages,54
809327,26899.171597633136,19917.71597633136,M1/M0 macrophages,55
684957,26718.3717948718,19759.88782051282,M2 macrophages,0
476948,28556.55187637969,20327.76821192053,M2 macrophages,1
852335,27795.28448275862,19869.241379310344,M2 macrophages,2
947227,27943.55769230769,20568.153846153848,M2 macrophages,3
210372,28165.93269230769,19478.658653846152,M2 macrophages,4
816391,28960.27722772277,20341.67326732673,M2 macrophages,5
757752,27194.142156862745,20104.54411764706,M2 macrophages,6
748016,27850.00486618005,21175.56690997567,M2 macrophages,7
560275,27969.9963099631,20142.15129151292,M2 macrophages,8
745844,28623.590361445786,20580.46987951808,M2 macrophages,9
488164,29484.085227272728,20010.920454545456,M2 macrophages,10
966952,27946.35869565217,19720.880434782608,M2 macrophages,11
936752,27700.105882352946,20142.87058823529,M2 macrophages,12
1024983,28191.758620689656,20549.310344827587,M2 macrophages,13
133087,26332.439252336448,19864.018691588783,M2 macrophages,14
497389,26881.12048192771,20032.13253012048,M2 macrophages,15
818202,28137.29326923077,19814.98557692308,M2 macrophages,16
516886,28823.70464135021,20586.96624472574,M2 macrophages,17
332828,27916.57097791798,20336.70662460568,M2 macrophages,18
837740,28316.07079646017,19424.87610619469,M2 macrophages,19
471564,27398.52422907489,19924.074889867843,M2 macrophages,20
561565,26512.507194244605,20027.45683453237,M2 macrophages,21
817332,28311.850574712644,20559.683908045976,M2 macrophages,22
613736,27944.45849802372,21033.691699604744,M2 macrophages,23
841571,27911.51700680272,20008.598639455784,M2 macrophages,24
349751,28255.856115107912,19976.812949640287,M2 macrophages,25
748788,28875.66228070176,20445.622807017546,M2 macrophages,26
393544,28051.15523465704,19607.45848375451,M2 macrophages,27
982914,27582.947916666668,19807.729166666668,M2 macrophages,28
321860,27543.26111111111,20185.922222222223,M2 macrophages,29
842779,27803.0,20222.29946524064,M2 macrophages,30
735075,28500.8547008547,20493.67521367521,M2 macrophages,31
605444,28750.82765957447,20292.665957446807,M2 macrophages,32
618533,28095.031976744187,20060.97093023256,M2 macrophages,33
863003,28764.50755287009,20476.52567975831,M2 macrophages,34
974198,29292.50769230769,20048.46153846154,M2 macrophages,35
792301,27645.970414201183,21075.337278106508,M2 macrophages,36
642367,28192.3487544484,19660.775800711745,M2 macrophages,37
612765,28287.963541666668,20687.885416666668,M2 macrophages,38
871249,28790.08947368421,20723.552631578947,M2 macrophages,39
