,-9_0_0_A.csv,9_0_0_A.csv,7_0_0_A.csv,5_0_0_A.csv,1_0_0_A.csv,-5_0_0_A.csv,3_0_0_A.csv,-1_0_0_A.csv,-7_0_0_A.csv,-3_0_0_A.csv
-9_0_0_A.csv,0.0,366.31847157521815,362.4553961988991,334.8591141264845,313.4182051399557,53.602420803366044,339.34432726937285,47.589256079053584,31.473092437368496,41.15081521864311
9_0_0_A.csv,366.31847157521815,0.0,12.708440866895986,95.78106248534242,76.5852643214267,380.0561272701853,33.47270167689107,370.20422408622164,390.52645367092333,352.9740709010477
7_0_0_A.csv,362.4553961988991,12.708440866895986,0.0,88.7899323157278,78.03032339842723,377.6082303654023,31.743468978871235,366.73884469854187,385.9866399707915,349.33471142347247
5_0_0_A.csv,334.8591141264845,95.78106248534242,88.7899323157278,0.0,141.97619121985556,355.473854187336,74.39726384724631,344.5315725779271,356.639793059443,325.11394234891895
1_0_0_A.csv,313.4182051399557,76.5852643214267,78.03032339842723,141.97619121985556,0.0,321.61317369198235,80.08242766647513,310.00638937262624,336.68819964854924,296.8244533917696
-5_0_0_A.csv,53.602420803366044,380.0561272701853,377.6082303654023,355.473854187336,321.61317369198235,0.0,354.96165547687093,49.88332551769548,54.12511032869254,41.13613872976339
3_0_0_A.csv,339.34432726937285,33.47270167689107,31.743468978871235,74.39726384724631,80.08242766647513,354.96165547687093,0.0,343.32084102116863,362.8763139777272,326.03855068449224
-1_0_0_A.csv,47.589256079053584,370.20422408622164,366.73884469854187,344.5315725779271,310.00638937262624,49.88332551769548,343.32084102116863,0.0,59.69275049507698,37.61066565592114
-7_0_0_A.csv,31.473092437368496,390.52645367092333,385.9866399707915,356.639793059443,336.68819964854924,54.12511032869254,362.8763139777272,59.69275049507698,0.0,52.66388147425499
-3_0_0_A.csv,41.15081521864311,352.9740709010477,349.33471142347247,325.11394234891895,296.8244533917696,41.13613872976339,326.03855068449224,37.61066565592114,52.66388147425499,0.0
