id,Tipo,X,Y,Z
181,2,0,0,0
181,2,1,0,0
181,2,2,0,0
181,2,3,0,0
181,2,4,0,0
0,0,5,0,0
71,1,6,0,0
71,1,7,0,0
71,1,8,0,0
71,1,9,0,0
71,1,10,0,0
71,1,11,0,0
0,0,12,0,0
48,1,13,0,0
48,1,14,0,0
48,1,15,0,0
48,1,16,0,0
48,1,17,0,0
48,1,18,0,0
0,0,19,0,0
29,2,20,0,0
29,2,21,0,0
29,2,22,0,0
29,2,23,0,0
29,2,24,0,0
29,2,25,0,0
29,2,26,0,0
29,2,27,0,0
51,2,28,0,0
51,2,29,0,0
51,2,30,0,0
51,2,31,0,0
51,2,32,0,0
51,2,33,0,0
0,0,34,0,0
12,1,35,0,0
12,1,36,0,0
12,1,37,0,0
12,1,38,0,0
12,1,39,0,0
12,1,40,0,0
12,1,41,0,0
12,1,42,0,0
0,0,43,0,0
1,1,44,0,0
1,1,45,0,0
1,1,46,0,0
1,1,47,0,0
1,1,48,0,0
1,1,49,0,0
1,1,50,0,0
0,0,51,0,0
2,2,52,0,0
2,2,53,0,0
2,2,54,0,0
2,2,55,0,0
2,2,56,0,0
2,2,57,0,0
17,2,58,0,0
17,2,59,0,0
17,2,60,0,0
17,2,61,0,0
17,2,62,0,0
19,2,63,0,0
19,2,64,0,0
19,2,65,0,0
19,2,66,0,0
19,2,67,0,0
19,2,68,0,0
19,2,69,0,0
19,2,70,0,0
4,2,71,0,0
4,2,72,0,0
4,2,73,0,0
4,2,74,0,0
4,2,75,0,0
4,2,76,0,0
4,2,77,0,0
4,2,78,0,0
4,2,79,0,0
4,2,80,0,0
4,2,81,0,0
6,2,82,0,0
6,2,83,0,0
6,2,84,0,0
6,2,85,0,0
6,2,86,0,0
6,2,87,0,0
6,2,88,0,0
7,2,89,0,0
7,2,90,0,0
7,2,91,0,0
7,2,92,0,0
7,2,93,0,0
7,2,94,0,0
7,2,95,0,0
7,2,96,0,0
8,2,97,0,0
8,2,98,0,0
8,2,99,0,0
8,2,100,0,0
8,2,101,0,0
8,2,102,0,0
8,2,103,0,0
8,2,104,0,0
8,2,105,0,0
39,2,106,0,0
39,2,107,0,0
39,2,108,0,0
39,2,109,0,0
39,2,110,0,0
39,2,111,0,0
39,2,112,0,0
39,2,113,0,0
39,2,114,0,0
0,0,115,0,0
9,1,116,0,0
9,1,117,0,0
9,1,118,0,0
9,1,119,0,0
0,0,120,0,0
10,2,121,0,0
10,2,122,0,0
10,2,123,0,0
10,2,124,0,0
10,2,125,0,0
10,2,126,0,0
65,2,127,0,0
65,2,128,0,0
65,2,129,0,0
65,2,130,0,0
89,2,131,0,0
89,2,132,0,0
89,2,133,0,0
89,2,134,0,0
89,2,135,0,0
89,2,136,0,0
89,2,137,0,0
89,2,138,0,0
89,2,139,0,0
89,2,140,0,0
42,2,141,0,0
42,2,142,0,0
42,2,143,0,0
87,2,144,0,0
87,2,145,0,0
87,2,146,0,0
87,2,147,0,0
87,2,148,0,0
87,2,149,0,0
87,2,150,0,0
87,2,151,0,0
87,2,152,0,0
11,2,153,0,0
11,2,154,0,0
11,2,155,0,0
11,2,156,0,0
11,2,157,0,0
11,2,158,0,0
11,2,159,0,0
11,2,160,0,0
44,2,161,0,0
44,2,162,0,0
44,2,163,0,0
44,2,164,0,0
44,2,165,0,0
44,2,166,0,0
44,2,167,0,0
26,2,168,0,0
26,2,169,0,0
26,2,170,0,0
26,2,171,0,0
26,2,172,0,0
26,2,173,0,0
26,2,174,0,0
28,2,175,0,0
28,2,176,0,0
28,2,177,0,0
28,2,178,0,0
28,2,179,0,0
28,2,180,0,0
28,2,181,0,0
45,2,182,0,0
45,2,183,0,0
45,2,184,0,0
45,2,185,0,0
70,2,186,0,0
70,2,187,0,0
70,2,188,0,0
70,2,189,0,0
70,2,190,0,0
70,2,191,0,0
70,2,192,0,0
70,2,193,0,0
70,2,194,0,0
94,2,195,0,0
94,2,196,0,0
94,2,197,0,0
94,2,198,0,0
94,2,199,0,0
181,2,0,1,0
181,2,1,1,0
181,2,2,1,0
181,2,3,1,0
181,2,4,1,0
0,0,5,1,0
71,1,6,1,0
71,1,7,1,0
