id,Tipo,X,Y,Z
212,2,0,0,0
212,2,1,0,0
212,2,2,0,0
212,2,3,0,0
212,2,4,0,0
212,2,5,0,0
212,2,6,0,0
48,1,7,0,0
48,1,8,0,0
48,1,9,0,0
48,1,10,0,0
48,1,11,0,0
48,1,12,0,0
48,1,13,0,0
51,2,14,0,0
51,2,15,0,0
51,2,16,0,0
51,2,17,0,0
51,2,18,0,0
51,2,19,0,0
51,2,20,0,0
51,2,21,0,0
51,2,22,0,0
53,1,23,0,0
53,1,24,0,0
53,1,25,0,0
53,1,26,0,0
53,1,27,0,0
53,1,28,0,0
30,2,29,0,0
30,2,30,0,0
30,2,31,0,0
30,2,32,0,0
30,2,33,0,0
30,2,34,0,0
16,1,35,0,0
16,1,36,0,0
16,1,37,0,0
52,2,38,0,0
52,2,39,0,0
52,2,40,0,0
52,2,41,0,0
52,2,42,0,0
52,2,43,0,0
52,2,44,0,0
52,2,45,0,0
52,2,46,0,0
52,2,47,0,0
52,2,48,0,0
52,2,49,0,0
34,1,50,0,0
34,1,51,0,0
34,1,52,0,0
34,1,53,0,0
34,1,54,0,0
34,1,55,0,0
15,2,56,0,0
15,2,57,0,0
15,2,58,0,0
15,2,59,0,0
15,2,60,0,0
15,2,61,0,0
15,2,62,0,0
15,2,63,0,0
3,1,64,0,0
3,1,65,0,0
3,1,66,0,0
3,1,67,0,0
3,1,68,0,0
4,2,69,0,0
4,2,70,0,0
4,2,71,0,0
4,2,72,0,0
4,2,73,0,0
4,2,74,0,0
4,2,75,0,0
4,2,76,0,0
4,2,77,0,0
4,2,78,0,0
4,2,79,0,0
4,2,80,0,0
38,1,81,0,0
20,2,82,0,0
20,2,83,0,0
20,2,84,0,0
20,2,85,0,0
20,2,86,0,0
20,2,87,0,0
20,2,88,0,0
20,2,89,0,0
20,2,90,0,0
20,2,91,0,0
21,1,92,0,0
18,2,93,0,0
18,2,94,0,0
18,2,95,0,0
18,2,96,0,0
18,2,97,0,0
18,2,98,0,0
18,2,99,0,0
18,2,100,0,0
18,2,101,0,0
18,2,102,0,0
83,1,103,0,0
83,1,104,0,0
83,1,105,0,0
83,1,106,0,0
83,1,107,0,0
83,1,108,0,0
22,2,109,0,0
22,2,110,0,0
22,2,111,0,0
22,2,112,0,0
22,2,113,0,0
22,2,114,0,0
22,2,115,0,0
22,2,116,0,0
39,1,117,0,0
24,2,118,0,0
24,2,119,0,0
24,2,120,0,0
24,2,121,0,0
24,2,122,0,0
24,2,123,0,0
24,2,124,0,0
24,2,125,0,0
24,2,126,0,0
24,2,127,0,0
24,2,128,0,0
10,1,129,0,0
10,1,130,0,0
10,1,131,0,0
10,1,132,0,0
10,1,133,0,0
9,2,134,0,0
9,2,135,0,0
9,2,136,0,0
9,2,137,0,0
9,2,138,0,0
9,2,139,0,0
9,2,140,0,0
9,2,141,0,0
93,1,142,0,0
93,1,143,0,0
93,1,144,0,0
93,1,145,0,0
93,1,146,0,0
93,1,147,0,0
93,1,148,0,0
27,2,149,0,0
27,2,150,0,0
26,1,151,0,0
11,2,152,0,0
11,2,153,0,0
11,2,154,0,0
119,1,155,0,0
119,1,156,0,0
119,1,157,0,0
119,1,158,0,0
119,1,159,0,0
45,2,160,0,0
45,2,161,0,0
45,2,162,0,0
45,2,163,0,0
45,2,164,0,0
45,2,165,0,0
45,2,166,0,0
94,1,167,0,0
94,1,168,0,0
47,2,169,0,0
47,2,170,0,0
47,2,171,0,0
47,2,172,0,0
47,2,173,0,0
47,2,174,0,0
46,1,175,0,0
46,1,176,0,0
46,1,177,0,0
46,1,178,0,0
46,1,179,0,0
70,2,180,0,0
70,2,181,0,0
70,2,182,0,0
70,2,183,0,0
70,2,184,0,0
70,2,185,0,0
70,2,186,0,0
70,2,187,0,0
180,1,188,0,0
180,1,189,0,0
121,2,190,0,0
121,2,191,0,0
121,2,192,0,0
121,2,193,0,0
121,2,194,0,0
121,2,195,0,0
121,2,196,0,0
121,2,197,0,0
121,2,198,0,0
121,2,199,0,0
212,2,0,1,0
212,2,1,1,0
212,2,2,1,0
212,2,3,1,0
212,2,4,1,0
48,1,5,1,0
48,1,6,1,0
48,1,7,1,0
48,1,8,1,0
48,1,9,1,0
98,2,10,1,0
98,2,11,1,0
98,2,12,1,0
48,1,13,1,0
48,1,14,1,0
48,1,15,1,0
48,1,16,1,0
51,2,17,1,0
51,2,18,1,0
245,1,19,1,0
245,1,20,1,0
51,2,21,1,0
51,2,22,1,0
53,1,23,1,0
53,1,24,1,0
53,1,25,1,0
53,1,26,1,0
53,1,27,1,0
53,1,28,1,0
30,2,29,1,0
30,2,30,1,0
30,2,31,1,0
16,1,32,1,0
16,1,33,1,0
16,1,34,1,0
16,1,35,1,0
16,1,36,1,0
16,1,37,1,0
52,2,38,1,0
16,1,39,1,0
52,2,40,1,0
52,2,41,1,0
52,2,42,1,0
52,2,43,1,0
52,2,44,1,0
52,2,45,1,0
52,2,46,1,0
52,2,47,1,0
52,2,48,1,0
34,1,49,1,0
34,1,50,1,0
34,1,51,1,0
34,1,52,1,0
34,1,53,1,0
34,1,54,1,0
34,1,55,1,0
15,2,56,1,0
15,2,57,1,0
15,2,58,1,0
15,2,59,1,0
15,2,60,1,0
79,1,61,1,0
15,2,62,1,0
15,2,63,1,0
15,2,64,1,0
15,2,65,1,0
15,2,66,1,0
15,2,67,1,0
3,1,68,1,0
3,1,69,1,0
3,1,70,1,0
4,2,71,1,0
4,2,72,1,0
4,2,73,1,0
4,2,74,1,0
4,2,75,1,0
4,2,76,1,0
4,2,77,1,0
4,2,78,1,0
4,2,79,1,0
4,2,80,1,0
38,1,81,1,0
20,2,82,1,0
20,2,83,1,0
20,2,84,1,0
20,2,85,1,0
20,2,86,1,0
20,2,87,1,0
20,2,88,1,0
20,2,89,1,0
20,2,90,1,0
21,1,91,1,0
21,1,92,1,0
21,1,93,1,0
21,1,94,1,0
18,2,95,1,0
18,2,96,1,0
21,1,97,1,0
21,1,98,1,0
18,2,99,1,0
18,2,100,1,0
18,2,101,1,0
18,2,102,1,0
18,2,103,1,0
83,1,104,1,0
83,1,105,1,0
83,1,106,1,0
83,1,107,1,0
83,1,108,1,0
22,2,109,1,0
22,2,110,1,0
22,2,111,1,0
83,1,112,1,0
22,2,113,1,0
22,2,114,1,0
22,2,115,1,0
22,2,116,1,0
39,1,117,1,0
39,1,118,1,0
24,2,119,1,0
24,2,120,1,0
39,1,121,1,0
39,1,122,1,0
24,2,123,1,0
10,1,124,1,0
10,1,125,1,0
10,1,126,1,0
10,1,127,1,0
10,1,128,1,0
10,1,129,1,0
10,1,130,1,0
10,1,131,1,0
42,2,132,1,0
10,1,133,1,0
10,1,134,1,0
9,2,135,1,0
9,2,136,1,0
9,2,137,1,0
9,2,138,1,0
9,2,139,1,0
9,2,140,1,0
9,2,141,1,0
93,1,142,1,0
93,1,143,1,0
93,1,144,1,0
93,1,145,1,0
93,1,146,1,0
27,2,147,1,0
93,1,148,1,0
93,1,149,1,0
27,2,150,1,0
26,1,151,1,0
11,2,152,1,0
119,1,153,1,0
119,1,154,1,0
119,1,155,1,0
119,1,156,1,0
119,1,157,1,0
45,2,158,1,0
45,2,159,1,0
45,2,160,1,0
45,2,161,1,0
45,2,162,1,0
45,2,163,1,0
45,2,164,1,0
45,2,165,1,0
45,2,166,1,0
45,2,167,1,0
94,1,168,1,0
47,2,169,1,0
47,2,170,1,0
47,2,171,1,0
47,2,172,1,0
47,2,173,1,0
47,2,174,1,0
47,2,175,1,0
47,2,176,1,0
46,1,177,1,0
46,1,178,1,0
46,1,179,1,0
46,1,180,1,0
70,2,181,1,0
70,2,182,1,0
70,2,183,1,0
70,2,184,1,0
122,1,185,1,0
70,2,186,1,0
70,2,187,1,0
180,1,188,1,0
180,1,189,1,0
180,1,190,1,0
121,2,191,1,0
121,2,192,1,0
121,2,193,1,0
121,2,194,1,0
121,2,195,1,0
121,2,196,1,0
121,2,197,1,0
121,2,198,1,0
121,2,199,1,0
212,2,0,2,0
212,2,1,2,0
212,2,2,2,0
212,2,3,2,0
212,2,4,2,0
212,2,5,2,0
212,2,6,2,0
48,1,7,2,0
48,1,8,2,0
98,2,9,2,0
98,2,10,2,0
98,2,11,2,0
98,2,12,2,0
98,2,13,2,0
98,2,14,2,0
48,1,15,2,0
48,1,16,2,0
51,2,17,2,0
51,2,18,2,0
245,1,19,2,0
51,2,20,2,0
51,2,21,2,0
51,2,22,2,0
51,2,23,2,0
51,2,24,2,0
53,1,25,2,0
53,1,26,2,0
31,1,27,2,0
53,1,28,2,0
53,1,29,2,0
53,1,30,2,0
30,2,31,2,0
30,2,32,2,0
30,2,33,2,0
30,2,34,2,0
16,1,35,2,0
30,2,36,2,0
16,1,37,2,0
16,1,38,2,0
16,1,39,2,0
52,2,40,2,0
52,2,41,2,0
52,2,42,2,0
