id,Tipo,X,Y,Z
49,1,0,0,0
49,1,1,0,0
49,1,2,0,0
49,1,3,0,0
49,1,4,0,0
49,1,5,0,0
49,1,6,0,0
49,1,7,0,0
49,1,8,0,0
49,1,9,0,0
48,1,10,0,0
48,1,11,0,0
48,1,12,0,0
48,1,13,0,0
48,1,14,0,0
48,1,15,0,0
48,1,16,0,0
48,1,17,0,0
48,1,18,0,0
74,2,19,0,0
74,2,20,0,0
74,2,21,0,0
74,2,22,0,0
74,2,23,0,0
74,2,24,0,0
74,2,25,0,0
128,1,26,0,0
128,1,27,0,0
128,1,28,0,0
128,1,29,0,0
99,2,30,0,0
99,2,31,0,0
99,2,32,0,0
99,2,33,0,0
99,2,34,0,0
99,2,35,0,0
99,2,36,0,0
99,2,37,0,0
16,1,38,0,0
16,1,39,0,0
16,1,40,0,0
16,1,41,0,0
16,1,42,0,0
16,1,43,0,0
16,1,44,0,0
50,1,45,0,0
50,1,46,0,0
50,1,47,0,0
50,1,48,0,0
50,1,49,0,0
50,1,50,0,0
55,2,51,0,0
55,2,52,0,0
55,2,53,0,0
55,2,54,0,0
55,2,55,0,0
55,2,56,0,0
55,2,57,0,0
55,2,58,0,0
55,2,59,0,0
55,2,60,0,0
55,2,61,0,0
2,1,62,0,0
2,1,63,0,0
2,1,64,0,0
2,1,65,0,0
2,1,66,0,0
2,1,67,0,0
2,1,68,0,0
2,1,69,0,0
2,1,70,0,0
2,1,71,0,0
2,1,72,0,0
2,1,73,0,0
2,1,74,0,0
2,1,75,0,0
2,1,76,0,0
106,1,77,0,0
106,1,78,0,0
106,1,79,0,0
106,1,80,0,0
106,1,81,0,0
34,1,82,0,0
34,1,83,0,0
34,1,84,0,0
34,1,85,0,0
34,1,86,0,0
104,2,87,0,0
104,2,88,0,0
5,1,89,0,0
5,1,90,0,0
5,1,91,0,0
5,1,92,0,0
5,1,93,0,0
5,1,94,0,0
5,1,95,0,0
25,2,96,0,0
25,2,97,0,0
25,2,98,0,0
25,2,99,0,0
39,2,100,0,0
39,2,101,0,0
39,2,102,0,0
39,2,103,0,0
39,2,104,0,0
39,2,105,0,0
60,2,106,0,0
60,2,107,0,0
60,2,108,0,0
61,1,109,0,0
61,1,110,0,0
61,1,111,0,0
61,1,112,0,0
61,1,113,0,0
61,1,114,0,0
61,1,115,0,0
61,1,116,0,0
61,1,117,0,0
61,1,118,0,0
61,1,119,0,0
61,1,120,0,0
61,1,121,0,0
61,1,122,0,0
61,1,123,0,0
61,1,124,0,0
61,1,125,0,0
61,1,126,0,0
23,1,127,0,0
23,1,128,0,0
44,1,129,0,0
44,1,130,0,0
44,1,131,0,0
44,1,132,0,0
44,1,133,0,0
44,1,134,0,0
44,1,135,0,0
22,1,136,0,0
22,1,137,0,0
22,1,138,0,0
22,1,139,0,0
22,1,140,0,0
22,1,141,0,0
22,1,142,0,0
22,1,143,0,0
22,1,144,0,0
22,1,145,0,0
22,1,146,0,0
172,2,147,0,0
172,2,148,0,0
172,2,149,0,0
10,1,150,0,0
10,1,151,0,0
10,1,152,0,0
65,1,153,0,0
65,1,154,0,0
65,1,155,0,0
65,1,156,0,0
65,1,157,0,0
65,1,158,0,0
65,1,159,0,0
65,1,160,0,0
65,1,161,0,0
65,1,162,0,0
65,1,163,0,0
65,1,164,0,0
65,1,165,0,0
65,1,166,0,0
65,1,167,0,0
65,1,168,0,0
