,1_20_20.csv,2_2_2.csv,-3_0_-3.csv,20_1_1.csv,10_10_0.csv,20_20_1.csv,0_10_6.csv,0_20_2.csv,1_1_10.csv,-1_-10_-10.csv,0_-20_-2.csv,100_1_15.csv,1_10_10.csv,1_15_100.csv,10_0_0.csv,20_1_20.csv,10_0_10.csv,-1_-1_-1.csv,2_0_2.csv,8_18_2.csv,0_-10_0.csv,0_6_2.csv,1_1_1.csv,-3_-3_-3.csv,18_18_18.csv,-8_-18_-2.csv,1_10_1.csv
1_20_20.csv,1.443279845398091e-308,0.6575678442996749,4.303994135723832,2.4821439468541344,2.6212774592427506,1.760088221922378,2.5742615500285497,2.566302182630631,2.245725588788372,2.781475572093666,3.616375208559024,2.4990439394494652,0.6547040070797903,2.180772217791664,2.698419354712833,2.4021746682252587,2.4220251579433176,2.878873210838422,2.412321518716465,0.5841813308090651,2.750269760726759,2.57181450328651,0.3214331866144642,2.845073766618902,1.266765125121685,2.752187537146021,0.44970444718341707
2_2_2.csv,0.6575678442996749,1.4317170526966444e-308,4.365032164455043,2.7123188065087955,2.845988535982576,1.821126250653589,2.8301744801758906,2.829194259035585,2.5241853874179148,3.000373996494808,3.541907424577511,2.845988535982576,1.3122718513794651,2.5241853874179148,2.940301831143028,2.671367390010353,2.7123188065087955,3.193726612645655,2.676630549524006,1.24174917510874,3.000373996494808,2.827093294561056,0.6549572854170744,3.1569060502458948,0.7098455278625986,2.955456232095317,0.8965417375748226
-3_0_-3.csv,4.303994135723832,4.365032164455043,7.09901139632726e-309,3.8314142779352913,3.7764527368956777,3.026245375686809,4.254207425074668,3.3394768712821907,4.346318041442936,2.724287718231584,2.876648151160026,3.422605086242049,4.262003912933885,3.1140821252846234,3.3157051899127534,3.772892750873087,4.079100941254357,2.645705591470149,3.076456606255446,4.5038281732251075,2.725083629534261,4.0277242418095085,4.434090940313299,2.440208018409386,4.852616930048098,2.737042569160119,4.326107956240007
20_1_1.csv,2.4821439468541344,2.7123188065087955,3.8314142779352913,1.532803426746852e-308,1.2819887410026989,2.2465914533588567,0.9122720592985349,0.9145745212215313,0.8853402214859707,2.308895714305125,2.7891007661648004,0.7704886386335659,2.5440841905036384,1.4376509981438135,1.882917189759087,0.7424635851228081,0.5286397367963662,2.2551517963582652,0.7663444574918534,2.267292204800955,1.8143155050170248,1.4957155908783641,2.3758107243975237,2.240169884430893,2.966588907664528,1.8798678965183768,2.180679885382145
10_10_0.csv,2.6212774592427506,2.845988535982576,3.7764527368956777,1.2819887410026989,1.543215114653608e-308,2.479154968196294,0.8325678035765876,0.8725020674235493,1.7515967820246012,2.2539341732655114,3.0708712491991825,1.1868509119221247,2.641662169357252,1.9804164238466608,1.6882126567281541,1.5459092958579599,1.2456089153972183,2.71938918095558,1.439980327363982,2.4215864006813286,1.6935785124645637,0.7379326237491703,2.6058739891287157,2.5435157721047634,3.0162617119870854,1.9325972061706231,2.4936742654474786
20_20_1.csv,1.760088221922378,1.821126250653589,3.026245375686809,2.2465914533588567,2.479154968196294,1.776703707036252e-308,2.4729037598301318,2.455414344854044,2.11868007009962,2.6052772285951438,3.227486166746411,2.270607866135009,1.7180979991324312,2.113969490958132,2.548270936816322,2.214465722743225,2.147031323340957,2.745643732939449,2.214465722743225,1.959922259423653,2.6126210095354647,2.4729037598301318,1.890185026511845,2.7377968539156967,2.3087110162466447,2.5211925363913608,1.782202042438552
0_10_6.csv,2.5742615500285497,2.8301744801758906,4.254207425074668,0.9122720592985349,0.8325678035765876,2.4729037598301318,1.4527112347546853e-308,0.9950413190604115,1.5934772543316802,2.7316888614445025,3.211893913304178,0.9592202915687802,2.6406134715578577,1.6916417346005237,1.540234076523343,1.1385408772218684,0.9183887562767523,2.4596595008361115,1.1777508188192227,2.4031457092884505,2.0164978738239494,0.8747420441560982,2.5368367098098066,2.3500921786447773,3.010853422818947,2.313810218221052,2.491832745654796
0_20_2.csv,2.566302182630631,2.829194259035585,3.3394768712821907,0.9145745212215313,0.8725020674235493,2.455414344854044,0.9950413190604115,1.6259940224042603e-308,1.5035337569652807,1.8169583076520244,2.9790003054911587,0.6143748762483163,2.5669443921512354,1.957615231028059,1.1223539522526966,1.14053490662906,0.7857933078459516,2.0886652400594894,0.9534753214258274,2.4025465851775065,1.064136204664531,0.9054403273058615,2.518742740139402,1.8870624124216921,3.0303767889466773,2.114812634078156,2.4865763829880683
1_1_10.csv,2.245725588788372,2.5241853874179148,4.346318041442936,0.8853402214859707,1.7515967820246012,2.11868007009962,1.5934772543316802,1.5035337569652807,1.435262179062557e-308,2.823799477812771,3.359946534493587,1.6345048695593332,2.2360237113734964,1.3524560206658034,2.2281391551517498,0.973756220421512,1.1509360955250743,2.5353976452121403,1.269861435187491,2.176338233931922,2.354836368197936,1.7554090496214019,2.326069646420761,2.576502739154569,2.9340763473954867,2.4957588630805843,2.161682466561845
-1_-10_-10.csv,2.781475572093666,3.000373996494808,2.724287718231584,2.308895714305125,2.2539341732655114,2.6052772285951438,2.7316888614445025,1.8169583076520244,2.823799477812771,1.9701911187925277e-308,1.7734885079539424,1.9000865226118826,2.8543400669083967,2.071608995160659,1.793186626282587,2.2503741872429206,2.556582377624191,1.8455829536171535,1.5539380426252798,2.981309609594941,1.2025650659040945,2.505205678179343,2.911572376683133,1.8264691059538816,3.330098366417933,0.9093008365409396,2.8035893926098403
