,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv
topology_ad_carcinoma_2_clean.csv,1.470579555599585e-308,8.415174523007963,6.7172177714874834,6.717497866897496,8.65194286067305,8.147154953578223,7.244323989952058,25.892501078250362,9.560249417546771,16.404143982326403,9.057632091515778,8.63666355995965,11.46256992662584
topology_ad_carcinoma_10_clean.csv,8.415174523007963,5.289772993870876e-309,7.498110022644519,7.778889244221871,10.750579885763038,8.145856010002191,9.397903626265759,21.314267355977805,12.390212268752308,13.546323635885251,10.623474322074305,9.443390992963932,14.292532777831374
topology_ad_carcinoma_9_clean.csv,6.7172177714874834,7.498110022644519,5.884533903752505e-309,5.38489545983076,8.527154738781666,6.251057135890463,8.181059784797357,23.28246088883982,12.053123283716047,13.794103792915863,9.64552208813656,8.032526263726893,13.110631525629067
topology_ad_carcinoma_1_clean.csv,6.717497866897496,7.778889244221871,5.38489545983076,1.82589521162629e-308,8.076860933288547,6.772006131265897,8.018108219240421,24.517352255938032,10.238217832388692,15.028995160014077,9.478427782338926,9.39332532285222,12.14053834146776
topology_ad_carcinoma_8_clean.csv,8.65194286067305,10.750579885763038,8.527154738781666,8.076860933288547,1.8959514276505894e-308,13.308168687234001,9.459529844515808,31.05705220034355,8.9085398531859,21.56515771598218,10.504170080454887,7.325715097784344,9.773427635214919
topology_ad_carcinoma_4_clean.csv,8.147154953578223,8.145856010002191,6.251057135890463,6.772006131265897,13.308168687234001,1.5216291350820087e-308,7.024188476622399,25.31529526915332,13.270643801698348,14.873927573777323,8.38767565265891,12.000979794434897,15.172964310777415
topology_ad_carcinoma_12_clean.csv,7.244323989952058,9.397903626265759,8.181059784797357,8.018108219240421,9.459529844515808,7.024188476622399,1.1310639419725093e-308,24.80882478239979,9.382412791744562,14.169306354180847,9.415874843710391,8.356969281594417,11.238781758962459
topology_ad_carcinoma_15_clean.csv,25.892501078250362,21.314267355977805,23.28246088883982,24.517352255938032,31.05705220034355,25.31529526915332,24.80882478239979,1.188736559021984e-308,33.70447962473011,15.960206192922648,24.87534512259088,29.746325919107036,35.60680013380917
topology_ad_carcinoma_5_clean.csv,9.560249417546771,12.390212268752308,12.053123283716047,10.238217832388692,8.9085398531859,13.270643801698348,9.382412791744562,33.70447962473011,6.051111324239085e-309,18.75383012972243,8.908721693712643,7.601350960386796,8.173121081020517
topology_ad_carcinoma_11_clean.csv,16.404143982326403,13.546323635885251,13.794103792915863,15.028995160014077,21.56515771598218,14.873927573777323,14.169306354180847,15.960206192922648,18.75383012972243,1.370887801798103e-308,18.612187018589893,20.257968823183077,20.8297389438168
topology_ad_carcinoma_6_clean.csv,9.057632091515778,10.623474322074305,9.64552208813656,9.478427782338926,10.504170080454887,8.38767565265891,9.415874843710391,24.87534512259088,8.908721693712643,18.612187018589893,2.1004093722440985e-308,9.116357808958114,10.7314550112183
topology_ad_carcinoma_7_clean.csv,8.63666355995965,9.443390992963932,8.032526263726893,9.39332532285222,7.325715097784344,12.000979794434897,8.356969281594417,29.746325919107036,7.601350960386796,20.257968823183077,9.116357808958114,3.890950564700105e-309,8.400897208749882
topology_ad_carcinoma_13_clean.csv,11.46256992662584,14.292532777831374,13.110631525629067,12.14053834146776,9.773427635214919,15.172964310777415,11.238781758962459,35.60680013380917,8.173121081020517,20.8297389438168,10.7314550112183,8.400897208749882,5.24080076867312e-309
