3,B,117,84,0
3,B,118,84,0
3,B,119,84,0
3,B,120,84,0
3,B,121,84,0
4,B,122,84,0
4,B,123,84,0
4,B,124,84,0
4,B,125,84,0
3,B,116,85,0
3,B,117,85,0
3,B,118,85,0
3,B,119,85,0
3,B,120,85,0
3,B,121,85,0
4,B,122,85,0
4,B,123,85,0
4,B,124,85,0
4,B,125,85,0
4,B,126,85,0
4,B,127,85,0
6,A,132,85,0
6,A,133,85,0
6,A,134,85,0
3,B,115,86,0
3,B,116,86,0
3,B,117,86,0
3,B,118,86,0
3,B,119,86,0
3,B,120,86,0
3,B,121,86,0
4,B,122,86,0
4,B,123,86,0
4,B,124,86,0
4,B,125,86,0
4,B,126,86,0
4,B,127,86,0
5,A,130,86,0
5,A,131,86,0
5,A,132,86,0
6,A,133,86,0
6,A,134,86,0
6,A,135,86,0
6,A,136,86,0
1,B,99,87,0
1,B,100,87,0
1,B,101,87,0
1,B,102,87,0
1,B,103,87,0
3,B,115,87,0
3,B,116,87,0
3,B,117,87,0
3,B,118,87,0
3,B,119,87,0
3,B,120,87,0
3,B,121,87,0
4,B,122,87,0
4,B,123,87,0
4,B,124,87,0
4,B,125,87,0
4,B,126,87,0
4,B,127,87,0
4,B,128,87,0
5,A,130,87,0
6,A,131,87,0
6,A,132,87,0
6,A,133,87,0
6,A,134,87,0
6,A,135,87,0
6,A,136,87,0
6,A,137,87,0
14,B,142,87,0
14,B,143,87,0
14,B,144,87,0
14,B,145,87,0
7,B,146,87,0
7,B,147,87,0
7,B,148,87,0
7,B,149,87,0
7,B,150,87,0
1,B,97,88,0
1,B,98,88,0
1,B,99,88,0
1,B,100,88,0
1,B,101,88,0
1,B,102,88,0
1,B,103,88,0
1,B,104,88,0
1,B,105,88,0
3,B,115,88,0
3,B,116,88,0
3,B,117,88,0
3,B,118,88,0
3,B,119,88,0
3,B,120,88,0
3,B,121,88,0
3,B,122,88,0
4,B,123,88,0
4,B,124,88,0
4,B,125,88,0
4,B,126,88,0
4,B,127,88,0
4,B,128,88,0
5,A,129,88,0
5,A,130,88,0
5,A,131,88,0
6,A,132,88,0
6,A,133,88,0
6,A,134,88,0
6,A,135,88,0
6,A,136,88,0
6,A,137,88,0
14,B,140,88,0
14,B,141,88,0
14,B,142,88,0
14,B,143,88,0
14,B,144,88,0
14,B,145,88,0
7,B,146,88,0
7,B,147,88,0
7,B,148,88,0
7,B,149,88,0
7,B,150,88,0
7,B,151,88,0
7,B,152,88,0
1,B,96,89,0
1,B,97,89,0
1,B,98,89,0
1,B,99,89,0
1,B,100,89,0
1,B,101,89,0
1,B,102,89,0
1,B,103,89,0
1,B,104,89,0
1,B,105,89,0
1,B,106,89,0
10,B,114,89,0
10,B,115,89,0
3,B,116,89,0
3,B,117,89,0
3,B,118,89,0
3,B,119,89,0
3,B,120,89,0
3,B,121,89,0
3,B,122,89,0
4,B,123,89,0
4,B,124,89,0
4,B,125,89,0
4,B,126,89,0
4,B,127,89,0
4,B,128,89,0
5,A,129,89,0
6,A,130,89,0
6,A,131,89,0
6,A,132,89,0
6,A,133,89,0
6,A,134,89,0
6,A,135,89,0
6,A,136,89,0
6,A,137,89,0
14,B,139,89,0
14,B,140,89,0
14,B,141,89,0
14,B,142,89,0
14,B,143,89,0
14,B,144,89,0
14,B,145,89,0
14,B,146,89,0
7,B,147,89,0
7,B,148,89,0
7,B,149,89,0
7,B,150,89,0
7,B,151,89,0
7,B,152,89,0
8,B,96,90,0
8,B,97,90,0
1,B,98,90,0
1,B,99,90,0
1,B,100,90,0
1,B,101,90,0
1,B,102,90,0
1,B,103,90,0
1,B,104,90,0
1,B,105,90,0
1,B,106,90,0
2,A,111,90,0
10,B,114,90,0
10,B,115,90,0
10,B,116,90,0
10,B,117,90,0
10,B,118,90,0
3,B,119,90,0
3,B,120,90,0
3,B,121,90,0
3,B,122,90,0
11,B,123,90,0
11,B,124,90,0
4,B,125,90,0
4,B,126,90,0
4,B,127,90,0
4,B,128,90,0
5,A,129,90,0
5,A,130,90,0
6,A,131,90,0
6,A,132,90,0
6,A,133,90,0
6,A,134,90,0
6,A,135,90,0
6,A,136,90,0
6,A,137,90,0
13,B,138,90,0
13,B,139,90,0
13,B,140,90,0
14,B,141,90,0
14,B,142,90,0
14,B,143,90,0
14,B,144,90,0
14,B,145,90,0
14,B,146,90,0
7,B,147,90,0
7,B,148,90,0
7,B,149,90,0
7,B,150,90,0
7,B,151,90,0
7,B,152,90,0
7,B,153,90,0
8,B,96,91,0
8,B,97,91,0
1,B,98,91,0
8,B,99,91,0
8,B,100,91,0
8,B,101,91,0
1,B,102,91,0
1,B,103,91,0
1,B,104,91,0
1,B,105,91,0
1,B,106,91,0
2,A,109,91,0
2,A,110,91,0
2,A,111,91,0
10,B,114,91,0
10,B,115,91,0
10,B,116,91,0
10,B,117,91,0
10,B,118,91,0
3,B,119,91,0
11,B,120,91,0
3,B,121,91,0
11,B,122,91,0
11,B,123,91,0
11,B,124,91,0
11,B,125,91,0
4,B,126,91,0
4,B,127,91,0
4,B,128,91,0
5,A,129,91,0
5,A,130,91,0
5,A,131,91,0
6,A,132,91,0
6,A,133,91,0
5,A,134,91,0
6,A,135,91,0
6,A,136,91,0
13,B,137,91,0
13,B,138,91,0
13,B,139,91,0
13,B,140,91,0
14,B,141,91,0
14,B,142,91,0
14,B,143,91,0
14,B,144,91,0
14,B,145,91,0
14,B,146,91,0
14,B,147,91,0
7,B,148,91,0
7,B,149,91,0
7,B,150,91,0
7,B,151,91,0
7,B,152,91,0
7,B,153,91,0
7,B,154,91,0
8,B,96,92,0
