id,Tipo,X,Y,Z
96,1,0,0,0
96,1,1,0,0
96,1,2,0,0
96,1,3,0,0
96,1,4,0,0
96,1,5,0,0
96,1,6,0,0
96,1,7,0,0
96,1,8,0,0
0,0,9,0,0
49,1,10,0,0
49,1,11,0,0
0,0,12,0,0
0,0,13,0,0
0,0,14,0,0
49,1,15,0,0
0,0,16,0,0
0,0,17,0,0
12,1,18,0,0
12,1,19,0,0
12,1,20,0,0
12,1,21,0,0
12,1,22,0,0
12,1,23,0,0
12,1,24,0,0
12,1,25,0,0
12,1,26,0,0
0,0,27,0,0
74,2,28,0,0
74,2,29,0,0
74,2,30,0,0
74,2,31,0,0
74,2,32,0,0
74,2,33,0,0
74,2,34,0,0
74,2,35,0,0
74,2,36,0,0
74,2,37,0,0
74,2,38,0,0
74,2,39,0,0
74,2,40,0,0
74,2,41,0,0
74,2,42,0,0
74,2,43,0,0
74,2,44,0,0
104,2,45,0,0
104,2,46,0,0
104,2,47,0,0
104,2,48,0,0
104,2,49,0,0
104,2,50,0,0
104,2,51,0,0
32,2,52,0,0
32,2,53,0,0
32,2,54,0,0
32,2,55,0,0
32,2,56,0,0
32,2,57,0,0
32,2,58,0,0
32,2,59,0,0
0,0,60,0,0
15,1,61,0,0
15,1,62,0,0
15,1,63,0,0
15,1,64,0,0
15,1,65,0,0
15,1,66,0,0
15,1,67,0,0
15,1,68,0,0
15,1,69,0,0
15,1,70,0,0
0,0,71,0,0
0,0,72,0,0
0,0,73,0,0
2,1,74,0,0
2,1,75,0,0
2,1,76,0,0
2,1,77,0,0
2,1,78,0,0
2,1,79,0,0
2,1,80,0,0
2,1,81,0,0
0,0,82,0,0
2,1,83,0,0
0,0,84,0,0
0,0,85,0,0
5,1,86,0,0
5,1,87,0,0
5,1,88,0,0
5,1,89,0,0
5,1,90,0,0
5,1,91,0,0
5,1,92,0,0
5,1,93,0,0
5,1,94,0,0
0,0,95,0,0
20,2,96,0,0
20,2,97,0,0
20,2,98,0,0
7,2,99,0,0
7,2,100,0,0
7,2,101,0,0
7,2,102,0,0
7,2,103,0,0
7,2,104,0,0
7,2,105,0,0
7,2,106,0,0
7,2,107,0,0
7,2,108,0,0
7,2,109,0,0
7,2,110,0,0
7,2,111,0,0
64,2,112,0,0
64,2,113,0,0
64,2,114,0,0
64,2,115,0,0
64,2,116,0,0
64,2,117,0,0
0,0,118,0,0
0,0,119,0,0
0,0,120,0,0
9,1,121,0,0
9,1,122,0,0
9,1,123,0,0
9,1,124,0,0
9,1,125,0,0
9,1,126,0,0
9,1,127,0,0
9,1,128,0,0
9,1,129,0,0
9,1,130,0,0
0,0,131,0,0
0,0,132,0,0
10,1,133,0,0
10,1,134,0,0
10,1,135,0,0
10,1,136,0,0
10,1,137,0,0
10,1,138,0,0
10,1,139,0,0
10,1,140,0,0
10,1,141,0,0
10,1,142,0,0
10,1,143,0,0
0,0,144,0,0
27,1,145,0,0
27,1,146,0,0
27,1,147,0,0
27,1,148,0,0
27,1,149,0,0
27,1,150,0,0
0,0,151,0,0
47,1,152,0,0
47,1,153,0,0
47,1,154,0,0
47,1,155,0,0
47,1,156,0,0
47,1,157,0,0
47,1,158,0,0
47,1,159,0,0
47,1,160,0,0
47,1,161,0,0
0,0,162,0,0
46,1,163,0,0
46,1,164,0,0
46,1,165,0,0
46,1,166,0,0
46,1,167,0,0
0,0,168,0,0
28,1,169,0,0
28,1,170,0,0
28,1,171,0,0
28,1,172,0,0
28,1,173,0,0
28,1,174,0,0
28,1,175,0,0
0,0,176,0,0
0,0,177,0,0
69,1,178,0,0
69,1,179,0,0
69,1,180,0,0
69,1,181,0,0
69,1,182,0,0
69,1,183,0,0
69,1,184,0,0
69,1,185,0,0
0,0,186,0,0
151,1,187,0,0
151,1,188,0,0
151,1,189,0,0
151,1,190,0,0
151,1,191,0,0
151,1,192,0,0
151,1,193,0,0
151,1,194,0,0
151,1,195,0,0
151,1,196,0,0
151,1,197,0,0
151,1,198,0,0
151,1,199,0,0
96,1,0,1,0
96,1,1,1,0
96,1,2,1,0
96,1,3,1,0
96,1,4,1,0
96,1,5,1,0
96,1,6,1,0
96,1,7,1,0
0,0,8,1,0
0,0,9,1,0
0,0,10,1,0
49,1,11,1,0
0,0,12,1,0
0,0,13,1,0
0,0,14,1,0
49,1,15,1,0
0,0,16,1,0
12,1,17,1,0
12,1,18,1,0
12,1,19,1,0
12,1,20,1,0
12,1,21,1,0
12,1,22,1,0
12,1,23,1,0
12,1,24,1,0
12,1,25,1,0
12,1,26,1,0
0,0,27,1,0
74,2,28,1,0
74,2,29,1,0
74,2,30,1,0
182,2,31,1,0
74,2,32,1,0
74,2,33,1,0
74,2,34,1,0
74,2,35,1,0
74,2,36,1,0
74,2,37,1,0
74,2,38,1,0
74,2,39,1,0
74,2,40,1,0
74,2,41,1,0
74,2,42,1,0
74,2,43,1,0
74,2,44,1,0
104,2,45,1,0
104,2,46,1,0
4,2,47,1,0
4,2,48,1,0
4,2,49,1,0
104,2,50,1,0
104,2,51,1,0
32,2,52,1,0
104,2,53,1,0
32,2,54,1,0
32,2,55,1,0
32,2,56,1,0
104,2,57,1,0
32,2,58,1,0
32,2,59,1,0
0,0,60,1,0
0,0,61,1,0
15,1,62,1,0
15,1,63,1,0
15,1,64,1,0
15,1,65,1,0
15,1,66,1,0
15,1,67,1,0
15,1,68,1,0
15,1,69,1,0
15,1,70,1,0
15,1,71,1,0
0,0,72,1,0
0,0,73,1,0
0,0,74,1,0
2,1,75,1,0
2,1,76,1,0
2,1,77,1,0
2,1,78,1,0
2,1,79,1,0
2,1,80,1,0
2,1,81,1,0
2,1,82,1,0
2,1,83,1,0
0,0,84,1,0
5,1,85,1,0
5,1,86,1,0
5,1,87,1,0
5,1,88,1,0
5,1,89,1,0
5,1,90,1,0
5,1,91,1,0
5,1,92,1,0
5,1,93,1,0
5,1,94,1,0
0,0,95,1,0
20,2,96,1,0
20,2,97,1,0
7,2,98,1,0
7,2,99,1,0
7,2,100,1,0
7,2,101,1,0
7,2,102,1,0
7,2,103,1,0
7,2,104,1,0
7,2,105,1,0
11,2,106,1,0
11,2,107,1,0
11,2,108,1,0
7,2,109,1,0
7,2,110,1,0
7,2,111,1,0
64,2,112,1,0
64,2,113,1,0
64,2,114,1,0
64,2,115,1,0
64,2,116,1,0
64,2,117,1,0
64,2,118,1,0
64,2,119,1,0
0,0,120,1,0
0,0,121,1,0
9,1,122,1,0
0,0,123,1,0
9,1,124,1,0
9,1,125,1,0
9,1,126,1,0
9,1,127,1,0
9,1,128,1,0
0,0,129,1,0
9,1,130,1,0
0,0,131,1,0
0,0,132,1,0
0,0,133,1,0
10,1,134,1,0
10,1,135,1,0
10,1,136,1,0
10,1,137,1,0
10,1,138,1,0
10,1,139,1,0
10,1,140,1,0
10,1,141,1,0
10,1,142,1,0
10,1,143,1,0
0,0,144,1,0
27,1,145,1,0
27,1,146,1,0
27,1,147,1,0
27,1,148,1,0
27,1,149,1,0
27,1,150,1,0
0,0,151,1,0
0,0,152,1,0
0,0,153,1,0
0,0,154,1,0
0,0,155,1,0
47,1,156,1,0
47,1,157,1,0
47,1,158,1,0
47,1,159,1,0
47,1,160,1,0
0,0,161,1,0
0,0,162,1,0
0,0,163,1,0
46,1,164,1,0
46,1,165,1,0
0,0,166,1,0
0,0,167,1,0
0,0,168,1,0
28,1,169,1,0
28,1,170,1,0
28,1,171,1,0
28,1,172,1,0
28,1,173,1,0
28,1,174,1,0
28,1,175,1,0
0,0,176,1,0
69,1,177,1,0
69,1,178,1,0
69,1,179,1,0
69,1,180,1,0
69,1,181,1,0
69,1,182,1,0
69,1,183,1,0
69,1,184,1,0
69,1,185,1,0
0,0,186,1,0
151,1,187,1,0
151,1,188,1,0
151,1,189,1,0
151,1,190,1,0
151,1,191,1,0
151,1,192,1,0
151,1,193,1,0
151,1,194,1,0
151,1,195,1,0
0,0,196,1,0
0,0,197,1,0
0,0,198,1,0
0,0,199,1,0
96,1,0,2,0
96,1,1,2,0
96,1,2,2,0
96,1,3,2,0
96,1,4,2,0
96,1,5,2,0
96,1,6,2,0
96,1,7,2,0
0,0,8,2,0
0,0,9,2,0
0,0,10,2,0
49,1,11,2,0
0,0,12,2,0
0,0,13,2,0
0,0,14,2,0
49,1,15,2,0
0,0,16,2,0
12,1,17,2,0
12,1,18,2,0
12,1,19,2,0
12,1,20,2,0
12,1,21,2,0
12,1,22,2,0
0,0,23,2,0
0,0,24,2,0
0,0,25,2,0
0,0,26,2,0
0,0,27,2,0
74,2,28,2,0
74,2,29,2,0
74,2,30,2,0
182,2,31,2,0
182,2,32,2,0
182,2,33,2,0
4,2,34,2,0
74,2,35,2,0
74,2,36,2,0
74,2,37,2,0
4,2,38,2,0
4,2,39,2,0
74,2,40,2,0
74,2,41,2,0
74,2,42,2,0
74,2,43,2,0
74,2,44,2,0
4,2,45,2,0
104,2,46,2,0
104,2,47,2,0
4,2,48,2,0
4,2,49,2,0
4,2,50,2,0
104,2,51,2,0
104,2,52,2,0
104,2,53,2,0
104,2,54,2,0
104,2,55,2,0
104,2,56,2,0
104,2,57,2,0
32,2,58,2,0
32,2,59,2,0
32,2,60,2,0
0,0,61,2,0
15,1,62,2,0
15,1,63,2,0
15,1,64,2,0
15,1,65,2,0
15,1,66,2,0
15,1,67,2,0
15,1,68,2,0
15,1,69,2,0
15,1,70,2,0
0,0,71,2,0
0,0,72,2,0
0,0,73,2,0
0,0,74,2,0
2,1,75,2,0
2,1,76,2,0
2,1,77,2,0
2,1,78,2,0
2,1,79,2,0
2,1,80,2,0
2,1,81,2,0
2,1,82,2,0
0,0,83,2,0
0,0,84,2,0
0,0,85,2,0
5,1,86,2,0
5,1,87,2,0
5,1,88,2,0
5,1,89,2,0
5,1,90,2,0
5,1,91,2,0
5,1,92,2,0
5,1,93,2,0
5,1,94,2,0
0,0,95,2,0
0,0,96,2,0
20,2,97,2,0
7,2,98,2,0
7,2,99,2,0
20,2,100,2,0
7,2,101,2,0
7,2,102,2,0
7,2,103,2,0
7,2,104,2,0
7,2,105,2,0
7,2,106,2,0
11,2,107,2,0
11,2,108,2,0
7,2,109,2,0
7,2,110,2,0
64,2,111,2,0
64,2,112,2,0
64,2,113,2,0
64,2,114,2,0
64,2,115,2,0
64,2,116,2,0
64,2,117,2,0
64,2,118,2,0
64,2,119,2,0
64,2,120,2,0
0,0,121,2,0
9,1,122,2,0
9,1,123,2,0
9,1,124,2,0
9,1,125,2,0
0,0,126,2,0
0,0,127,2,0
0,0,128,2,0
0,0,129,2,0
9,1,130,2,0
0,0,131,2,0
10,1,132,2,0
10,1,133,2,0
10,1,134,2,0
10,1,135,2,0
10,1,136,2,0
10,1,137,2,0
10,1,138,2,0
10,1,139,2,0
10,1,140,2,0
10,1,141,2,0
10,1,142,2,0
10,1,143,2,0
0,0,144,2,0
27,1,145,2,0
27,1,146,2,0
27,1,147,2,0
27,1,148,2,0
27,1,149,2,0
27,1,150,2,0
27,1,151,2,0
27,1,152,2,0
0,0,153,2,0
0,0,154,2,0
0,0,155,2,0
47,1,156,2,0
47,1,157,2,0
47,1,158,2,0
0,0,159,2,0
0,0,160,2,0
0,0,161,2,0
0,0,162,2,0
0,0,163,2,0
46,1,164,2,0
0,0,165,2,0
0,0,166,2,0
0,0,167,2,0
0,0,168,2,0
28,1,169,2,0
28,1,170,2,0
0,0,171,2,0
0,0,172,2,0
28,1,173,2,0
0,0,174,2,0
0,0,175,2,0
0,0,176,2,0
69,1,177,2,0
69,1,178,2,0
69,1,179,2,0
69,1,180,2,0
69,1,181,2,0
69,1,182,2,0
69,1,183,2,0
69,1,184,2,0
69,1,185,2,0
0,0,186,2,0
0,0,187,2,0
151,1,188,2,0
0,0,189,2,0
151,1,190,2,0
151,1,191,2,0
151,1,192,2,0
151,1,193,2,0
151,1,194,2,0
151,1,195,2,0
0,0,196,2,0
0,0,197,2,0
0,0,198,2,0
0,0,199,2,0
96,1,0,3,0
96,1,1,3,0
96,1,2,3,0
