CellID,X_centroid,Y_centroid,phenotype
4,29781.24706867672,7336.221943048577,tumor cells
628,29611.88034717917,6827.404835709857,Ki67+ tumor cells 
2281,29496.615384615383,6197.489130434783,Ki67+ tumor cells 
2691,28573.037922506184,7394.220939818631,Ki67+ tumor cells 
2983,29431.990539262064,6394.711447492905,tumor cells
5339,29343.58406432749,7751.329678362573,Ki67+ tumor cells 
5782,29503.721715328466,6419.436131386861,Ki67+ tumor cells 
5880,28737.98647734956,7088.563218390805,Ki67+ tumor cells 
5949,29494.40076579451,7234.486279514997,Ki67+ tumor cells 
9146,28717.91205673759,7849.874468085106,Ki67+ tumor cells 
10643,28711.780421481984,7801.49694085656,Unknown
11175,28663.28735632184,6448.94670846395,Ki67+ tumor cells 
11768,28591.27108433735,7862.174698795181,Ki67+ tumor cells 
13795,28602.53701968135,6910.746954076851,Ki67+ tumor cells 
14534,28531.992727272725,6698.58,tumor cells
16164,29694.64779874214,6526.53962264151,M1/M0 macrophages
18811,29322.79644128113,6093.016370106761,Ki67+ tumor cells 
19111,29749.119565217392,7683.428260869565,tumor cells
20998,29298.35024875622,6068.397014925373,tumor cells
22840,28742.45661605206,6893.1247288503255,Ki67+ tumor cells 
23482,29472.314479638007,6575.502262443439,effector CD8+ T cells
26942,29545.813696612666,6441.992636229749,tumor cells
27741,29372.666666666668,7993.819892473119,Unknown
30456,28909.70853080569,7323.950236966824,tumor cells
30861,28733.33282208589,7144.049079754601,tumor cells
30946,28813.00250941029,7743.150564617315,tumor cells
31926,28938.30701754386,7503.263157894737,tumor cells
33280,28706.15870967742,7535.105161290323,Ki67+ tumor cells 
33461,28679.65696465697,6803.247401247401,Ki67+ tumor cells 
35098,28598.918103448275,7362.504310344828,tumor cells
35802,28647.85816876122,8112.648114901257,effector CD8+ T cells
36036,28547.545864661653,7278.896240601503,Unknown
38425,28781.244671781755,6898.170502983802,Ki67+ tumor cells 
39099,29422.19896640827,7570.494832041343,tumor cells
40956,29259.18565135305,8070.531151667716,Ki67+ tumor cells 
41257,28512.860396039603,6855.876237623763,Unknown
42259,29628.586898395723,7403.525401069519,tumor cells
43714,28637.225,7305.8422413793105,Unknown
44692,29511.727034120733,6332.614173228347,memory CD8+ T cells
45917,29001.258536585367,7488.165853658536,tumor cells
46178,29303.73048600884,6155.550810014727,Ki67+ tumor cells 
46629,28596.82183908046,7823.659003831418,Ki67+ tumor cells 
46775,29034.67593480345,8025.508149568553,tumor cells
47381,29115.4795640327,7504.529972752043,Ki67+ tumor cells 
47445,29167.49837837838,7213.650810810811,tumor cells
47710,29745.43721633888,7389.999243570348,Ki67+ tumor cells 
48500,29400.16315789473,8321.831578947369,memory CD8+ T cells
49490,29705.322265625,7337.0361328125,Ki67+ tumor cells 
51300,29349.83830845771,6118.485074626866,Ki67+ tumor cells 
53098,29631.82634032634,6701.871794871795,M2 macrophages
56091,29426.80378250591,7777.646572104019,Ki67+ tumor cells 
56502,28685.713855421687,7244.817269076305,Unknown
59300,29283.180194805194,6177.98538961039,Ki67+ tumor cells 
60036,28943.376,8296.7,Unknown
64577,28805.25690607735,7566.67955801105,regulatory T cells
64680,29437.50980392157,6607.850980392157,M2 macrophages
64739,28513.516795865635,7819.131782945737,Ki67+ tumor cells 
65470,29124.31871345029,7259.915204678363,tumor cells
67308,29133.90502793296,7963.13687150838,stromal cells
68963,28755.74595842956,7122.250577367206,Unknown
69876,28787.14518760196,7105.775693311583,Unknown
70067,28832.03490759753,6575.287474332649,tumor cells
70324,28665.693208430912,7836.760343481655,tumor cells
71115,28715.748663101604,7016.483957219251,effector CD8+ T cells
71711,29315.85164394547,7821.118684843625,Unknown
74151,28635.14172335601,6947.206349206349,Unknown
74560,28635.17543859649,7609.791666666667,NK
74777,29563.42718446601,7376.126213592233,effector CD8+ T cells
76573,28720.96,6416.133846153846,Ki67+ tumor cells 
77752,29390.38670694864,7109.359516616314,tumor cells
78198,29610.54205607477,7547.613707165109,M1/M0 macrophages
79569,29547.38348082596,7319.823008849557,regulatory T cells
84118,28536.03886397608,6824.3109118086695,Ki67+ tumor cells 
86033,29604.898630136988,6476.383561643836,memory CD8+ T cells
87452,28943.200435729847,7136.411764705882,M1/M0 macrophages
90111,29738.09375,7064.698863636364,tumor cells
90376,29593.261834319528,7868.05325443787,Ki67+ tumor cells 
91000,28694.35602678572,6948.529017857143,tumor cells
91371,29726.26272577997,7030.665024630542,Ki67+ tumor cells 
91855,29253.777653631285,6201.324022346369,tumor cells
91909,28723.930830039524,6516.590909090909,tumor cells
92060,28910.4126778784,6610.835705045278,tumor cells
93024,29156.270103092786,6007.031958762887,tumor cells
93343,28748.66448445172,6429.973813420622,Ki67+ tumor cells 
95074,29136.582938388627,6464.587677725119,neutrophils
96802,28858.43912448701,7449.18878248974,Ki67+ tumor cells 
97357,29421.84388185654,6760.679324894515,neutrophils
99513,29130.604255319147,6790.2851063829785,memory CD4+ T cells
99866,29071.516883116885,7267.077922077922,tumor cells
103450,28931.880866425992,8001.310469314079,NK
103533,28754.96889580093,7190.541213063763,tumor cells
104529,29210.511784511786,6102.1750841750845,tumor cells
104639,28883.819491525424,6440.559322033899,tumor cells
104665,29284.84953271028,8028.610280373832,Unknown
104847,28796.07328605201,6277.251773049646,Ki67+ tumor cells 
106788,28570.297581493163,7342.821240799159,tumor cells
107027,29335.819614711032,7637.530647985989,tumor cells
107670,29734.978281397543,7356.308781869689,Ki67+ tumor cells 
107764,29298.207951070337,6250.660550458716,neutrophils
109947,28948.0,8382.336448598131,memory CD8+ T cells
