CellID,X_centroid,Y_centroid,phenotype
18,16486.95894,9365.171498,tumor cells
37,15374.01905,8094.550794,tumor cells
107,16961.31557,9550.714286,M1 type macrophage
121,15354.03443,8168.679641,M1 type macrophage
168,15553.71028,7707.269159,tumor cells
499,15593.00189,7772.471698,tumor cells
518,14918.6679,7304.050093,tumor cells
597,16470.24816,9393.058968,CD4 T cells
675,15068.12903,7803.623656,M1 type macrophage
688,15208.15779,8088.463115,M1 type macrophage
704,16446.006,8587.674,tumor cells
785,15241.23529,8153.95098,tumor cells
816,16789.99083,9615.855505,M1 type macrophage
844,17005.68961,9753.445225,tumor cells
888,16829.22286,9539.742857,M1 type macrophage
928,15366.52505,7553.104208,tumor cells
952,16205.26535,8753.27193,M1 type macrophage
988,15205.85769,8137.314991,tumor cells
1050,15171.29412,7998.300654,M1 type macrophage
1196,16404.73055,9022.110057,tumor cells
1205,15180.67033,8144.587912,tumor cells
1291,15803.51373,8080.068627,M1 type macrophage
1302,15117.40848,7810.475915,M1 type macrophage
1568,15969.91111,8322.95,M1 type macrophage
1592,16723.03646,9578.119792,M1 type macrophage
1594,16951.17572,9412.207668,tumor cells
1693,15074.38318,7684.507009,M1 type macrophage
1718,15476.52297,7580.0053,tumor cells
1721,16021.96933,8424.153374,tumor cells
1744,15840.3153,7977.95709,tumor cells
1777,15155.28451,8093.8,tumor cells
1881,15676.11509,7951.928389,tumor cells
2163,15787.81495,8482.396797,tumor cells
2447,15127.7699,7991.641869,CD8 T cells
2453,16917.19014,9652.213028,M1 type macrophage
2477,15436.51487,8196.647887,tumor cells
2523,15461.08955,8289.940299,tumor cells
2577,16337.38949,8627.228748,tumor cells
2581,15449.84524,7960.77381,tumor cells
2675,17224.80992,9793.270661,M1 type macrophage
2818,16511.50735,9336.281863,tumor cells
2820,14912.70998,7849.570766,M1 type macrophage
2824,15395.1555,7590.763158,tumor cells
2854,16768.21519,9646.99789,M1 type macrophage
3115,17326.09145,9943.586481,M1 type macrophage
3131,15838.39459,8480.356757,tumor cells
3136,15777.85271,8056.919897,M1 type macrophage
3476,15930.16435,8159.981481,tumor cells
3507,15078.43621,7352.954733,tumor cells
3520,16870.60664,9410.654028,tumor cells
3575,15691.94757,8211.046602,M2 type macrophage
3646,16949.20843,9206.385809,tumor cells
3702,15208.30263,8006.992105,tumor cells
3755,14837.68785,7675.757009,M1 type macrophage
3885,15580.95643,7743.62963,M1 type macrophage
4012,16207.01014,8954.577703,CD4 T cells
4019,15110.06813,7960.038929,tumor cells
4157,16578.34236,9076.078818,tumor cells
4234,17365.12371,10277.24948,CD8 T cells
4308,15127.40252,8126.1174,tumor cells
4460,15636.73225,8084.283976,tumor cells
4634,14962.84919,7806.64632,M1 type macrophage
4803,14838.6262,7786.536741,M1 type macrophage
4924,15352.58235,8067.067647,tumor cells
4962,15652.50123,8185.990172,tumor cells
5208,16849.83299,9736.484536,M1 type macrophage
5298,17374.95088,10017.6444,M2 type macrophage
5418,14805.26793,7801.118143,M1 type macrophage
5499,17262.67647,9557.933824,M1 type macrophage
5583,14779.57267,7590.472885,M1 type macrophage
6054,15672.85496,8150.526718,tumor cells
6061,15805.18182,8395.140496,tumor cells
6152,17217.08333,9411.764286,M1 type macrophage
6179,15766.86545,7980.634551,tumor cells
6184,14999.31563,7846.849558,CD4 T cells
6346,17030.68303,9914.202454,M1 type macrophage
6439,15722.72431,8122.478697,tumor cells
6567,15271.59192,8086.224242,M1 type macrophage
6774,14924.84923,7458.846154,CD8 T cells
6807,14936.59836,7642.661202,M1 type macrophage
6821,15688.08219,8179.117417,M1 type macrophage
6859,15912.3049,8019.098004,tumor cells
7048,15465.03132,8183.577181,tumor cells
7062,14975.0034,7974.840136,CD8 T cells
7093,16411.1547,8467.649171,tumor cells
7156,15001.19458,7870.640394,M1 type macrophage
7260,15617.50839,8109.961631,tumor cells
7267,17111.86811,9782.993322,M1 type macrophage
7281,16477.79371,9115.384615,CD4 T cells
7653,17188.70718,10169.66114,CD4 T cells
7889,15235.75686,7974.473492,M1 type macrophage
7891,15820.83482,8465.116071,tumor cells
7967,16647.16667,9335.429167,tumor cells
8006,15446.93893,7707.635496,M1 type macrophage
8293,16714.04361,9559.003115,M1 type macrophage
8313,15180.03542,8109.102083,tumor cells
8343,15934.39948,8516.707572,tumor cells
8489,17213.64857,10020.55143,CD8 T cells
8603,15805.13672,8302.958984,M1 type macrophage
8796,16678.82008,8866.179916,tumor cells
8832,14987.17876,7522.84456,tumor cells
8858,16205.26997,8437.37741,tumor cells
8929,15879.34852,8098.817768,tumor cells
9000,17512.59448,9998.995754,M2 type macrophage
9102,16703.45745,8830.53617,tumor cells
9135,15332.16092,8046.659004,tumor cells
9169,16367.84069,8740.75048,tumor cells
9214,15680.4125,7914,tumor cells
9251,16404.90625,8793.080078,tumor cells
9594,17160,9542.956897,M1 type macrophage
9685,15444.82222,7579.866667,tumor cells
9733,14886.56497,7285.103578,tumor cells
9742,17361.5013,9954.667532,M1 type macrophage
9785,14714.60317,7896.206349,M2 type macrophage
9827,17222.22523,9731.322072,M1 type macrophage
9846,16439.28381,8631.965714,tumor cells
9941,16661.8267,9018.210773,tumor cells
9982,16319.54149,8801.533195,M1 type macrophage
10080,16910.63746,9909.453172,CD8 T cells
10401,17330.01994,9801.219373,M2 type macrophage
10451,15732.74074,8169.780627,tumor cells
10488,14801.73478,7382.017391,CD4 T cells
10805,15005.75875,7655.815175,M1 type macrophage
10806,15081.93673,7994.618367,tumor cells
10824,16289.16338,8839.59605,tumor cells
10854,15865.865,8475.275,tumor cells
10921,15594.64286,8082.848837,M1 type macrophage
