,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,0.0,4684.1822134728245,688.5172930772262,2920.199621422989,1994.6774249708576,5346.380313910711,3305.5509369255137,6777.730013074077,1778.0405654335743,3649.920468630529,7632.491216291202,8705.982652631184,3236.5821606944196,5431.314695761813,985.8190950567844,1224.9756913492902,8653.816370358414,5264.762685853996,5179.001540154173
topology_dysplasia_5_clean.csv,4684.1822134728245,0.0,4302.733335285577,2222.098862921083,3593.7435555097586,2296.411082046268,1759.9217568014976,2555.581846104021,3247.904570393525,2968.4103562124105,4401.752688555878,4643.839512175257,2056.390779954561,2235.690818851673,5445.033187755323,3816.4487865217384,4451.288942784836,2883.2780312132472,3777.42229628194
topology_dysplasia_14_clean.csv,688.5172930772262,4302.733335285577,0.0,2560.9240059947765,1763.5938350389333,4977.243057041538,2934.207935020613,6387.292194681168,1515.9248014368911,3321.541020971962,7246.953898730477,8315.822689020955,2958.8460090154804,5041.5426677303285,1333.5272926965195,1032.6624249140941,8258.750016920949,4890.894749689384,4801.59718941242
topology_dysplasia_13_clean.csv,2920.199621422989,2222.098862921083,2560.9240059947765,0.0,2331.4875422286846,3014.8605274928027,1292.0922672417248,4101.098013062266,1757.192491472842,2297.816316081903,4937.909911898277,6043.21879007945,1606.5574727146188,2999.5335080467053,3665.5895265419476,2116.736094785285,6097.346079568443,3074.11882614853,3560.141114375736
topology_dysplasia_17_clean.csv,1994.6774249708576,3593.7435555097586,1763.5938350389333,2331.4875422286846,0.0,3909.576083632238,2738.695271867836,5174.329372570852,2068.0390178638445,2099.370257226996,5972.558867545355,7064.9777490835695,3487.292172774563,4272.546325868667,2537.49939760021,1720.6821360134056,7132.839259476008,3719.605362613858,3556.7716290934413
topology_dysplasia_10_clean.csv,5346.380313910711,2296.411082046268,4977.243057041538,3014.8605274928027,3909.576083632238,0.0,2607.3448609737275,3262.3298677340345,4035.8270799173038,3027.711018543612,5434.009566720687,5117.009400265954,3225.0288390591522,3688.908811055262,6084.19049911215,4453.179216979112,5595.848516157635,3718.5775061090576,4187.329679719636
topology_dysplasia_11_clean.csv,3305.5509369255137,1759.9217568014976,2934.207935020613,1292.0922672417248,2738.695271867836,2607.3448609737275,0.0,3713.8177115705807,1923.3802595409127,2492.5319781529565,4999.016284685816,5638.181951649063,1579.422829717164,2542.7114252788656,4038.4723148834773,2467.6933628839165,5564.302696581546,3013.8781639887034,3672.7931444711035
topology_dysplasia_7_clean.csv,6777.730013074077,2555.581846104021,6387.292194681168,4101.098013062266,5174.329372570852,3262.3298677340345,3713.8177115705807,0.0,5321.807636590165,3467.1175896416953,2672.2302913195317,2666.8877339488067,4140.265871372262,2344.1675735554118,7527.695505347318,5868.5522062024065,3061.775138376365,2146.4226899353635,2772.62904738781
topology_dysplasia_19_clean.csv,1778.0405654335743,3247.904570393525,1515.9248014368911,1757.192491472842,2068.0390178638445,4035.8270799173038,1923.3802595409127,5321.807636590165,0.0,2620.40389218595,6178.659660777202,7246.501231141032,2133.4940322595207,3962.468225415456,2508.935861440376,1624.3445556125498,7176.452777357687,3826.7460393657425,3904.297432851535
topology_dysplasia_8_clean.csv,3649.920468630529,2968.4103562124105,3321.541020971962,2297.816316081903,2099.370257226996,3027.711018543612,2492.5319781529565,3467.1175896416953,2620.40389218595,0.0,4177.180063023749,5329.985645769943,3479.6450339015832,3084.0378343872358,4390.966320192239,2942.033980132748,5531.373086163516,2194.3361054234165,1891.8281208423175
topology_dysplasia_2_clean.csv,7632.491216291202,4401.752688555878,7246.953898730477,4937.909911898277,5972.558867545355,5434.009566720687,4999.016284685816,2672.2302913195317,6178.659660777202,4177.180063023749,0.0,3024.7264586186993,5501.591327514754,3042.0492856737096,8385.115510926064,6757.890981438,3471.020792792874,2801.295776425248,2989.565139428382
topology_dysplasia_9_clean.csv,8705.982652631184,4643.839512175257,8315.822689020955,6043.21879007945,7064.9777490835695,5117.009400265954,5638.181951649063,2666.8877339488067,7246.501231141032,5329.985645769943,3024.7264586186993,0.0,6094.4394578704205,3623.5367851984975,9459.671793422516,7793.696264257626,1952.2897451409858,3713.271170586293,4081.733110009529
topology_dysplasia_12_clean.csv,3236.5821606944196,2056.390779954561,2958.8460090154804,1606.5574727146188,3487.292172774563,3225.0288390591522,1579.422829717164,4140.265871372262,2133.4940322595207,3479.6450339015832,5501.591327514754,6094.4394578704205,0.0,3256.9864019250517,4021.9547762328607,2658.427667499466,5974.857283934818,3958.7524150221443,4666.228491935543
topology_dysplasia_1_clean.csv,5431.314695761813,2235.690818851673,5041.5426677303285,2999.5335080467053,4272.546325868667,3688.908811055262,2542.7114252788656,2344.1675735554118,3962.468225415456,3084.0378343872358,3042.0492856737096,3623.5367851984975,3256.9864019250517,0.0,6167.035642065804,4547.061218644615,3531.634788504493,1888.412289498966,3192.6175878861204
topology_dysplasia_16_clean.csv,985.8190950567844,5445.033187755323,1333.5272926965195,3665.5895265419476,2537.49939760021,6084.19049911215,4038.4723148834773,7527.695505347318,2508.935861440376,4390.966320192239,8385.115510926064,9459.671793422516,4021.9547762328607,6167.035642065804,0.0,1822.259689441454,9399.22709535711,6000.53976810071,5918.002332529421
topology_dysplasia_15_clean.csv,1224.9756913492902,3816.4487865217384,1032.6624249140941,2116.736094785285,1720.6821360134056,4453.179216979112,2467.6933628839165,5868.5522062024065,1624.3445556125498,2942.033980132748,6757.890981438,7793.696264257626,2658.427667499466,4547.061218644615,1822.259689441454,0.0,7768.839791308821,4356.916340652148,4453.7845153707785
topology_dysplasia_4_clean.csv,8653.816370358414,4451.288942784836,8258.750016920949,6097.346079568443,7132.839259476008,5595.848516157635,5564.302696581546,3061.775138376365,7176.452777357687,5531.373086163516,3471.020792792874,1952.2897451409858,5974.857283934818,3531.634788504493,9399.22709535711,7768.839791308821,0.0,3799.571508467444,4559.132788135921
topology_dysplasia_3_clean.csv,5264.762685853996,2883.2780312132472,4890.894749689384,3074.11882614853,3719.605362613858,3718.5775061090576,3013.8781639887034,2146.4226899353635,3826.7460393657425,2194.3361054234165,2801.295776425248,3713.271170586293,3958.7524150221443,1888.412289498966,6000.53976810071,4356.916340652148,3799.571508467444,0.0,1781.4115349655124
topology_dysplasia_6_clean.csv,5179.001540154173,3777.42229628194,4801.59718941242,3560.141114375736,3556.7716290934413,4187.329679719636,3672.7931444711035,2772.62904738781,3904.297432851535,1891.8281208423175,2989.565139428382,4081.733110009529,4666.228491935543,3192.6175878861204,5918.002332529421,4453.7845153707785,4559.132788135921,1781.4115349655124,0.0
