,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,0.0,23776.45181222425,2676.627579177308,14340.331845016255,11643.186834806946,22994.007829703216,16367.488045402592,36514.41908288276,8148.972335205201,21058.99685638881,45510.89517043725,53041.25035956231,13597.831480523686,30395.296452688523,5439.819087214386,3943.8818468853347,48903.025753108835,31329.763683797184,30665.350102292716
topology_dysplasia_5_clean.csv,23776.45181222425,0.0,21262.139151664265,9534.565207219133,12612.193689991254,1651.9832221957454,7453.322203055611,12826.655354039025,15836.79266120576,4602.749296439091,22061.953049303316,29306.128398357316,10514.62651744214,6881.19157538471,29181.224659450272,20213.681251629016,25378.192263544992,8168.888872675891,8947.471815721949
topology_dysplasia_14_clean.csv,2676.627579177308,21262.139151664265,0.0,11826.13041543163,9054.698750699146,20481.588017095757,13856.143139888809,34001.045989102524,5902.5035030450235,18524.908631455215,42995.47254187455,50528.20452737877,11090.797218837279,27882.377215846715,7950.818075498256,1404.9033330361904,46391.79765440736,28817.8099724292,28143.41163891969
topology_dysplasia_13_clean.csv,14340.331845016255,9534.565207219133,11826.13041543163,0.0,3436.639126811299,8774.07728943903,3487.1933648698728,22212.006550220303,7953.535993126563,7239.965698921109,31208.94378762081,38736.514258035924,4127.323431167691,16348.275779116379,19740.862804063734,10776.757923092278,34859.87317542222,17169.94192750863,16582.65167628043
topology_dysplasia_17_clean.csv,11643.186834806946,12612.193689991254,9054.698750699146,3436.639126811299,0.0,11826.745220472118,5493.445438265274,25334.24362978662,7189.219083424711,9866.229752130765,34327.63183471134,41859.662431417375,4733.13132329958,19221.544378354538,16608.75434938024,7865.427624465115,37726.12046630187,20152.968775280595,19479.211302164877
topology_dysplasia_10_clean.csv,22994.007829703216,1651.9832221957454,20481.588017095757,8774.07728943903,11826.745220472118,0.0,6688.051191425971,13577.350364286202,15007.07382145335,3230.1669302285723,22613.954201318866,30085.4559605981,10169.410838728716,7788.238980170954,28400.082978633498,19429.284003617606,26153.364025394534,8688.893084673797,8838.735862180327
topology_dysplasia_11_clean.csv,16367.488045402592,7453.322203055611,13856.143139888809,3487.1933648698728,5493.445438265274,6688.051191425971,0.0,20174.48097804206,9023.785048499982,6126.739658128854,29173.544696464694,36697.35275279316,4795.706449474088,14077.074034866591,21767.8096828199,12817.480117421646,32588.4157183248,15008.269163158368,14602.33141941118
topology_dysplasia_7_clean.csv,36514.41908288276,12826.655354039025,34001.045989102524,22212.006550220303,25334.24362978662,13577.350364286202,20174.48097804206,0.0,28428.61196291929,15518.71442730106,10337.284610035147,16660.8358385694,23046.461945293406,7125.305190800802,41921.784479392474,32946.79361610955,14007.106551338162,5302.326141505295,5955.042087904328
topology_dysplasia_19_clean.csv,8148.972335205201,15836.79266120576,5902.5035030450235,7953.535993126563,7189.219083424711,15007.07382145335,9023.785048499982,28428.61196291929,0.0,14714.407950298953,37528.694152341064,44935.43303387078,5610.020091072706,22366.831456707998,13548.203082694854,5395.7997781229,40839.97151052677,23572.23024520457,23588.32181816773
topology_dysplasia_8_clean.csv,21058.99685638881,4602.749296439091,18524.908631455215,7239.965698921109,9866.229752130765,3230.1669302285723,6126.739658128854,15518.71442730106,14714.407950298953,0.0,24499.882666199715,32036.29548026172,10259.402984749026,10434.503657053632,26447.581869227364,17522.24697840301,28361.73629731906,10712.285272012345,9728.347964259548
topology_dysplasia_2_clean.csv,45510.89517043725,22061.953049303316,42995.47254187455,31208.94378762081,34327.63183471134,22613.954201318866,29173.544696464694,10337.284610035147,37528.694152341064,24499.882666199715,0.0,12829.044480984241,32250.555056264235,17145.89909973905,50917.10123495921,41943.86711068281,15063.63831808069,14487.945439050562,14910.888577718359
topology_dysplasia_9_clean.csv,53041.25035956231,29306.128398357316,50528.20452737877,38736.514258035924,41859.662431417375,30085.4559605981,36697.35275279316,16660.8358385694,44935.43303387078,32036.29548026172,12829.044480984241,0.0,39590.257793761004,22684.48534072436,58449.718275583815,49472.00398608574,6341.0889326331035,21739.7359912318,22423.331662465967
topology_dysplasia_12_clean.csv,13597.831480523686,10514.62651744214,11090.797218837279,4127.323431167691,4733.13132329958,10169.410838728716,4795.706449474088,23046.461945293406,5610.020091072706,10259.402984749026,32250.555056264235,39590.257793761004,0.0,17233.41679887402,19002.23043235713,10052.936939907611,35716.48982391357,18589.81180755552,18780.826319315365
topology_dysplasia_1_clean.csv,30395.296452688523,6881.19157538471,27882.377215846715,16348.275779116379,19221.544378354538,7788.238980170954,14077.074034866591,7125.305190800802,22366.831456707998,10434.503657053632,17145.89909973905,22684.48534072436,17233.41679887402,0.0,35801.43167088926,26832.392945610292,18610.636115517027,3287.1779593515507,5355.756652288188
topology_dysplasia_16_clean.csv,5439.819087214386,29181.224659450272,7950.818075498256,19740.862804063734,16608.75434938024,28400.082978633498,21767.8096828199,41921.784479392474,13548.203082694854,26447.581869227364,50917.10123495921,58449.718275583815,19002.23043235713,35801.43167088926,0.0,8992.740284198433,54310.39451754231,36734.12687325259,36067.551249239514
topology_dysplasia_15_clean.csv,3943.8818468853347,20213.681251629016,1404.9033330361904,10776.757923092278,7865.427624465115,19429.284003617606,12817.480117421646,32946.79361610955,5395.7997781229,17522.24697840301,41943.86711068281,49472.00398608574,10052.936939907611,26832.392945610292,8992.740284198433,0.0,45338.096356139,27777.13359861577,27134.318276717724
topology_dysplasia_4_clean.csv,48903.025753108835,25378.192263544992,46391.79765440736,34859.87317542222,37726.12046630187,26153.364025394534,32588.4157183248,14007.106551338162,40839.97151052677,28361.73629731906,15063.63831808069,6341.0889326331035,35716.48982391357,18610.636115517027,54310.39451754231,45338.096356139,0.0,17765.845983586503,18817.746855710924
topology_dysplasia_3_clean.csv,31329.763683797184,8168.888872675891,28817.8099724292,17169.94192750863,20152.968775280595,8688.893084673797,15008.269163158368,5302.326141505295,23572.23024520457,10712.285272012345,14487.945439050562,21739.7359912318,18589.81180755552,3287.1779593515507,36734.12687325259,27777.13359861577,17765.845983586503,0.0,2514.5499840265716
topology_dysplasia_6_clean.csv,30665.350102292716,8947.471815721949,28143.41163891969,16582.65167628043,19479.211302164877,8838.735862180327,14602.33141941118,5955.042087904328,23588.32181816773,9728.347964259548,14910.888577718359,22423.331662465967,18780.826319315365,5355.756652288188,36067.551249239514,27134.318276717724,18817.746855710924,2514.5499840265716,0.0
