,topology_ad_dysplasia_8_clean.csv,topology_ad_dysplasia_1_clean.csv,topology_ad_dysplasia_3_clean.csv,topology_ad_dysplasia_2_clean.csv,topology_ad_dysplasia_6_clean.csv,topology_ad_dysplasia_9_clean.csv,topology_ad_dysplasia_4_clean.csv,topology_ad_dysplasia_10_clean.csv,topology_ad_dysplasia_5_clean.csv
topology_ad_dysplasia_8_clean.csv,0.0,4161.681538253348,1500.7513434954094,2145.895597189297,1328.1405516008708,329.45998779260844,994.0401947928689,3810.596004498911,1262.9804877889412
topology_ad_dysplasia_1_clean.csv,4161.681538253348,0.0,2761.5832618322934,2200.4339173611,2982.615181707056,3991.9236404169324,3287.9416003132333,1199.5799284318844,3247.0478749704257
topology_ad_dysplasia_3_clean.csv,1500.7513434954094,2761.5832618322934,0.0,1118.1023785573939,651.009401945115,1343.4316949813497,967.0186853434534,2465.1199334560174,1615.6864944724607
topology_ad_dysplasia_2_clean.csv,2145.895597189297,2200.4339173611,1118.1023785573939,0.0,1347.8861976450296,1984.7971696278314,1305.803937335845,1896.2501741540023,1425.6181238394838
topology_ad_dysplasia_6_clean.csv,1328.1405516008708,2982.615181707056,651.009401945115,1347.8861976450296,0.0,1191.9504675187095,940.8326368231095,2635.938998173743,1597.0656540937644
topology_ad_dysplasia_9_clean.csv,329.45998779260844,3991.9236404169324,1343.4316949813497,1984.7971696278314,1191.9504675187095,0.0,887.0349569288661,3644.031774956201,1219.5378551874162
topology_ad_dysplasia_4_clean.csv,994.0401947928689,3287.9416003132333,967.0186853434534,1305.803937335845,940.8326368231095,887.0349569288661,0.0,2935.1115860605078,864.2558065262094
topology_ad_dysplasia_10_clean.csv,3810.596004498911,1199.5799284318844,2465.1199334560174,1896.2501741540023,2635.938998173743,3644.031774956201,2935.1115860605078,0.0,2912.757897312727
topology_ad_dysplasia_5_clean.csv,1262.9804877889412,3247.0478749704257,1615.6864944724607,1425.6181238394838,1597.0656540937644,1219.5378551874162,864.2558065262094,2912.757897312727,0.0
