dimension,birth,death
1,6.863939772321563,12.785205003996023
1,6.73090503463706,12.320337609002575
1,6.581852336262746,11.873488159524973
1,6.599926346390388,11.85965078017082
1,6.9708186792761975,12.22019373981718
1,6.607552801275636,11.817188612864648
1,6.785954695101238,11.845294232885303
1,6.317261509575875,11.317029623680932
1,6.976788013667483,11.91289814973655
1,5.999847831527001,10.891403819260166
1,7.5499306258236025,12.41408443421714
1,7.073666224246693,11.915268994197389
1,5.969846609114744,10.73960951712627
1,7.608234214737273,12.266941384079704
1,6.910547658054355,11.520974277760605
1,6.854052397681833,11.28127772478822
1,7.312902639486501,11.690363001845324
1,6.886982178945863,11.237393533633682
1,6.548763252057019,10.875779047905937
1,6.5816278867390405,10.899830349729871
1,6.402624677912207,10.63000833382049
1,6.8348264504455205,11.047975507120928
1,6.000884562428435,10.203660835084916
1,6.611578289186495,10.804596081101613
1,7.6518342816952565,11.81111235878842
1,6.0935159630038935,10.172174816422872
1,7.350012183075646,11.41768050203449
1,6.513134191683712,10.518011307653914
1,6.974523508809177,10.963472319657814
1,6.7837409917196565,10.770476928832739
1,6.968393070498399,10.933668185661997
1,7.102762269667371,11.061544360028016
1,6.715805299167519,10.61201804500729
1,6.1165820954690195,10.007494926566107
1,6.5767649670950785,10.431257703432676
1,6.261982478159916,10.080542942450354
1,6.92245903199049,10.73796163737267
1,6.9559961596554425,10.750176544211124
1,5.914571202959086,9.673526707839873
1,7.712992983983262,11.45838095740507
1,7.287043821842102,11.00924061110442
1,6.359218143160914,10.070426416275343
1,6.875291608018582,10.555744288928196
1,6.67595547613033,10.339490931118496
1,7.424214954137243,11.077260618112643
1,7.517875507528629,11.15892350721951
1,6.844380926548262,10.46429712571663
1,6.260786332857702,9.87097349175138
1,7.028808759845213,10.629919938291431
1,7.339091184898627,10.92344942719167
1,6.1553850925720095,9.704684724122433
1,6.256207942992613,9.790053124060178
1,7.064851839867147,10.568096115200406
1,7.308288826489002,10.769151877758189
1,7.6486053544749355,11.084234709431936
1,7.076715568332206,10.504746200506478
1,6.896854213628848,10.308864889799887
1,7.525645119663841,10.936459014047623
1,6.599137417785628,9.952250643238504
1,6.558771905267444,9.898177756662806
1,6.421573440113276,9.735262907806353
1,7.016758238823422,10.317464671777403
1,7.471563627417539,10.729738082268936
1,7.715566294445751,10.951900431031328
1,7.040356984266788,10.270118119379164
1,7.088262890510537,10.304619167743649
1,7.258534075698018,10.448405795788613
1,6.587343820061974,9.760038018883193
1,6.241397468552037,9.382078574572876
1,6.8672966525125,9.977884193608432
1,7.683323056365851,10.780472329552998
1,6.18639908070292,9.271502964838067
1,7.320934751413303,10.40261152365899
1,5.826313945941961,8.883587786268137
1,7.7227330933389275,10.745236428629303
1,7.0603204601490965,10.055735756729137
1,7.387435673483949,10.327642286422964
1,7.336723745712591,10.271769834851547
1,7.122090650213177,10.056925677878164
1,6.780813591747235,9.706678325273279
1,7.113790163304536,10.014291709570793
1,6.436184298357774,9.329566781288984
1,6.3845857621767435,9.26909495885846
1,6.1997138753566565,9.051044483925597
1,7.8731726527706485,10.6676883914597
1,6.101380990110293,8.886109347875683
1,6.748838901037936,9.522768767538137
1,7.461809378286839,10.222979938866922
1,7.449171533053316,10.206636280821147
