dimension,birth,death
1,5.3511321591430905,8.017945239040312
1,5.425366500494225,7.8498924370492995
1,5.463014587239802,7.7416104780084245
1,5.364770254616243,7.581104173922677
1,5.476129581929124,7.610605989631302
1,5.6499749961748575,7.723303312864257
1,5.495422919356605,7.560845942348208
1,5.344271383740509,7.367336519549663
1,5.220153254455278,7.226832699766858
1,5.25768787656439,7.240468518613905
1,5.380484441741092,7.329669054118787
1,5.516464348099658,7.417135217854252
1,5.66261759662374,7.545249886368955
1,5.313442815746959,7.173501539871443
1,5.5,7.327438708354462
1,5.544940645232295,7.365213807708024
1,5.7334942622155465,7.522694560032127
1,5.684150799591792,7.448416081620492
1,6.186799033668087,7.9491328724281
1,5.329422225097583,7.077767077934525
1,5.679116608363387,7.338293423590235
1,5.42811509441173,7.03797119215196
1,5.067025251363879,6.665688703779345
1,5.4276389444870095,6.931929954389469
1,5.3455428538518746,6.833242463970362
1,5.864284818577854,7.34796174340762
1,5.654355405188633,7.11614131336838
1,5.522680508593631,6.923969816852994
1,5.443497978113972,6.80849646711087
1,5.270283536973472,6.606795261673787
1,5.7488110183758865,7.078309398599903
1,5.487642858088625,6.814625358297128
1,6.007134835696663,7.301513457183524
1,5.92270232054405,7.164500938386787
1,5.506854255106291,6.734956631765196
1,5.338400576020801,6.54642293016676
1,5.442655601817925,6.642385428857131
1,5.831440168984367,7.021573053733685
1,5.260439356386715,6.449806198638843
1,5.495164516544168,6.616477747093075
1,5.376030256913684,6.490064829984595
1,5.73448279985629,6.838382538988642
1,5.451974954014753,6.546139539388473
1,5.497555556910927,6.536363620753971
1,5.933534467279311,6.960616438074452
1,5.401814509958673,6.411206324046389
1,5.529940104899467,6.5187529961642205
1,5.306511833909775,6.286650563586471
1,5.705031304983362,6.675477971239043
1,5.546558758271375,6.5062297467275725
1,5.799329463155398,6.756652890051705
1,5.75,6.694777468405791
1,4.844959003243298,5.772727272727273
1,5.563046883228653,6.474550492631334
1,5.725099658532344,6.6199667386258465
1,6.031563553470329,6.910336460461845
1,6.187475520462808,7.053702530427201
1,5.6089399722636255,6.474108386144378
1,5.209811595634118,6.063045222157791
1,5.9624852609197365,6.80059751848292
1,5.515516146957323,6.330037739048469
1,6.449518342331657,7.243916118421043
1,5.582338219778516,6.372586726886928
1,5.629387178015029,6.417226491853856
1,5.73190346367921,6.518626022524487
1,5.734371247847358,6.5177535325533045
1,5.366881821003541,6.144431987128221
1,5.552677032046997,6.323149707402334
1,5.846874467874595,6.617310276578536
1,5.671080546779117,6.42914726901519
1,5.234187822806144,5.971445659579106
1,6.342196274040111,6.976548016191261
1,6.299999999999997,6.892205742721265
1,5.227130658837043,5.789986016110164
1,5.188448708429145,5.744776114672335
1,5.1472225740448945,5.697771897139856
1,5.770365928721739,6.289329380983317
1,5.806250392292618,6.316292864929208
1,6.472595592522709,6.962487645672757
1,6.199565019250585,6.676329663653361
1,5.638108309186908,6.111363631146392
1,5.117548020236221,5.574840811369751
1,5.746321782750731,6.181056927555167
1,7.328257793928339,7.751389534531975
1,6.103609063914424,6.523673074004567
1,5.832647320718171,6.245898562429426
1,6.066436589346498,6.476718920148939
1,6.291645774139789,6.68491641985393
1,6.032689434230398,6.418491243499899
1,5.828149508417073,6.183507732255071
1,5.692685420480238,6.01510659641707
1,5.390471957878039,5.699414533809394
1,5.449465767273167,5.745760265774742
1,6.223765115153881,6.516257105289328
1,5.359734822695467,5.6500080268038415
1,6.344052120587231,6.631399364489982
1,5.527718581402451,5.763867140390275
1,5.321956554196965,5.545231972887708
1,5.240412154864623,5.431014426096398
1,5.813136196378143,5.996561089321044
1,6.394226620002781,6.564435809746867
1,5.32306753770549,5.478366544874485
1,5.952108169957004,6.0303847911221204
1,6.122312965651355,6.175168721925515
0,0.0,inf
