centroides_x,centroides_y,id
43.18518518518518,17.25925925925926,2
47.535714285714285,17.928571428571427,3
61.76923076923077,16.5,6
25.892857142857142,22.892857142857142,8
52.29032258064516,21.93548387096774,13
58.41379310344828,20.862068965517242,14
65.0,19.833333333333332,16
71.41379310344827,19.96551724137931,17
25.551724137931036,28.137931034482758,20
57.0,26.333333333333332,26
62.0,25.5,27
67.53571428571429,24.071428571428573,28
20.892857142857142,32.285714285714285,32
30.321428571428573,35.32142857142857,34
49.083333333333336,38.083333333333336,37
61.90909090909091,31.515151515151516,40
66.66666666666667,29.0,41
84.125,31.666666666666668,44
17.133333333333333,35.46666666666667,45
26.2,33.2,47
34.583333333333336,35.5,49
53.81481481481482,38.74074074074074,52
22.608695652173914,44.56521739130435,61
31.466666666666665,40.93333333333333,63
36.925925925925924,39.629629629629626,65
49.34782608695652,42.73913043478261,67
59.535714285714285,40.92857142857143,68
63.793103448275865,45.03448275862069,69
69.4,43.96,71
23.0,48.5,76
28.03448275862069,45.206896551724135,77
32.92857142857143,46.392857142857146,78
54.4,43.96,82
59.166666666666664,46.125,83
67.3076923076923,48.80769230769231,85
73.03846153846153,47.26923076923077,86
83.75,47.3,88
87.5,47.5,89
23.666666666666668,52.851851851851855,91
29.321428571428573,51.0,92
51.5,48.5,96
55.65217391304348,49.391304347826086,98
70.8695652173913,52.130434782608695,101
27.88,55.8,107
37.51851851851852,60.7037037037037,109
63.40909090909091,57.45454545454545,114
67.52,54.84,115
87.29411764705883,58.705882352941174,119
16.25,62.7,120
33.708333333333336,63.708333333333336,123
43.083333333333336,61.916666666666664,125
48.13793103448276,62.41379310344828,126
52.04,65.92,127
63.22727272727273,61.77272727272727,129
67.88461538461539,60.34615384615385,130
76.5,61.5,132
87.0,62.5,134
34.0,68.5,139
38.888888888888886,65.77777777777777,140
43.925925925925924,67.25925925925925,142
29.903225806451612,72.35483870967742,151
35.0,73.32142857142857,152
47.57692307692308,69.3076923076923,155
52.0,70.95833333333333,156
67.7,72.75,159
80.26923076923077,72.34615384615384,161
84.44,72.88,162
30.586206896551722,77.93103448275862,164
36.416666666666664,78.45833333333333,166
48.24,74.8,168
67.5,76.5,172
31.0,83.44827586206897,177
36.5,83.0,178
52.34782608695652,83.47826086956522,182
67.7,80.25,184
77.04347826086956,82.08695652173913,186
35.733333333333334,87.5,187
47.958333333333336,86.70833333333333,189
52.72727272727273,87.5909090909091,190
