centroides_x,centroides_y,id
32.42424242424242,17.242424242424242,1
41.74193548387097,17.161290322580644,2
49.0,16.5,3
27.517241379310345,23.75862068965517,9
40.5,23.9,11
50.57692307692308,22.5,13
55.48,17.72,14
60.875,20.208333333333332,15
67.53846153846153,21.0,16
46.44,27.64,24
52.333333333333336,28.714285714285715,25
57.44,27.08,26
69.43333333333334,28.9,28
74.65384615384616,22.53846153846154,30
81.1923076923077,27.03846153846154,31
19.516129032258064,31.548387096774192,32
28.214285714285715,30.321428571428573,33
34.93103448275862,31.689655172413794,35
41.37931034482759,32.89655172413793,36
52.4,33.68,38
63.0,30.962962962962962,40
80.16666666666667,32.03333333333333,43
21.0,37.11538461538461,46
29.20689655172414,37.758620689655174,47
45.25,38.583333333333336,51
60.0,36.5,54
65.95238095238095,36.38095238095238,55
71.46153846153847,35.42307692307692,56
77.95454545454545,37.54545454545455,57
87.56666666666666,35.733333333333334,59
17.84,45.12,60
23.115384615384617,42.92307692307692,61
35.58064516129032,41.935483870967744,64
50.42857142857143,39.857142857142854,67
56.45454545454545,41.04545454545455,68
62.5,42.0,69
67.33333333333333,41.0,70
74.04,42.36,71
82.25925925925925,42.111111111111114,73
27.357142857142858,49.07142857142857,77
38.48148148148148,47.333333333333336,80
47.608695652173914,45.21739130434783,82
56.08695652173913,47.26086956521739,83
61.61538461538461,48.80769230769231,84
66.6,45.7,85
72.0,47.0,86
83.3103448275862,47.275862068965516,88
42.64,51.64,95
50.25,49.625,97
61.12,55.84,99
66.78947368421052,51.36842105263158,100
72.11764705882354,52.294117647058826,101
77.0,51.375,102
81.9047619047619,52.61904761904762,103
18.6,54.93333333333333,105
31.78125,55.5,108
37.43478260869565,59.17391304347826,109
42.04,56.92,110
48.95454545454545,56.63636363636363,111
54.91304347826087,54.391304347826086,112
66.42105263157895,57.526315789473685,115
71.7,57.1,116
76.05263157894737,59.68421052631579,117
81.69565217391305,57.95652173913044,118
87.86206896551724,58.06896551724138,119
23.516129032258064,61.03225806451613,121
32.535714285714285,64.17857142857143,123
46.55555555555556,61.5,126
53.46153846153846,61.57692307692308,127
60.291666666666664,62.333333333333336,128
67.28,63.0,130
17.166666666666668,66.66666666666667,135
26.296296296296298,67.62962962962963,137
38.666666666666664,66.54166666666667,139
45.76923076923077,67.23076923076923,141
59.142857142857146,71.92857142857143,144
65.34615384615384,68.42307692307692,145
74.38461538461539,65.46153846153847,146
82.125,64.33333333333333,148
87.95454545454545,67.86363636363636,149
21.88888888888889,73.88888888888889,152
32.55172413793103,72.89655172413794,153
41.25,73.75,154
53.0,68.04,156
65.34615384615384,74.57692307692308,159
72.5909090909091,72.0,160
77.5,72.61111111111111,161
83.17241379310344,71.27586206896552,162
31.96153846153846,79.76923076923077,165
46.76923076923077,77.1923076923077,168
52.96,75.48,169
70.51612903225806,78.29032258064517,173
81.85185185185185,77.48148148148148,175
26.0,80.6,176
38.07142857142857,81.07142857142857,178
43.7037037037037,85.18518518518519,179
51.107142857142854,84.25,181
57.07692307692308,83.5,182
62.875,83.125,183
73.66666666666667,85.83333333333333,185
77.23076923076923,81.92307692307692,186
33.06896551724138,87.34482758620689,187
67.81481481481481,87.07407407407408,193
