id,X,Y,Tipo
514089,28200.970802919703,16425.204379562045,B cells
657687,28205.739130434784,16436.405797101448,B cells
761233,26651.325203252032,16516.37398373984,B cells
193325,28198.424242424244,16397.272727272728,B cells
168741,27481.488372093023,16908.751937984496,B cells
917944,28211.2375,16422.2375,B cells
761233,26651.325203252032,16516.37398373984,B cells
273512,28206.891156462585,16410.34693877551,B cells
425881,27739.554285714286,16757.114285714284,B cells
341776,28649.228426395937,15500.700507614214,B cells
988082,27832.7625,15948.35,B cells
915141,26622.746987951807,16900.493975903613,B cells
425881,27739.554285714286,16757.114285714284,B cells
193325,28198.424242424244,16397.272727272728,B cells
917944,28211.2375,16422.2375,B cells
657687,28205.739130434784,16436.405797101448,B cells
341776,28649.228426395937,15500.700507614214,B cells
915141,26622.746987951807,16900.493975903613,B cells
761233,26651.325203252032,16516.37398373984,B cells
829159,27992.63945578231,15578.965986394558,B cells
425881,27739.554285714286,16757.114285714284,B cells
939532,28416.23287671233,15583.479452054797,B cells
341776,28649.228426395937,15500.700507614214,B cells
829159,27992.63945578231,15578.965986394558,B cells
657687,28205.739130434784,16436.405797101448,B cells
193325,28198.424242424244,16397.272727272728,B cells
940830,27767.929032258064,15892.606451612904,B cells
568630,27550.66343042071,15691.501618122977,B cells
915141,26622.746987951807,16900.493975903613,B cells
444226,27743.98453608248,15872.932989690722,B cells
939532,28416.23287671233,15583.479452054797,B cells
273512,28206.891156462585,16410.34693877551,B cells
694134,27871.3345323741,15630.374100719424,B cells
988082,27832.7625,15948.35,B cells
761233,26651.325203252032,16516.37398373984,B cells
694134,27871.3345323741,15630.374100719424,B cells
341776,28649.228426395937,15500.700507614214,B cells
940830,27767.929032258064,15892.606451612904,B cells
940830,27767.929032258064,15892.606451612904,B cells
915141,26622.746987951807,16900.493975903613,B cells
341776,28649.228426395937,15500.700507614214,B cells
341776,28649.228426395937,15500.700507614214,B cells
988082,27832.7625,15948.35,B cells
341776,28649.228426395937,15500.700507614214,B cells
939532,28416.23287671233,15583.479452054797,B cells
559876,27484.70408163265,15682.540816326533,B cells
862906,27778.7689530686,15887.8880866426,B cells
862906,27778.7689530686,15887.8880866426,B cells
168741,27481.488372093023,16908.751937984496,B cells
694134,27871.3345323741,15630.374100719424,B cells
915141,26622.746987951807,16900.493975903613,B cells
273512,28206.891156462585,16410.34693877551,B cells
939532,28416.23287671233,15583.479452054797,B cells
915141,26622.746987951807,16900.493975903613,B cells
940830,27767.929032258064,15892.606451612904,B cells
168741,27481.488372093023,16908.751937984496,B cells
761233,26651.325203252032,16516.37398373984,B cells
917944,28211.2375,16422.2375,B cells
273512,28206.891156462585,16410.34693877551,B cells
425881,27739.554285714286,16757.114285714284,B cells
862906,27778.7689530686,15887.8880866426,B cells
694134,27871.3345323741,15630.374100719424,B cells
862906,27778.7689530686,15887.8880866426,B cells
626101,28032.017647058823,15636.69411764706,B cells
514089,28200.970802919703,16425.204379562045,B cells
694134,27871.3345323741,15630.374100719424,B cells
444226,27743.98453608248,15872.932989690722,B cells
722773,28117.35928143713,15572.862275449104,B cells
722773,28117.35928143713,15572.862275449104,B cells
657687,28205.739130434784,16436.405797101448,B cells
168741,27481.488372093023,16908.751937984496,B cells
988082,27832.7625,15948.35,B cells
568630,27550.66343042071,15691.501618122977,B cells
514089,28200.970802919703,16425.204379562045,B cells
657687,28205.739130434784,16436.405797101448,B cells
988082,27832.7625,15948.35,B cells
988082,27832.7625,15948.35,B cells
341776,28649.228426395937,15500.700507614214,B cells
829159,27992.63945578231,15578.965986394558,B cells
862906,27778.7689530686,15887.8880866426,B cells
425881,27739.554285714286,16757.114285714284,B cells
722773,28117.35928143713,15572.862275449104,B cells
691798,27996.51063829788,15563.547872340425,B cells
917944,28211.2375,16422.2375,B cells
829159,27992.63945578231,15578.965986394558,B cells
568630,27550.66343042071,15691.501618122977,B cells
761233,26651.325203252032,16516.37398373984,B cells
761233,26651.325203252032,16516.37398373984,B cells
193325,28198.424242424244,16397.272727272728,B cells
915141,26622.746987951807,16900.493975903613,B cells
761233,26651.325203252032,16516.37398373984,B cells
341776,28649.228426395937,15500.700507614214,B cells
568630,27550.66343042071,15691.501618122977,B cells
940830,27767.929032258064,15892.606451612904,B cells
168741,27481.488372093023,16908.751937984496,B cells
917944,28211.2375,16422.2375,B cells
694134,27871.3345323741,15630.374100719424,B cells
273512,28206.891156462585,16410.34693877551,B cells
691798,27996.51063829788,15563.547872340425,B cells
341776,28649.228426395937,15500.700507614214,B cells
694134,27871.3345323741,15630.374100719424,B cells
694134,27871.3345323741,15630.374100719424,B cells
940830,27767.929032258064,15892.606451612904,B cells
626101,28032.017647058823,15636.69411764706,B cells
694134,27871.3345323741,15630.374100719424,B cells
341776,28649.228426395937,15500.700507614214,B cells
657687,28205.739130434784,16436.405797101448,B cells
940830,27767.929032258064,15892.606451612904,B cells
193325,28198.424242424244,16397.272727272728,B cells
193325,28198.424242424244,16397.272727272728,B cells
193325,28198.424242424244,16397.272727272728,B cells
657687,28205.739130434784,16436.405797101448,B cells
988082,27832.7625,15948.35,B cells
273512,28206.891156462585,16410.34693877551,B cells
425881,27739.554285714286,16757.114285714284,B cells
722773,28117.35928143713,15572.862275449104,B cells
761233,26651.325203252032,16516.37398373984,B cells
444226,27743.98453608248,15872.932989690722,B cells
939532,28416.23287671233,15583.479452054797,B cells
193325,28198.424242424244,16397.272727272728,B cells
657687,28205.739130434784,16436.405797101448,B cells
694134,27871.3345323741,15630.374100719424,B cells
626101,28032.017647058823,15636.69411764706,B cells
862906,27778.7689530686,15887.8880866426,B cells
168741,27481.488372093023,16908.751937984496,B cells
939532,28416.23287671233,15583.479452054797,B cells
425881,27739.554285714286,16757.114285714284,B cells
273512,28206.891156462585,16410.34693877551,B cells
917944,28211.2375,16422.2375,B cells
568630,27550.66343042071,15691.501618122977,B cells
829159,27992.63945578231,15578.965986394558,B cells
939532,28416.23287671233,15583.479452054797,B cells
559876,27484.70408163265,15682.540816326533,B cells
940830,27767.929032258064,15892.606451612904,B cells
761233,26651.325203252032,16516.37398373984,B cells
168741,27481.488372093023,16908.751937984496,B cells
425881,27739.554285714286,16757.114285714284,B cells
829159,27992.63945578231,15578.965986394558,B cells
939532,28416.23287671233,15583.479452054797,B cells
829159,27992.63945578231,15578.965986394558,B cells
829159,27992.63945578231,15578.965986394558,B cells
761233,26651.325203252032,16516.37398373984,B cells
193325,28198.424242424244,16397.272727272728,B cells
722773,28117.35928143713,15572.862275449104,B cells
939532,28416.23287671233,15583.479452054797,B cells
341776,28649.228426395937,15500.700507614214,B cells
273512,28206.891156462585,16410.34693877551,B cells
939532,28416.23287671233,15583.479452054797,B cells
626101,28032.017647058823,15636.69411764706,B cells
939532,28416.23287671233,15583.479452054797,B cells
915141,26622.746987951807,16900.493975903613,B cells
657687,28205.739130434784,16436.405797101448,B cells
939532,28416.23287671233,15583.479452054797,B cells
722773,28117.35928143713,15572.862275449104,B cells
939532,28416.23287671233,15583.479452054797,B cells
514089,28200.970802919703,16425.204379562045,B cells
917944,28211.2375,16422.2375,B cells
917944,28211.2375,16422.2375,B cells
559876,27484.70408163265,15682.540816326533,B cells
915141,26622.746987951807,16900.493975903613,B cells
168741,27481.488372093023,16908.751937984496,B cells
917944,28211.2375,16422.2375,B cells
915141,26622.746987951807,16900.493975903613,B cells
273512,28206.891156462585,16410.34693877551,B cells
444226,27743.98453608248,15872.932989690722,B cells
694134,27871.3345323741,15630.374100719424,B cells
568630,27550.66343042071,15691.501618122977,B cells
915141,26622.746987951807,16900.493975903613,B cells
559876,27484.70408163265,15682.540816326533,B cells
829159,27992.63945578231,15578.965986394558,B cells
168741,27481.488372093023,16908.751937984496,B cells
514089,28200.970802919703,16425.204379562045,B cells
694134,27871.3345323741,15630.374100719424,B cells
862906,27778.7689530686,15887.8880866426,B cells
761233,26651.325203252032,16516.37398373984,B cells
694134,27871.3345323741,15630.374100719424,B cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
73589,26506.258461538466,17074.295384615383,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
261866,28580.013157894737,15894.456140350878,CD4+ T cells
312901,27658.02325581396,17142.470930232557,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
674675,27932.7922705314,16980.043478260868,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
47870,27635.89696969697,16533.98181818182,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
243405,27915.68992248062,16657.961240310076,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
225708,27597.02429149797,16579.056680161942,CD4+ T cells
475597,28255.4262295082,16596.803278688523,CD4+ T cells
