CellID,X_centroid,Y_centroid,phenotype
23072,27265.75182481752,7148.255474452555,NK
26777,28268.91071428572,8139.116071428572,stromal cells
35246,27807.814606741573,7657.092696629214,stromal cells
39009,28215.64516129032,7979.664516129033,stromal cells
49877,27937.365384615383,8135.569230769231,stromal cells
51835,28180.270142180096,7797.625592417062,neutrophils
54501,27921.858725761773,7491.642659279778,memory CD8+ T cells
56824,27619.94919786096,7691.625668449198,stromal cells
56871,27702.195965417868,7886.466858789626,stromal cells
59541,27663.49720670391,7854.907821229051,Unknown
68822,28088.71129707113,7834.292887029289,NK
71845,27791.638686131388,7744.240875912409,NK
72276,28085.050139275765,7749.590529247911,NK
76677,27757.64258555133,7611.859315589353,stromal cells
76718,27734.0033557047,7963.359060402685,stromal cells
77656,27891.719887955183,7490.890756302521,stromal cells
79849,27854.18895348837,7683.915697674419,NK
80512,27160.309859154928,6681.200704225352,stromal cells
82178,27716.71513353116,8114.296735905044,stromal cells
87009,28022.69827586207,7929.961206896552,stromal cells
92131,28082.02752293578,8211.550458715596,stromal cells
92416,27555.17874396135,7314.231884057971,stromal cells
97382,28131.259016393444,8341.586885245903,stromal cells
98135,27535.71142284569,7773.332665330661,Unknown
98252,28111.38888888889,7941.496527777777,memory CD8+ T cells
102464,27298.204545454544,6620.143939393939,NK
103517,27701.016085790885,7834.083109919571,stromal cells
104143,27703.266025641027,7852.176282051282,M2 macrophages
105551,27512.67317073171,7630.258536585366,stromal cells
106234,28173.14880952381,8322.07142857143,NK
106244,28237.93137254902,7914.588235294118,NK
111351,27706.52348993289,7588.087248322147,Unknown
111365,27845.701612903227,7472.060483870968,M2 macrophages
112206,27261.529411764703,6955.72268907563,stromal cells
113958,27829.761764705883,7573.473529411764,stromal cells
114250,28325.125,8150.330357142857,M2 macrophages
114619,27773.572916666668,7720.755208333333,stromal cells
114721,27923.72701149425,8121.247126436781,NK
115118,28217.195652173912,8206.507246376812,stromal cells
118459,27096.315217391304,7049.666666666667,NK
118529,27622.09762532981,7955.788918205805,stromal cells
118833,27685.711805555555,7507.131944444444,memory CD4+ T cells
120302,27068.38853503185,6832.6815286624205,Unknown
122167,27885.23489932885,7954.644295302013,M2 macrophages
124241,27693.239864864863,8088.199324324324,stromal cells
125228,27348.30165289256,6909.3140495867765,stromal cells
125457,27832.0,7796.133027522936,M2 macrophages
126828,28247.226463104325,7778.027989821883,stromal cells
127153,28000.130081300813,7562.975609756098,NK
128012,27168.292792792792,6916.423423423424,stromal cells
129145,27624.772727272728,7344.185950413223,stromal cells
130184,27766.393767705384,7789.487252124646,NK
132436,27043.87328767123,6807.79794520548,stromal cells
133410,27479.010080645163,7292.679435483871,Unknown
134665,27417.567741935483,7139.378494623656,Unknown
137050,27441.847985347984,7147.48717948718,stromal cells
139164,27719.91929824561,7677.41403508772,memory CD4+ T cells
139744,27843.463035019457,7553.299610894942,stromal cells
140518,27593.41369047619,7388.1875,stromal cells
145321,27630.2296819788,7617.780918727915,stromal cells
147570,28256.45930232558,7942.005813953488,memory CD8+ T cells
149697,27999.328671328672,8270.083916083917,stromal cells
150623,27216.48148148148,7012.666666666667,NK
152724,27782.284444444445,7600.72,stromal cells
152815,28185.8664495114,7856.814332247557,NK
153275,27953.894736842107,7721.631578947368,stromal cells
