,topology_carcinoma_10_clean.csv,topology_dysplasia_18_clean.csv,topology_ad_carcinoma_2_clean.csv,topology_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_carcinoma_20_clean.csv,topology_dysplasia_11_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_carcinoma_4_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_dysplasia_8_clean.csv,topology_carcinoma_17_clean.csv,topology_dysplasia_19_clean.csv,topology_carcinoma_7_clean.csv,topology_carcinoma_19_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_dysplasia_2_clean.csv,topology_carcinoma_18_clean.csv,topology_carcinoma_11_clean.csv,topology_carcinoma_16_clean.csv,topology_dysplasia_12_clean.csv,topology_ad_dysplasia_1_clean.csv,topology_dysplasia_1_clean.csv,topology_ad_dysplasia_3_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_ad_dysplasia_2_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_dysplasia_6_clean.csv,topology_ad_dysplasia_9_clean.csv,topology_carcinoma_3_clean.csv,topology_carcinoma_6_clean.csv,topology_ad_dysplasia_4_clean.csv,topology_dysplasia_6_clean.csv,topology_ad_dysplasia_10_clean.csv,topology_ad_dysplasia_5_clean.csv,topology_carcinoma_14_clean.csv,topology_carcinoma_12_clean.csv,topology_carcinoma_15_clean.csv,topology_carcinoma_1_clean.csv
topology_carcinoma_10_clean.csv,0.0,5892.499238160597,6321.930233227015,4357.0877104770325,6456.330598949945,5785.898138162603,3004.097104335406,5483.336746312642,6728.909717286517,4175.227714892294,5352.9259951162085,3856.1760832990767,4487.483337007736,3712.6588455965934,7186.40415357214,7281.165769350365,6023.6330133701185,1722.5815849166447,5975.03534837028,6867.957639362701,7496.28080901717,4160.017750495694,4562.729330222302,3284.9573395157554,1550.4683305412873,5613.493377657958,4403.803600443582,2210.4632166573247,2631.7482597436024,1994.9833594951833,4018.652952352792,4788.007281410799,2450.9668722052643,6153.1767569704425,7338.697479577712,6566.643266670995,5411.098718139115,3751.716213355272,5967.588515038801,7918.646487333395,7150.244242668422,6374.650326243865,7348.143389652471,3793.9271915281056,4611.52424772706,6780.912622518344,4898.791339921502,4982.826007494375,7107.270751461165,5255.543926140453,3750.9418236209026,3459.22898862662,3512.136708762991
topology_dysplasia_18_clean.csv,5892.499238160597,0.0,1721.501190197232,8071.239701779274,3519.381605111685,2024.8027626588307,3672.263243246833,742.3173679812701,2012.6246817111123,2407.363333557773,1884.8194886787408,3768.072069540881,6262.831672251368,2571.4908443387867,4000.4858545681673,2132.350814591058,1079.8964940574112,6895.582457635634,859.3466335673156,2273.5369623783636,1791.5064459706357,2655.0132735123398,1634.1978833351743,3221.168018648018,5478.600377255016,1702.4046929341512,7125.320075528371,4123.747328475703,4341.823950673629,7171.207405681256,2465.8184478972253,2539.7135737044523,4863.391922342704,1179.3563430449246,1775.3459162670804,952.4426527268469,891.8433432106658,7771.484747948418,956.3517683499825,3072.3161818804274,1717.6468535395811,1375.5670111916802,1693.4145933142445,2709.9058261721016,6071.206680719708,1184.0066042571862,4923.794872339215,2208.4702378941715,1578.699009455754,1571.6578784364779,4313.645512803446,7153.1766136188035,6240.184934970433
topology_ad_carcinoma_2_clean.csv,6321.930233227015,1721.501190197232,0.0,8236.177321774005,2935.390845708699,1365.1637559198382,3941.1579301370016,1815.793011087982,1241.1544402579011,2620.962474645743,2471.110044298609,3768.112233406264,6171.458076726191,3126.744846823991,3448.5683871429487,1456.0856994453945,1114.2955162268313,7023.806157021459,1205.3784821287409,1643.3936443113153,2703.768745549958,3167.5688538725044,2701.66321840135,3846.183753175849,6052.954870313835,1925.9908380092502,6551.657674143163,4871.563389449942,4551.34098265429,7407.417512117108,2836.6665218456583,2201.0560564037364,5180.960895334933,1592.0001652272852,1839.4720516644588,1869.8950541277047,1684.5625918374672,7958.921696522224,1088.4164831347457,2359.93284167478,1410.2026763154465,1743.0005317779005,2530.2609383576178,3261.8421683351403,6410.246525991587,1817.9451370104682,5073.204755737891,1985.0470076894035,1667.1339349278264,1577.926906609337,4159.765701755531,6968.729308892322,6340.820199989142
topology_carcinoma_2_clean.csv,4357.0877104770325,8071.239701779274,8236.177321774005,0.0,7071.481651288886,7367.537298742174,4954.197755203219,7725.733524142447,8177.664972648349,6155.388698312443,6618.79129698881,5391.368346758067,3037.210670343301,5886.848537820727,7712.116081027287,8685.562241076115,8078.089444500345,3409.4245084970657,8101.466125352023,8131.449970190528,9753.763797033123,5757.91294257232,6799.863159497251,5073.081349375582,5278.603601643076,8372.77757573218,3265.0648368007214,5366.306011151347,4313.166656125996,3236.5939198198485,6539.853318683728,7000.286400471668,3875.235589901729,8578.305802637922,9186.636644574504,8762.69213854755,7578.160533410217,1412.329374976827,7909.540716984291,8972.693296950656,8860.578328943055,8931.620957744446,9634.242788783164,5598.328756251079,2885.8949700454855,8937.322164482122,4012.475890194048,7097.983647231199,8976.166957871837,7129.43833098302,4390.67989590537,2012.2951078294432,2337.3375242422376
topology_ad_carcinoma_10_clean.csv,6456.330598949945,3519.381605111685,2935.390845708699,7071.481651288886,0.0,2113.0813718175377,3818.5633251536815,3237.442953781937,2307.8646713825824,2981.536055344322,2306.689626992064,3446.5084068452065,4773.054294903663,3414.438206413619,1326.980632559028,2736.5746182408625,3341.594874120488,6651.516122802498,3399.99981619596,2087.1151607034635,5075.761075510898,2888.0363055360904,3571.7681624423744,3629.938145534964,6477.130431820079,4253.667692944131,4851.873035607774,5423.072518391371,4270.79275670064,6927.169251487371,3802.357438846217,3108.5484683711006,4860.3443083962,4061.2668114014455,4107.07928309281,4084.3073292383565,2990.0255823057073,7082.887847993199,3215.5172634248393,2292.661196784211,3436.4031932814255,4366.3646859189475,4925.967385671899,3108.4648658184465,4941.395815534146,4178.5139634383195,3650.676998747984,2857.0266401483077,3919.217597194548,2676.7702471879843,3281.6881258347244,5951.031295792313,5272.176060298034
topology_ad_carcinoma_9_clean.csv,5785.898138162603,2024.8027626588307,1365.1637559198382,7367.537298742174,2113.0813718175377,0.0,3262.558349543175,1835.4310587476748,1354.0105097782812,2040.452132503228,1971.4991635476579,3145.548036011437,5239.103409684115,2603.9060017553793,2650.65199105907,1831.7952839547436,1699.3096145966463,6369.260819553236,1775.967554934707,1428.034563297889,3522.799044266012,2503.6019765593933,2522.0656079464534,3221.7935611651806,5609.896455818282,2414.5644062898004,5642.284387486793,4493.383760279041,3872.5727654006296,6673.571053254394,2570.5403829604943,1743.3542352049947,4505.838399637545,2285.5491475362487,2626.634291500278,2548.062138845597,1606.3731191951263,7156.574609745974,1570.509584517199,2410.240800900244,2081.3711440311044,2575.275309548564,3350.1909085907228,2632.9701161087387,5545.6868760903935,2626.57271410143,4176.9706491568695,1482.5247028088418,2426.25948273209,1268.7740903786762,3378.0309188826864,6120.100871811089,5473.593858682258
topology_dysplasia_5_clean.csv,3004.097104335406,3672.263243246833,3941.1579301370016,4954.197755203219,3818.5633251536815,3262.558349543175,0.0,3307.6397221926513,4211.439538089858,1815.7777723477604,2703.3186750282407,1654.862938254014,3534.556698658367,1514.766186133625,4508.953919856883,4754.098155865487,3691.9479399368583,3554.0254339071216,3692.924532336444,4291.068248773146,5358.3750488487685,1751.1763967354955,2433.0573561955266,1296.2038959192353,3038.829219511195,3698.8836199087427,3863.7576019103894,2190.090654158025,1375.7912985521982,3852.2152080969613,1937.6667664168922,2613.883073424152,1882.4168154229951,4015.7023534420505,4963.184949282171,4391.076126820095,3165.155103664276,4444.183265944985,3575.3916741012017,5328.257971952187,4706.317628450696,4354.730802064405,5195.372637769902,1459.5828577837906,3728.922540811355,4538.088543889397,3028.41977698701,2714.0408298108446,4723.851277164665,2858.553994123825,1728.4445273915348,3794.869582829774,3175.258445511208
topology_dysplasia_14_clean.csv,5483.336746312642,742.3173679812701,1815.793011087982,7725.733524142447,3237.442953781937,1835.4310587476748,3307.6397221926513,0.0,2088.488733867963,2045.3985899464167,1715.885924890228,3378.0759030821782,5895.572490376655,2238.1811589508898,3760.7959332237256,2375.335788575761,1269.0265468018044,6524.050137910743,1056.8424315053824,2321.302879785536,2238.9565141404655,2303.5993829679196,1399.587708239746,2909.9995513718195,5140.609046004707,1841.8956245901743,6725.0490083357,3873.795164193679,4016.1604171456847,6820.501509781813,2175.393870788769,2210.9792514826086,4449.20696849528,1474.9380192628269,2153.645304373938,1337.4868782159183,728.3942730645956,7368.904218073322,1124.5018303693957,3210.6964132460525,2030.2277577024652,1678.4125939846926,2177.1078355494906,2378.44749286803,5757.687983718534,1591.7153546690108,4563.7751550187,1861.9906061972579,1944.7393450108434,1303.761907395711,3981.2430106332736,6794.767663414472,5903.831685127739
topology_ad_carcinoma_1_clean.csv,6728.909717286517,2012.6246817111123,1241.1544402579011,8177.664972648349,2307.8646713825824,1354.0105097782812,4211.439538089858,2088.488733867963,0.0,2914.7238060704462,2236.8687992430528,3949.4691941707233,6052.898309018262,3404.838508922012,2794.0256632999076,974.2859430121865,1683.7512798311586,7291.560877633354,1622.498272449756,989.209351831011,3085.2562156348954,3200.647208253457,2972.214550240616,3968.294871931975,6550.228145471025,2786.100177637395,6286.356385999119,5372.622691465048,4770.993697387951,7631.578667322092,3366.8307156061837,2534.5815383840963,5417.337994806703,2285.7630339828424,2145.561116610117,2166.4106816642393,1883.9162180193857,8044.2248182528,1594.9693505501236,1556.9074935601006,1529.5872059259461,2482.750042400295,2915.7359725336096,3459.9455787171973,6140.63293491383,2197.76743983955,4823.879333971415,2246.046620822841,1957.4653705263693,1769.0428092001057,4116.87194298542,7015.349125095422,6303.6807431676925
topology_dysplasia_13_clean.csv,4175.227714892294,2407.363333557773,2620.962474645743,6155.388698312443,2981.536055344322,2040.452132503228,1815.7777723477604,2045.3985899464167,2914.7238060704462,0.0,1930.9416386920684,1910.3954633767962,4305.798684018437,1183.334796650285,3623.8723191728077,3423.402478117475,2350.976290747359,4903.839770005219,2394.1316389766025,3039.322367561722,4062.448161067203,1420.3668391243568,1436.1618651587282,1764.213294335007,4031.465925062771,2605.806558583277,5020.286050037993,2965.0571489499066,2438.9001861209917,5253.212927718003,1394.0578572594845,1621.1412079510949,3045.229250136445,2792.9942638284556,3578.7207622860183,3113.886025242577,1954.103890385319,5783.718223819344,2236.451262973664,4083.195741331311,3331.895926769489,3101.9812596862366,3896.9678508643965,1211.0558183196645,4514.081141146527,3235.4410985774693,3328.81233367824,1616.628199303806,3367.255551249551,1529.8661310244458,2453.6609298216695,5093.648671340433,4306.197397145546
