,topology_carcinoma_10_clean.csv,topology_dysplasia_18_clean.csv,topology_ad_carcinoma_2_clean.csv,topology_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_carcinoma_20_clean.csv,topology_dysplasia_11_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_carcinoma_4_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_dysplasia_8_clean.csv,topology_carcinoma_17_clean.csv,topology_dysplasia_19_clean.csv,topology_carcinoma_7_clean.csv,topology_carcinoma_19_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_dysplasia_2_clean.csv,topology_carcinoma_18_clean.csv,topology_carcinoma_11_clean.csv,topology_carcinoma_16_clean.csv,topology_dysplasia_12_clean.csv,topology_ad_dysplasia_1_clean.csv,topology_dysplasia_1_clean.csv,topology_ad_dysplasia_3_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_ad_dysplasia_2_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_dysplasia_6_clean.csv,topology_ad_dysplasia_9_clean.csv,topology_carcinoma_3_clean.csv,topology_carcinoma_6_clean.csv,topology_ad_dysplasia_4_clean.csv,topology_dysplasia_6_clean.csv,topology_ad_dysplasia_10_clean.csv,topology_ad_dysplasia_5_clean.csv,topology_carcinoma_14_clean.csv,topology_carcinoma_12_clean.csv,topology_carcinoma_15_clean.csv,topology_carcinoma_1_clean.csv
topology_carcinoma_10_clean.csv,8.96613878420728e-309,27.076652053900276,14.354738669467052,27.246208059191886,36.15540872295049,27.076652053900276,24.620296110305627,24.881685649846986,31.12433703144852,35.54597801569321,26.94035168385359,24.930062382449623,25.0864504560779,24.47300921402613,27.076652053900276,33.75283713372936,32.735475795743476,25.50974062197919,27.076652053900272,30.273120202685245,36.15540872295049,37.273189739734875,36.15540872295049,27.076652053900272,27.076652053900276,16.38071698839876,22.039639738829877,30.32138525306722,25.667929723700908,27.076652053900276,18.176549892938166,15.087564337136413,28.38343616056559,27.076652053900276,36.15540872295049,36.15540872295049,26.466010014130855,29.076825394453238,24.515789809364534,36.15540872295049,30.386929741144243,17.043112809316995,30.976116233415723,35.00574336388273,36.15540872295049,36.15540872295049,33.66690099147471,20.210988756748932,36.15540872295049,21.671452786739692,36.15540872295049,20.156997469071044,27.076652053900276
topology_dysplasia_18_clean.csv,27.076652053900276,7.19451295819724e-309,21.424537010870793,13.091905074288718,23.162350102004325,16.867609402584108,20.415438361775884,31.669558585620862,16.970034046545347,35.54597801569321,10.726221284795043,38.704834341914875,22.880789745715983,17.878389818467312,16.188845295412506,19.59853414882619,18.581172810840314,25.937354716820053,22.51929394711803,16.118817217782077,28.18397531701096,51.42749272463804,24.11300452283973,8.287788997467471,22.604818378159933,30.384512514173338,21.80654442726222,17.177664582882468,21.535071675694848,26.641703606151154,32.33085287784134,33.315693311396515,42.53773914546876,16.518949718954943,37.79902256578707,30.593055611113968,21.741704337812905,29.076825394453234,22.574478922470803,24.880049499605573,16.232626756241075,30.926726487857493,16.821813248512555,20.85144037897956,25.231004914657984,24.857190671638165,19.512598006571547,33.74605804055608,32.7061822241194,14.53662689181661,28.782142726995716,18.351239628830967,14.779406930821324
topology_ad_carcinoma_2_clean.csv,14.354738669467052,21.424537010870793,9.10318386753824e-309,21.044938308427188,23.842735507231254,19.002002949011498,20.41543836177588,31.669558585620862,19.002002949011498,35.54597801569321,20.40322951170054,33.94013066498284,19.303141548647158,17.50903114623116,19.770019041130325,20.278919554053118,19.261558216067243,16.0747153716837,15.873181712249732,21.57103454733577,27.807323887111494,50.747107319411114,24.793389928066656,22.09858818070513,15.444798704120934,15.432791622646887,21.806544427262224,17.8580499881094,19.002002949011498,19.002002949011498,31.65046747261441,27.35814881408386,41.857353740241834,19.002002949011498,27.84266867069485,27.80732388711149,15.223364518174307,29.076825394453238,17.815934650915466,27.709607272881392,27.80732388711149,10.754311156947686,19.405410563054915,21.53182578420649,25.911390319884916,25.537576076865093,20.92954245003935,17.333881263963065,27.80732388711149,14.494354645442314,27.80732388711149,18.319461668084784,19.12491779534032
topology_carcinoma_2_clean.csv,27.246208059191886,13.091905074288718,21.044938308427188,6.81643118950849e-309,10.070445027715607,17.080129178896044,20.415438361775884,37.14752504506062,13.26007377258896,35.54597801569321,15.20781253879693,47.71242114449849,21.947180748218642,12.085561321479105,21.34619571346728,14.569991623322734,11.3968814103535,19.25949299003572,12.748566341141753,12.617452651810979,19.935669425268006,64.51939779892675,12.799149498877313,12.908891922881082,22.20165650895268,27.10062539098442,29.712462120676307,15.6818693195369,15.908841761295475,19.251969053637737,40.11432840686623,41.13043929359951,55.62964421975748,12.728897016282586,31.443647801567256,17.50115053682525,22.545872300861504,29.076825394453238,17.981103618201004,15.53162235731326,16.69875117165289,25.453780618248544,18.400187320664735,7.759535304690843,12.139099840369267,14.299181252885452,10.37010426956018,31.334618110252944,23.795913738227693,14.536626891816608,15.690237652706998,18.351239628830967,9.4927450729393
topology_ad_carcinoma_10_clean.csv,36.15540872295049,23.162350102004325,23.842735507231254,10.070445027715607,4.59713189953204e-309,27.15057420661165,21.089726551583965,43.84318873338588,9.58916554069531,35.54597801569321,16.418118636915164,53.10556343155928,32.01762577593425,16.245588539923332,31.41664074118289,13.151874985601877,8.766451189556818,22.23917127243457,12.748566341141753,12.252649672487166,18.748896718626767,66.72508846756872,12.799149498877313,22.97933695059669,25.100677788342693,33.94133954100831,39.782907148391914,13.3361456827475,16.16462437323757,21.271256303693875,40.11432840686623,47.158899519579826,56.633768163613226,19.42955813129329,25.561308171824336,16.763599035078272,20.763642514712853,29.076825394453238,17.024401487038475,13.781059767516949,12.97727704236501,34.41192669276373,16.168515470175855,6.671093889963472,8.67312459585409,11.559563190611158,9.25407090609913,38.57738670555425,14.349343232284182,18.72268795711925,9.346992968173437,18.351239628830967,13.171633860965912
topology_ad_carcinoma_9_clean.csv,27.076652053900276,16.867609402584108,19.002002949011498,17.080129178896044,27.15057420661165,5.908244859954013e-309,20.415438361775884,31.669558585620862,20.958258151152673,35.5459780156932,21.742063053476997,30.68161072132436,15.362732091828804,12.25606204282456,15.904403447252399,23.586758253433512,22.56939691544764,12.47406821779456,19.497302483096348,20.107041322389406,31.461967327269974,47.43926862003071,28.101228627447057,16.84561907729853,13.387463887816239,18.093175230956888,21.806544427262224,20.155306372771378,14.688154877824445,11.563655526430011,31.048907977095823,31.137265277591254,38.549515040861436,9.841779554585123,32.08772778850498,32.0780982502732,12.493430617873457,29.076825394453238,15.136974272952102,28.868273604212902,24.54408616748412,18.088331886619926,20.81003735311988,24.839664483586887,29.219229019265313,28.84541477624549,23.500822111178877,22.520425489116505,32.08772778850498,10.611068232263122,32.08772778850498,18.351239628830967,16.347567482578256
topology_dysplasia_5_clean.csv,24.620296110305627,20.415438361775884,20.41543836177588,20.415438361775884,21.089726551583965,20.415438361775884,1.703939239342098e-308,26.12824352119226,20.415438361775884,35.54597801569321,19.021946504028776,36.69313962063013,20.415438361775884,20.41543836177588,20.415438361775884,20.415438361775884,20.415438361775884,20.41543836177588,20.446670396697666,20.415438361775884,26.1113517665906,53.5001162750584,22.04038097241937,20.41543836177588,20.415438361775884,20.415438361775884,18.69318059680795,20.415438361775884,20.415438361775884,20.415438361775884,31.731835579415968,31.814951572662807,44.61036269588912,20.41543836177588,33.49055341562036,28.520432060693604,20.41543836177588,21.249796315905186,20.41543836177588,22.807425949185216,20.41543836177588,20.415438361775884,20.41543836177588,20.415438361775884,23.158381364237627,22.784567121217805,17.43997445615119,23.30155734202144,30.63355867369904,20.415438361775884,26.709519176575352,11.391237740385804,20.41543836177588
topology_dysplasia_14_clean.csv,24.881685649846986,31.669558585620862,31.669558585620862,37.14752504506062,43.84318873338588,31.669558585620862,26.12824352119226,1.351620116997662e-308,41.025654017317244,26.378997497319745,30.799851435861054,40.38176373534205,31.669558585620862,31.669558585620862,31.547760151749767,43.65415411959808,42.636792781612215,31.66955858562086,34.872652863855976,40.17443718855397,43.84318873338589,31.669558585620862,43.84318873338588,31.66955858562086,31.669558585620862,28.783566884945962,14.572707651942634,40.22270223893595,34.75555074398902,31.669558585620862,31.04890797709582,33.135658863468926,30.863785541951216,31.669558585620862,43.84318873338589,43.84318873338589,30.639601456456177,26.444029698816493,31.66955858562086,43.84318873338588,40.288246727012975,31.669558585620862,40.877433219284455,43.84318873338588,43.84318873338588,43.84318873338589,43.568217977343444,33.94163430638778,43.84318873338589,31.669558585620862,43.84318873338588,30.058314454939776,34.04633621181031
topology_ad_carcinoma_1_clean.csv,31.12433703144852,16.970034046545347,19.002002949011498,13.26007377258896,9.58916554069531,20.958258151152673,20.415438361775884,41.025654017317244,1.3822207257911467e-308,35.54597801569321,13.346269163595771,51.59055011675512,25.825309720475275,10.10223912204242,25.22432468572391,11.613194281749415,10.0345174888689,16.0468552169756,11.128369803369834,15.176108959467854,14.563874078619584,66.72508846756872,12.799149498877313,16.787020895137715,16.732821993556907,30.978754363241052,33.59059109293294,13.292658431955529,12.529018608172647,16.93062810957069,40.11432840686623,45.00856826585614,56.633768163613226,13.237242075834317,26.73781433520447,18.603745771030873,12.395786719927072,29.076825394453238,11.605130359293069,17.327777433413615,15.481963508967098,28.219610637304754,12.996358062946065,11.233791703526036,10.172518535091768,12.71029031072905,9.155018299072237,32.38507065009527,19.917784765971064,12.530371901660274,12.401392809383964,16.942047714520314,10.684384803861205
topology_dysplasia_13_clean.csv,35.54597801569321,35.54597801569321,35.54597801569321,35.54597801569321,35.54597801569321,35.5459780156932,35.54597801569321,26.378997497319745,35.54597801569321,7.129503029857677e-309,35.54597801569321,32.6178047741782,35.54597801569321,35.54597801569321,35.5459780156932,35.5459780156932,35.54597801569321,35.54597801569321,35.54597801569321,35.54597801569321,35.54597801569321,46.898045940526046,28.642451306951727,35.54597801569321,35.5459780156932,35.54597801569321,34.75480917587926,35.54597801569321,25.48085323492417,35.5459780156932,35.54597801569321,35.5459780156932,38.008292361356766,35.54597801569321,37.086770807687415,35.54597801569321,35.5459780156932,21.249796315905186,35.54597801569321,35.54597801569321,35.54597801569321,35.5459780156932,35.54597801569321,35.54597801569321,35.54597801569321,35.54597801569321,35.5459780156932,35.54597801569321,37.086770807687415,35.54597801569321,35.54597801569321,35.54597801569321,35.54597801569321
