,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv
topology_ad_carcinoma_2_clean.csv,1.654789241765667e-308,20.300735787151183,16.172541030603384,23.56528971700253,18.181151187260006,35.30775857615902,20.886048102073772,17.78355757093965,32.640950870747076,39.68990368988469,23.63964354983885,39.296876961543276
topology_ad_carcinoma_10_clean.csv,20.300735787151183,7.14464017890719e-309,18.209122105994936,19.077803735289294,38.4487132300589,23.946260872862496,11.914138881228283,12.97677118752469,23.08660056886788,33.06901285177943,19.233118390585304,26.242595161949907
topology_ad_carcinoma_9_clean.csv,16.172541030603384,18.209122105994936,6.83363956686847e-309,12.077251891176772,24.078462819512538,27.57067107773875,15.035067717570172,15.973274136648712,24.63713144707762,31.95281619146442,20.735298842028612,38.31233392374108
topology_ad_carcinoma_1_clean.csv,23.56528971700253,19.077803735289294,12.077251891176772,9.671872404014964e-309,23.63143146686093,28.76984509529165,19.416492179993753,15.784691006250966,21.843097332703593,30.578022180834196,22.392567670188555,28.4595271579699
topology_ad_carcinoma_8_clean.csv,18.181151187260006,38.4487132300589,24.078462819512538,23.63143146686093,8.63461750183101e-309,44.61590341620894,35.274658841634135,33.110129636329816,38.9119119217941,48.99804852993461,29.18157458652172,41.8545366560369
topology_ad_carcinoma_4_clean.csv,35.30775857615902,23.946260872862496,27.57067107773875,28.76984509529165,44.61590341620894,1.1737563793925323e-308,26.054139637394513,27.154996742066743,26.838499727036265,31.392226596528417,33.48686652816323,18.231751479855063
topology_ad_carcinoma_12_clean.csv,20.886048102073772,11.914138881228283,15.035067717570172,19.416492179993753,35.274658841634135,26.054139637394513,1.3500792138889745e-308,12.726072783658196,23.137939920256443,33.34653520175404,16.05906400216054,28.58659727965498
topology_ad_carcinoma_15_clean.csv,17.78355757093965,12.97677118752469,15.973274136648712,15.784691006250966,33.110129636329816,27.154996742066743,12.726072783658196,1.0460784465886454e-308,24.560690338846513,31.997326229505035,20.499479095499765,24.560690338846513
topology_ad_carcinoma_5_clean.csv,32.640950870747076,23.08660056886788,24.63713144707762,21.843097332703593,38.9119119217941,26.838499727036265,23.137939920256443,24.560690338846513,1.023432288777559e-308,31.220644840761935,23.878893348449594,28.713433232379316
topology_ad_carcinoma_6_clean.csv,39.68990368988469,33.06901285177943,31.95281619146442,30.578022180834196,48.99804852993461,31.392226596528417,33.34653520175404,31.997326229505035,31.220644840761935,7.82227158776837e-309,36.102706380895796,13.271578867652508
topology_ad_carcinoma_7_clean.csv,23.63964354983885,19.233118390585304,20.735298842028612,22.392567670188555,29.18157458652172,33.48686652816323,16.05906400216054,20.499479095499765,23.878893348449594,36.102706380895796,1.269220835546594e-308,39.33633020833145
topology_ad_carcinoma_13_clean.csv,39.296876961543276,26.242595161949907,38.31233392374108,28.4595271579699,41.8545366560369,18.231751479855063,28.58659727965498,24.560690338846513,28.713433232379316,13.271578867652508,39.33633020833145,9.567311637557985e-309
