CellID,X_centroid,Y_centroid,phenotype,Cluster
936446,38477.83486238532,32390.018348623853,B cells,0
508558,42483.69306930693,31014.68316831683,B cells,1
791282,38443.39705882353,32342.933823529413,B cells,2
810662,42864.45161290323,31295.93548387097,CD4+ T cells,0
698122,38280.78321678322,32525.42657342657,CD4+ T cells,1
791753,41854.46753246753,31430.597402597403,CD4+ T cells,2
426481,37729.87647058824,33062.111764705885,CD4+ T cells,3
868400,42238.22857142857,30978.542857142857,CD4+ T cells,4
802501,38915.711409395975,32319.10067114094,CD4+ T cells,5
474231,42665.57916666667,31359.68333333333,CD4+ T cells,6
514434,38299.64013840831,32428.67474048443,CD4+ T cells,7
909857,38286.95187165775,32478.29946524064,CD4+ T cells,8
240555,39728.24684684684,31455.1027027027,Ki67+ tumor cells ,0
80306,42039.52342487884,31416.70113085622,Ki67+ tumor cells ,1
571062,39113.67352941177,32258.117647058825,Ki67+ tumor cells ,2
725936,42908.330434782605,30752.18782608696,Ki67+ tumor cells ,3
919984,38378.49317738792,32306.51656920078,Ki67+ tumor cells ,4
32765,40270.10313315927,31225.08485639687,Ki67+ tumor cells ,5
539826,39487.37001897533,32034.41935483871,Ki67+ tumor cells ,6
212452,39570.09463722398,31538.148264984226,Ki67+ tumor cells ,7
148301,38462.13291139241,32129.554852320674,Ki67+ tumor cells ,8
246612,39200.6947535771,32229.10333863275,Ki67+ tumor cells ,9
708242,38432.130384167634,32183.50407450524,Ki67+ tumor cells ,10
401116,39674.8452722063,31493.03151862464,Ki67+ tumor cells ,11
275893,42947.59426229508,30754.063524590165,Ki67+ tumor cells ,12
49104,42018.29329608939,31442.733240223464,Ki67+ tumor cells ,13
167247,39554.17631578948,31556.55,Ki67+ tumor cells ,14
649874,39180.04200323102,32240.798061389338,Ki67+ tumor cells ,15
640706,39133.29235382309,32259.46476761619,Ki67+ tumor cells ,16
943582,38381.1375,32321.87083333333,Ki67+ tumor cells ,17
466138,42819.62694300518,31080.80829015544,M1/M0 macrophages,0
595628,38970.98591549296,32109.469483568075,M1/M0 macrophages,1
412714,40834.020833333336,31375.205729166668,M1/M0 macrophages,2
829740,37806.03010033445,33032.02675585284,M1/M0 macrophages,3
777022,39327.56716417911,31693.20895522388,M1/M0 macrophages,4
701890,41718.2144772118,31476.23324396783,M1/M0 macrophages,5
898335,38492.73006134969,32233.815950920245,M1/M0 macrophages,6
828915,42139.975,31194.76785714286,M1/M0 macrophages,7
586463,40308.71376811594,31430.344202898552,M1/M0 macrophages,8
565050,43148.140625,30837.34375,M1/M0 macrophages,9
792473,38139.508771929824,32828.43859649123,M1/M0 macrophages,10
1017889,39962.82666666667,31675.50222222222,M1/M0 macrophages,11
360721,42409.47136563877,30999.31718061674,M1/M0 macrophages,12
721146,42866.0652173913,30801.28260869565,M1/M0 macrophages,13
273675,41443.091228070174,31455.171929824563,M1/M0 macrophages,14
711912,37888.30973451328,32805.19469026549,M1/M0 macrophages,15
803818,43088.73368146214,31062.43080939948,M1/M0 macrophages,16
775858,39345.142857142855,31918.75,M1/M0 macrophages,17
460941,42701.68163265306,30951.044897959186,M1/M0 macrophages,18
1003567,38341.77586206896,32372.0,M1/M0 macrophages,19
72656,42902.43554006969,31261.5818815331,M1/M0 macrophages,20
595856,39473.10945273632,31605.378109452737,M1/M0 macrophages,21
397677,42205.760162601626,31350.556910569107,M1/M0 macrophages,22
574231,39333.16666666666,31685.640350877195,M1/M0 macrophages,23
1024143,38509.10924369748,32362.495798319327,M2 macrophages,0
248564,41995.80167014614,31093.35699373695,M2 macrophages,1
484280,39919.57446808511,31769.4609929078,M2 macrophages,2
143841,41258.6359832636,31519.92887029289,M2 macrophages,3
610485,39192.220216606496,32013.20938628159,M2 macrophages,4
235046,42834.70056497176,31030.77401129944,M2 macrophages,5
876214,40656.26744186047,31468.988372093023,M2 macrophages,6
688167,37775.51832460733,32983.89528795811,M2 macrophages,7
577812,38786.71904761904,31976.657142857144,M2 macrophages,8
467348,40231.73725490197,31246.698039215687,M2 macrophages,9
657937,41241.2874617737,31203.40366972477,M2 macrophages,10
948021,39437.78571428572,31876.76623376624,M2 macrophages,11
545872,42526.5,31086.74747474748,M2 macrophages,12
474688,42299.82993197279,30998.14285714286,M2 macrophages,13
52299,38974.61397058824,31769.63235294117,M2 macrophages,14
220257,40844.32903225807,31503.212903225805,M2 macrophages,15
626081,42649.74576271186,30920.71525423729,M2 macrophages,16
463915,40122.3546511628,31778.18895348837,M2 macrophages,17
572250,41424.016393442624,31467.88524590164,M2 macrophages,18
921073,37874.505102040814,32815.239795918365,M2 macrophages,19
685481,39829.32682926829,31708.54634146341,M2 macrophages,20
334008,40501.465587044535,31449.615384615383,M2 macrophages,21
550676,39277.21978021978,31987.227106227107,M2 macrophages,22
738592,42906.59433962264,31069.20754716981,M2 macrophages,23
648524,38905.705882352944,32011.989619377164,M2 macrophages,24
517259,41124.67037037037,31192.462962962964,M2 macrophages,25
364766,39421.755485893416,31949.934169279,M2 macrophages,26
607166,39954.13605442177,31699.721088435374,M2 macrophages,27
380521,40772.3025477707,31492.47770700637,M2 macrophages,28
283021,39415.764102564106,31813.71794871795,M2 macrophages,29
382886,41975.65957446808,31113.31914893617,M2 macrophages,30
867326,42833.01680672269,30969.210084033613,M2 macrophages,31
380449,37807.78278688525,33015.25409836065,M2 macrophages,32
679117,40666.592,31510.888,M2 macrophages,33
435846,42937.01550387597,31097.124031007752,M2 macrophages,34
970030,39803.26470588235,31720.13725490196,M2 macrophages,35
961395,39257.9453125,31990.921875,M2 macrophages,36
285302,41960.16047297297,31103.993243243243,M2 macrophages,37
824674,39202.119718309856,31999.436619718308,M2 macrophages,38
795389,38827.18326693227,32292.17131474104,NK,0
692230,42651.785454545454,31337.196363636365,NK,1
567917,40189.97237569061,31607.911602209944,NK,2
1007027,38119.41,32719.09,NK,3
463368,39503.56793478261,31837.057065217392,NK,4
140691,41923.22598870056,31442.531073446327,NK,5
