CellID,X_centroid,Y_centroid,phenotype,Cluster
508237,50037.96875,41131.921875,B cells,0
469853,50130.64,39614.37333333334,B cells,1
439880,48763.86742424242,40029.02272727273,B cells,2
1029616,49964.875,40760.333333333336,B cells,3
396870,49908.801886792455,40376.127358490565,B cells,4
451212,49284.87924528302,40258.50188679245,B cells,5
610224,48412.56147540984,39602.85655737705,B cells,6
740058,49504.4375,39941.9921875,B cells,7
482026,49766.66666666666,39664.21403508772,B cells,8
544885,49100.54109589041,40404.87671232877,B cells,9
995160,49937.732142857145,40879.44642857143,B cells,10
900452,49931.05357142857,40770.674107142855,B cells,11
874830,49993.16666666666,40781.522012578615,B cells,12
865294,49933.95652173913,40346.66666666666,B cells,13
599162,49974.640167364014,40723.03347280335,B cells,14
835728,50153.36363636364,39603.506493506495,B cells,15
828490,50132.0,39594.0,B cells,16
563916,50036.012738853504,41146.56050955414,B cells,17
741754,49974.449735449736,40771.43386243386,B cells,18
294541,49918.66393442623,40762.7131147541,B cells,19
555487,48423.20754716981,39612.04402515724,B cells,20
809594,49921.8223938224,40352.11196911197,B cells,21
812384,50138.5,39608.931818181816,B cells,22
585206,49940.565573770495,40134.2868852459,CD4+ T cells,0
869793,48525.40625,39769.28125,CD4+ T cells,1
226331,49867.1649122807,39557.0701754386,CD4+ T cells,2
915609,49950.83950617284,40908.950617283954,CD4+ T cells,3
845429,50104.97530864197,39712.98765432099,CD4+ T cells,4
1028580,50220.54497354497,40346.275132275136,CD4+ T cells,5
548889,49664.01960784314,39967.35784313725,CD4+ T cells,6
703969,49627.62234042553,39697.22340425532,CD4+ T cells,7
495592,49680.36956521739,40166.41304347826,CD4+ T cells,8
757884,50058.55405405405,39939.06756756757,CD4+ T cells,9
1008757,50143.43333333333,40562.26666666667,CD4+ T cells,10
141673,50057.0,40067.25974025974,CD4+ T cells,11
1019975,49925.857142857145,39636.67857142857,CD4+ T cells,12
939625,50123.65185185185,40323.43703703704,CD4+ T cells,13
50347,50134.28909952607,39863.95260663507,CD4+ T cells,14
804606,50014.38571428572,39694.6,CD4+ T cells,15
625090,50148.45882352941,39660.14117647059,CD4+ T cells,16
650866,49990.24752475248,40948.72277227723,CD4+ T cells,17
31595,50104.3893129771,39644.50381679389,CD4+ T cells,18
832194,50212.44680851064,40352.64539007093,CD4+ T cells,19
1016944,50096.425531914894,39715.2340425532,CD4+ T cells,20
