CellID,X_centroid,Y_centroid,phenotype,Cluster
903288,21941.597014925374,17349.626865671642,B cells,0
730514,22977.822580645163,17468.314516129034,B cells,1
657612,22512.105571847507,18291.5073313783,B cells,2
986013,21860.696428571428,17528.714285714286,B cells,3
737928,23002.81707317073,17432.646341463416,B cells,4
1009562,21761.44871794872,17434.82051282051,CD4+ T cells,0
581346,22591.97333333333,17271.146666666667,CD4+ T cells,1
694383,22027.329268292684,17511.634146341465,CD4+ T cells,2
1023250,21996.727272727272,17487.333333333332,CD4+ T cells,3
799121,22018.38372093024,17512.232558139534,CD4+ T cells,4
735504,21179.881266490764,17197.313984168864,Ki67+ tumor cells ,0
692236,22442.607282184654,17954.51755526658,Ki67+ tumor cells ,1
78827,21817.58006042296,16814.309164149043,Ki67+ tumor cells ,2
933229,22240.589779005524,17444.118784530387,Ki67+ tumor cells ,3
858427,22282.96153846154,17454.740384615383,Ki67+ tumor cells ,4
576868,22436.63344051447,17990.118971061092,Ki67+ tumor cells ,5
660542,21408.392156862745,17344.735294117647,M1/M0 macrophages,0
890532,22611.0,17282.472972972973,M1/M0 macrophages,1
383603,22391.540625,17767.940625,M1/M0 macrophages,2
917458,22971.070175438595,17394.859649122805,M1/M0 macrophages,3
983161,22370.72932330827,16841.72932330827,M1/M0 macrophages,4
343245,21575.76119402985,17075.149253731342,M1/M0 macrophages,5
756505,22778.376146789,17422.871559633026,M1/M0 macrophages,6
339866,21353.06289308176,17131.572327044025,M1/M0 macrophages,7
494865,21682.656,17263.032,M1/M0 macrophages,8
379308,22260.162528216704,17610.68171557562,M1/M0 macrophages,9
269302,22765.9011627907,17432.5988372093,M1/M0 macrophages,10
872861,22362.557939914164,16829.45922746781,M1/M0 macrophages,11
893342,22300.15322580645,17140.33064516129,M2 macrophages,0
757356,21703.97350993377,17214.543046357616,M2 macrophages,1
1034402,22467.0987654321,18241.172839506173,M2 macrophages,2
518999,22957.076517150395,17437.88654353562,M2 macrophages,3
550715,22031.29411764706,17105.34117647059,M2 macrophages,4
450229,22078.9375,17476.875,M2 macrophages,5
623853,21307.665217391303,17286.695652173912,M2 macrophages,6
642615,22435.32352941177,17384.051470588234,M2 macrophages,7
812407,22339.23976608187,16964.327485380116,M2 macrophages,8
317878,21556.52173913044,17109.869565217392,M2 macrophages,9
64568,21888.281632653063,17312.18775510204,M2 macrophages,10
263240,22213.68548387097,17223.75806451613,M2 macrophages,11
411576,22083.80193236715,16840.024154589373,M2 macrophages,12
890204,22373.08130081301,17240.91056910569,M2 macrophages,13
262480,21841.280334728035,17091.74058577406,M2 macrophages,14
706277,21996.52,17002.57,M2 macrophages,15
655362,22172.416666666668,17069.630952380954,M2 macrophages,16
645075,22097.38425925926,17307.85185185185,M2 macrophages,17
988062,21961.0612244898,17107.775510204083,M2 macrophages,18
899106,21853.894736842107,17458.413533834588,M2 macrophages,19
979941,22383.45569620253,16846.01265822785,M2 macrophages,20
589847,21828.236486486487,17272.02364864865,M2 macrophages,21
978227,22270.58252427185,16883.563106796115,M2 macrophages,22
1016732,22866.346666666668,17368.786666666667,M2 macrophages,23
561444,22431.50925925926,17266.328703703704,M2 macrophages,24
911733,22116.666666666668,17074.68888888889,M2 macrophages,25
808066,21913.298245614034,17138.251461988304,M2 macrophages,26
541142,22116.581632653066,17211.275510204083,M2 macrophages,27
897627,21460.066176470587,17131.558823529413,M2 macrophages,28
703190,22321.0,17172.805,M2 macrophages,29
612425,21934.38789237668,17234.396860986548,M2 macrophages,30
817107,22993.8501529052,17365.345565749234,M2 macrophages,31
900491,21622.49523809524,17116.52380952381,M2 macrophages,32
888686,22229.836633663366,17266.37623762376,M2 macrophages,33
641554,22495.064220183485,18286.967889908257,M2 macrophages,34
636976,22506.717391304348,17392.804347826088,M2 macrophages,35
456518,22220.41052631579,17031.21052631579,M2 macrophages,36
773835,22251.434146341464,17117.8,M2 macrophages,37
591648,22315.691304347827,17258.039130434783,M2 macrophages,38
681626,22037.875776397515,17012.03105590062,M2 macrophages,39
83182,22461.113537117904,17233.207423580785,M2 macrophages,40
