,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_3_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_carcinoma_14_clean.csv
topology_ad_carcinoma_2_clean.csv,0.0,9339.261903363888,3928.3595753209943,4080.009416950475,2624.854272972982,9351.688894884102,7395.079546877557,2094.70778173206,2098.2879019310967,6706.8078037074165,4998.926783921232,5334.756381745934,4532.234711504259,5832.484943492766,4300.783150721097
topology_ad_carcinoma_10_clean.csv,9339.261903363888,0.0,5497.864731115569,6378.633406900847,7138.974383281396,2175.444237356847,7546.105859930248,8807.588019097046,11023.848647153858,5687.444309321593,13252.186619116439,12587.401719349253,6085.622629967597,10954.21936256317,5132.1302045401635
topology_ad_carcinoma_9_clean.csv,3928.3595753209943,5497.864731115569,0.0,1556.7458399888462,1973.3605805442978,5804.119514015629,5805.80287038073,3669.2928950122237,5645.5798666440005,4456.470713009362,8173.88860719236,7550.060828866221,2439.9372727713435,6143.287502865113,1558.561256246301
topology_ad_carcinoma_3_clean.csv,4080.009416950475,6378.633406900847,1556.7458399888462,0.0,2545.5465212406098,6338.556921515978,6876.212751645459,4189.200093092366,6060.0747207737195,5665.511575277109,6921.904014880504,8071.020879006155,3570.2368408284005,6638.0326407444245,2605.6860914249314
topology_ad_carcinoma_1_clean.csv,2624.854272972982,7138.974383281396,1973.3605805442978,2545.5465212406098,0.0,7209.237003730154,6025.814505126488,2627.038800958211,4206.45575683844,4826.643687727552,7281.511884366465,6334.506004945092,2718.111941968309,5862.641347706979,2125.455329502037
topology_ad_carcinoma_8_clean.csv,9351.688894884102,2175.444237356847,5804.119514015629,6338.556921515978,7209.237003730154,0.0,6906.7598857946605,9325.852101307893,11213.349408877179,5596.8650442012695,13203.369699999888,13230.032351766515,6667.679291267854,11560.765638120345,5359.5040499763045
topology_ad_carcinoma_4_clean.csv,7395.079546877557,7546.105859930248,5805.80287038073,6876.212751645459,6025.814505126488,6906.7598857946605,0.0,5501.300464787749,8298.509138548636,1985.5706271792908,12129.933328949992,6564.439389307353,3564.2004164771656,4912.719229663426,6072.093773121839
topology_ad_carcinoma_12_clean.csv,2094.70778173206,8807.588019097046,3669.2928950122237,4189.200093092366,2627.038800958211,9325.852101307893,5501.300464787749,0.0,2846.5474321710403,5202.6566254161135,6645.507141806392,4003.5642825759246,3185.231440033477,3906.0739193994823,4142.17061272903
topology_ad_carcinoma_15_clean.csv,2098.2879019310967,11023.848647153858,5645.5798666440005,6060.0747207737195,4206.45575683844,11213.349408877179,8298.509138548636,2846.5474321710403,0.0,7821.806899145047,4106.436112878129,5540.534756098088,5683.397082612724,6259.919811619046,6049.899447224662
topology_ad_carcinoma_5_clean.csv,6706.8078037074165,5687.444309321593,4456.470713009362,5665.511575277109,4826.643687727552,5596.8650442012695,1985.5706271792908,5202.6566254161135,7821.806899145047,0.0,11677.5365861345,7862.127164268178,2243.8772081312945,6227.606837100868,4353.840764199818
topology_ad_carcinoma_11_clean.csv,4998.926783921232,13252.186619116439,8173.88860719236,6921.904014880504,7281.511884366465,13203.369699999888,12129.933328949992,6645.507141806392,4106.436112878129,11677.5365861345,0.0,8540.262286647474,9493.510774658878,9591.398386180252,8823.064666483764
topology_ad_carcinoma_6_clean.csv,5334.756381745934,12587.401719349253,7550.060828866221,8071.020879006155,6334.506004945092,13230.032351766515,6564.439389307353,4003.5642825759246,5540.534756098088,7862.127164268178,8540.262286647474,0.0,6628.10207094812,1796.8340511062643,8016.493575129442
topology_ad_carcinoma_7_clean.csv,4532.234711504259,6085.622629967597,2439.9372727713435,3570.2368408284005,2718.111941968309,6667.679291267854,3564.2004164771656,3185.231440033477,5683.397082612724,2243.8772081312945,9493.510774658878,6628.10207094812,0.0,5024.155887768776,2599.0425240225395
topology_ad_carcinoma_13_clean.csv,5832.484943492766,10954.21936256317,6143.287502865113,6638.0326407444245,5862.641347706979,11560.765638120345,4912.719229663426,3906.0739193994823,6259.919811619046,6227.606837100868,9591.398386180252,1796.8340511062643,5024.155887768776,0.0,6888.172690238806
topology_ad_carcinoma_14_clean.csv,4300.783150721097,5132.1302045401635,1558.561256246301,2605.6860914249314,2125.455329502037,5359.5040499763045,6072.093773121839,4142.17061272903,6049.899447224662,4353.840764199818,8823.064666483764,8016.493575129442,2599.0425240225395,6888.172690238806,0.0
