,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_3_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_carcinoma_14_clean.csv
topology_ad_carcinoma_2_clean.csv,1.5164796790681203e-308,inf,inf,inf,22.550765702086267,inf,32.97869126170687,26.28726829323213,30.62218520053318,33.6684831913135,inf,42.86925507851424,32.47328991266815,42.86925507851424,inf
topology_ad_carcinoma_10_clean.csv,inf,2.120621712110856e-308,44.99751667808754,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_ad_carcinoma_9_clean.csv,inf,44.99751667808754,1.42315973460919e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_ad_carcinoma_3_clean.csv,inf,inf,inf,1.0357888212283343e-308,inf,inf,inf,inf,inf,inf,31.052301400024348,inf,inf,inf,inf
topology_ad_carcinoma_1_clean.csv,22.550765702086267,inf,inf,inf,1.0229777592174094e-308,inf,31.772013508531217,24.26053212050668,28.91248854330229,31.772013508531217,inf,31.772013508531217,31.772013508531217,29.521979635689846,inf
topology_ad_carcinoma_8_clean.csv,inf,inf,inf,inf,inf,2.035922354425223e-308,inf,inf,inf,inf,inf,inf,inf,inf,28.692253690698408
topology_ad_carcinoma_4_clean.csv,32.97869126170687,inf,inf,inf,31.772013508531217,inf,1.614823619118254e-308,22.788229227624683,26.27955971648828,17.08915487553466,inf,35.91515106197765,19.626878947692234,26.727883035146675,inf
topology_ad_carcinoma_12_clean.csv,26.28726829323213,inf,inf,inf,24.26053212050668,inf,22.788229227624683,7.08489059093145e-309,16.461130367742484,25.052715493407575,inf,25.401970777651428,14.005410492909292,32.97826160949177,inf
topology_ad_carcinoma_15_clean.csv,30.62218520053318,inf,inf,inf,28.91248854330229,inf,26.27955971648828,16.461130367742484,1.225528673844969e-308,22.894621165743843,inf,31.197290470540253,17.311838009998667,31.197290470540253,inf
topology_ad_carcinoma_5_clean.csv,33.6684831913135,inf,inf,inf,31.772013508531217,inf,17.08915487553466,25.052715493407575,22.894621165743843,7.92583791360705e-309,inf,27.81384334989464,26.319989074817357,20.03477290802155,inf
topology_ad_carcinoma_11_clean.csv,inf,inf,inf,31.052301400024348,inf,inf,inf,inf,inf,inf,2.2191041885338155e-308,inf,inf,inf,inf
topology_ad_carcinoma_6_clean.csv,42.86925507851424,inf,inf,inf,31.772013508531217,inf,35.91515106197765,25.401970777651428,31.197290470540253,27.81384334989464,inf,9.25341940170762e-309,31.794657182426988,17.06289061846128,inf
topology_ad_carcinoma_7_clean.csv,32.47328991266815,inf,inf,inf,31.772013508531217,inf,19.626878947692234,14.005410492909292,17.311838009998667,26.319989074817357,inf,31.794657182426988,1.620585621103708e-308,43.177310058334186,inf
topology_ad_carcinoma_13_clean.csv,42.86925507851424,inf,inf,inf,29.521979635689846,inf,26.727883035146675,32.97826160949177,31.197290470540253,20.03477290802155,inf,17.06289061846128,43.177310058334186,6.619692894199375e-309,inf
topology_ad_carcinoma_14_clean.csv,inf,inf,inf,inf,inf,28.692253690698408,inf,inf,inf,inf,inf,inf,inf,inf,1.9725647120898537e-308
