,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_3_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_carcinoma_14_clean.csv
topology_ad_carcinoma_2_clean.csv,9.89967775819373e-309,54.52501276563668,27.778785009259693,10.467277145867556,39.46308139300688,34.996452371715925,48.30485557786149,49.89347375547405,36.257839481241426,61.98949377856876,33.95365939713338,70.57830613376923,59.969073414146514,40.294203006013845,47.13523608364285
topology_ad_carcinoma_10_clean.csv,54.52501276563668,6.32757994012115e-309,26.746227756376992,55.06993306949337,18.6999970946204,19.528560393920756,13.977908886311162,12.016654346180214,23.72201834026677,9.488381860326546,71.59455672552917,19.968915790992224,8.987877056865212,19.761979704314218,13.631401885891064
topology_ad_carcinoma_9_clean.csv,27.778785009259693,26.746227756376992,1.5983432426726147e-308,28.323705313116378,12.2420848692868,8.951641136777381,27.174334398995693,22.114688746214355,16.516411988769846,34.210708769309065,44.84832896915217,46.546189181348254,32.19028840488683,24.73834119625758,19.35645107438316
topology_ad_carcinoma_3_clean.csv,10.467277145867556,55.06993306949337,28.323705313116378,1.1431949798173143e-308,40.00800169686357,35.54137267557262,48.84977588171817,50.43839405933073,36.80275978509812,62.53441408242544,27.879084127054895,70.85076628569757,60.513993718003206,40.83912330987053,47.68015638749954
topology_ad_carcinoma_1_clean.csv,39.46308139300688,18.6999970946204,12.2420848692868,40.00800169686357,1.506740593119317e-308,10.191975961619878,28.29201625509485,13.25400690253005,11.133703842513732,25.48954767528369,56.53262535289937,35.26748644274916,20.505992021139633,28.992950851519012,9.593410676415147
topology_ad_carcinoma_8_clean.csv,34.996452371715925,19.528560393920756,8.951641136777381,35.54137267557262,10.191975961619878,6.09826194591783e-309,25.94785320562734,14.897021383758114,14.637311975319232,26.993041406852825,52.06599633160842,39.32852181889201,24.97262104243059,26.997614122968358,12.138783711926918
topology_ad_carcinoma_4_clean.csv,48.30485557786149,13.977908886311162,27.174334398995693,48.84977588171817,28.29201625509485,25.94785320562734,1.054396153676406e-308,17.391259181425355,32.97215444854317,13.684638200707269,65.37439953775396,26.020118612746458,14.243070125929405,8.384896919470162,22.353846331481165
topology_ad_carcinoma_12_clean.csv,49.89347375547405,12.016654346180214,22.114688746214355,50.43839405933073,13.25400690253005,14.897021383758114,17.391259181425355,6.13329070529618e-309,18.276028148176422,15.441610311468608,66.96301771536653,25.542447537518836,10.075599658672472,20.814926179575494,8.62730767521522
topology_ad_carcinoma_15_clean.csv,36.257839481241426,23.72201834026677,16.516411988769846,36.80275978509812,11.133703842513732,14.637311975319232,32.97215444854317,18.276028148176422,5.338372961914635e-309,30.351303719624166,53.32738344113392,40.289507688395524,23.71123393290509,32.81890985083203,14.615431922061518
topology_ad_carcinoma_5_clean.csv,61.98949377856876,9.488381860326546,34.210708769309065,62.53441408242544,25.48954767528369,26.993041406852825,13.684638200707269,15.441610311468608,30.351303719624166,8.56700835221981e-309,79.05903773846123,14.445188401489801,11.852916832227436,21.695290772554912,18.804326980184754
topology_ad_carcinoma_11_clean.csv,33.95365939713338,71.59455672552917,44.84832896915217,27.879084127054895,56.53262535289937,52.06599633160842,65.37439953775396,66.96301771536653,53.32738344113392,79.05903773846123,6.88029303125634e-309,79.11307811371547,77.038617374039,57.36374696590633,64.20478004353532
topology_ad_carcinoma_6_clean.csv,70.57830613376923,19.968915790992224,46.546189181348254,70.85076628569757,35.26748644274916,39.32852181889201,26.020118612746458,25.542447537518836,40.289507688395524,14.445188401489801,79.11307811371547,2.1147554986257163e-308,23.382560675346426,34.030771184594094,31.508188487130923
topology_ad_carcinoma_7_clean.csv,59.969073414146514,8.987877056865212,32.19028840488683,60.513993718003206,20.505992021139633,24.97262104243059,14.243070125929405,10.075599658672472,23.71123393290509,11.852916832227436,77.038617374039,23.382560675346426,2.029496114243632e-308,19.674870408132676,12.83383733050367
topology_ad_carcinoma_13_clean.csv,40.294203006013845,19.761979704314218,24.73834119625758,40.83912330987053,28.992950851519012,26.997614122968358,8.384896919470162,20.814926179575494,32.81890985083203,21.695290772554912,57.36374696590633,34.030771184594094,19.674870408132676,1.2733993251073004e-308,25.049053820873105
topology_ad_carcinoma_14_clean.csv,47.13523608364285,13.631401885891064,19.35645107438316,47.68015638749954,9.593410676415147,12.138783711926918,22.353846331481165,8.62730767521522,14.615431922061518,18.804326980184754,64.20478004353532,31.508188487130923,12.83383733050367,25.049053820873105,1.9949795234939594e-308
