dimension,birth,death
1,6.283095287474978,13.331916412010568
1,7.016437174592244,12.949592183395689
1,6.649205795902468,11.772653135361635
1,9.80836793929821,14.220718494596222
1,6.298662501182193,9.49994704939593
1,10.687124972897008,13.73073360031733
1,6.444449876602937,9.372903088494066
1,10.47982553201533,13.359810147714429
1,6.803676112993549,9.641655321698934
1,6.18489850742871,8.992810203908476
1,6.397149779328881,9.096015690688628
1,11.268011802923231,13.682558864428982
1,9.83127099957022,12.046207333061773
1,5.914504441882786,7.895498013988024
1,6.104083075377967,8.023038116885647
1,5.7866528807679485,7.590920254652923
1,11.2290351854649,12.832600972247059
1,6.119064807548647,7.499283199882417
1,11.230080915617815,12.079674616266468
1,10.812644655667228,11.638811690090698
1,6.213760701890108,7.008759551301113
1,8.845829484655024,9.62458448560882
1,6.501770671870359,7.201272628932417
1,5.906118090825634,6.459463199842487
1,6.394650540607449,6.847164177250077
1,6.437802170450034,6.818257345278447
1,6.000920071333788,6.1029498053732585
1,11.000124021167869,11.074246706226104
0,0.0,inf
0,0.0,9.531863547409426
0,0.0,9.143973146174435
0,0.0,8.89322810754562
0,0.0,8.79411986727579
0,0.0,6.584715502464251
0,0.0,6.542081329745145
0,0.0,6.358123992239547
0,0.0,6.136865316833589
0,0.0,6.136797603286343
0,0.0,6.0823913923516
0,0.0,6.026123392581183
0,0.0,6.025340772804224
0,0.0,6.022989321533738
0,0.0,6.008826833383097
0,0.0,5.946261445110797
0,0.0,5.93602837572218
0,0.0,5.923416223141215
0,0.0,5.921576257205333
0,0.0,5.884966781211195
0,0.0,5.883305299744354
0,0.0,5.857306127713402
0,0.0,5.849916176696581
0,0.0,5.808948113739002
0,0.0,5.802159634447424
0,0.0,5.797584587675658
0,0.0,5.790111451863427
0,0.0,5.783536382733134
0,0.0,5.772847919638767
0,0.0,5.772682689172061
0,0.0,5.768207886529597
0,0.0,5.761860302061978
0,0.0,5.732965807719365
0,0.0,5.730591519767604
0,0.0,5.721497810021662
0,0.0,5.718733750709607
0,0.0,5.718053898111159
0,0.0,5.705958155954933
0,0.0,5.693116191323105
0,0.0,5.690323788532516
0,0.0,5.664158428279732
0,0.0,5.662486242045361
0,0.0,5.648392402683616
0,0.0,5.6097819004896925
0,0.0,5.6017326339105935
0,0.0,5.592438164092958
0,0.0,5.586364589929178
0,0.0,5.578035200866777
0,0.0,5.564713308133805
0,0.0,5.54103566282627
0,0.0,5.540389730636908
0,0.0,5.535573874947384
0,0.0,5.4954859075569615
0,0.0,5.492470760767175
0,0.0,5.473452081269229
0,0.0,5.4589047826311665
0,0.0,5.452995309077778
0,0.0,5.449662974039055
0,0.0,5.43943514713977
0,0.0,5.4337423158956994
0,0.0,5.425803677712495
0,0.0,5.422449428377233
0,0.0,5.4116663618981535
0,0.0,5.401055061369143
0,0.0,5.363661785574574
0,0.0,5.3481205807973495
0,0.0,5.344590655577674
0,0.0,5.313970384749994
0,0.0,5.302934198263364
0,0.0,5.261799367445194
0,0.0,5.1927113639078755
0,0.0,5.180435701994573
0,0.0,5.169178673954435
0,0.0,5.138701197773616
0,0.0,5.108765554383179
0,0.0,5.108383189756973
0,0.0,5.056275147511942
0,0.0,5.043713698157376
0,0.0,5.023216838643544
0,0.0,5.007998258862315
0,0.0,4.9728712522199
0,0.0,4.954861612070638
0,0.0,4.938188968245156
0,0.0,4.924323244596527
0,0.0,4.887508318537734
0,0.0,4.88232144253167
0,0.0,4.8325785458955846
0,0.0,4.805585546566564
0,0.0,4.784702628901363
0,0.0,4.778137546823358
0,0.0,4.668826946070535
0,0.0,4.642778330375037
0,0.0,4.409339697025458
0,0.0,4.376897681025827
