dimension,birth,death
1,7.420351392087554,12.380049474860753
1,7.672384247400055,12.315653120780203
1,7.523960215489116,11.348416289592762
1,7.974285596166636,11.54827162456759
1,7.972379331137382,11.445172758628507
1,7.167816894302148,10.368083933941097
1,7.179004247722877,10.376673225182635
1,8.303076982206592,11.306145069108716
1,8.436926811763577,11.328082938401947
1,7.22273634997178,9.816270596896526
1,7.940079532393986,10.070260716169779
1,7.8969863341906015,9.99512354619875
1,7.549337128073164,9.467844296056352
1,7.846340457041489,9.748553408214576
1,9.897408680564263,11.728595302434172
1,9.21864644393508,11.041362092299678
1,7.0183989392657455,8.813333766005114
1,8.172009220129254,9.95997578740697
1,8.911815515024015,10.69771664880952
1,9.084917890126931,10.637890505474882
1,7.68692528635546,9.130921338495694
1,8.00174979212449,9.442137499285622
1,8.377341281025593,9.813080080947756
1,8.06023595362555,9.36604387016086
1,7.542595564298254,8.68357725185241
1,8.078635748414186,9.200278611575419
1,8.2548729853666,9.356463155369013
1,8.333313760295662,9.415729509139416
1,9.104024784369207,10.11526149033496
1,7.534805078697422,8.345281496235929
1,7.252246897766414,8.02569657759098
1,7.189313048448151,7.7878679735833
1,7.70172702067869,8.2627216729383
1,8.637196704989224,9.182991928896277
1,8.560856126609673,9.076866161697563
1,7.1999518404828935,7.565038394956089
1,8.673342236357382,9.027722502274326
1,12.20592875571279,12.555653003126793
1,7.9405368962227225,8.15899950831475
1,7.64720803887795,7.84464340888864
1,7.853116324374821,7.916446067724788
0,0.0,inf
0,0.0,8.857051394026874
0,0.0,7.878515464042688
0,0.0,7.801792049502058
0,0.0,7.783656383468203
0,0.0,7.572783646334751
0,0.0,7.55822965913591
0,0.0,7.529088620935517
0,0.0,7.524047356702638
0,0.0,7.452582323219406
0,0.0,7.4261955802153805
0,0.0,7.41942788927028
0,0.0,7.401137038054509
0,0.0,7.377305064522584
0,0.0,7.370466927660469
0,0.0,7.368528179239066
0,0.0,7.343787315702227
0,0.0,7.300055433203669
0,0.0,7.243660007407079
0,0.0,7.158028886977953
0,0.0,7.124092231751964
0,0.0,7.1212988196661335
0,0.0,7.10654803684602
0,0.0,7.075834096976647
0,0.0,7.06654239833105
0,0.0,7.063902173971491
0,0.0,7.040142716412467
0,0.0,6.991004745650993
0,0.0,6.960930700202209
0,0.0,6.931428960129569
0,0.0,6.904044933560839
0,0.0,6.857235862464507
0,0.0,6.832057704063642
0,0.0,6.805721549181149
0,0.0,6.7960978779677035
0,0.0,6.7609861246289205
0,0.0,6.7262491356507415
0,0.0,6.721885474408638
0,0.0,6.6966615885622325
0,0.0,6.642356381486671
0,0.0,6.631103272627026
0,0.0,6.62382869952357
0,0.0,6.594202347378862
0,0.0,6.572989817672863
0,0.0,6.564635895801415
0,0.0,6.5635015750517445
0,0.0,6.556822371172207
0,0.0,6.520755941906725
0,0.0,6.465340723344296
0,0.0,6.450940943246532
0,0.0,6.42621246043466
0,0.0,6.384279738371261
0,0.0,6.373136112254738
0,0.0,6.363295689301135
0,0.0,6.354713091259301
0,0.0,6.331612706941213
0,0.0,6.322134746673952
0,0.0,6.296868220443659
0,0.0,6.265468516379486
0,0.0,6.2438763923270555
0,0.0,6.241536667955677
0,0.0,6.217730897585786
0,0.0,6.2132086116559195
0,0.0,6.21054655153708
0,0.0,6.189823400891011
0,0.0,6.120137016236288
0,0.0,6.109087162036626
0,0.0,6.096425182022657
0,0.0,6.086058264094361
0,0.0,6.041191935371694
0,0.0,5.989605416775668
0,0.0,5.968089220370931
0,0.0,5.951322707262109
0,0.0,5.844142366506825
0,0.0,5.809773852932841
0,0.0,5.783946875020661
0,0.0,5.776142276806797
0,0.0,5.770482647972195
0,0.0,5.704102866287742
0,0.0,5.612364647593506
0,0.0,5.6069785639665195
0,0.0,5.57727305816946
0,0.0,5.565649633161367
0,0.0,5.549276729648858
0,0.0,5.474184415174365
0,0.0,5.4264855626943485
0,0.0,5.245621092179849
0,0.0,5.177382833601459
0,0.0,5.0928176271313665
0,0.0,4.977994482293442
0,0.0,4.827264774911419
0,0.0,4.4584677803138675
