dimension,birth,death
1,10.44382032831203,17.839252539843564
1,11.115891727514827,16.57145329281988
1,11.147773258649831,15.949950408378125
1,7.688529277854483,12.20047386374808
1,10.126890618712299,14.080881911565523
1,6.495954805399469,10.14356943717393
1,11.389986382884278,14.410710250296487
1,12.862546527185893,15.506449654758232
1,11.697816191579404,14.036975476971634
1,6.310539024416309,7.974512894389082
1,12.11167378608384,13.742798451182342
1,10.808040326164015,12.378157322317874
1,5.932563737542143,7.5023586977304495
1,6.4436408817143125,7.9959123312380695
1,7.035762440915697,8.17377599055715
1,6.293086776492957,7.401582575547402
1,6.0722120293021495,6.857574845590538
1,9.704307823620804,10.053732834373442
1,6.747855051356515,6.925101533551692
0,0.0,inf
0,0.0,10.2469432191022
0,0.0,10.232086809425738
0,0.0,6.952604293769647
0,0.0,6.920613601349025
0,0.0,6.8372706466976805
0,0.0,6.633558571903397
0,0.0,6.468068065469077
0,0.0,6.426147020503947
0,0.0,6.335448325750751
0,0.0,6.267046198613475
0,0.0,6.255594374107865
0,0.0,6.1622737335923885
0,0.0,6.120195375002317
0,0.0,6.03182768516335
0,0.0,6.02140995164493
0,0.0,6.018182329438831
0,0.0,6.00275418880697
0,0.0,5.955507463682165
0,0.0,5.953776160750463
0,0.0,5.906176360419426
0,0.0,5.890097691261774
0,0.0,5.882584193045307
0,0.0,5.8793434672762945
0,0.0,5.867685310476162
0,0.0,5.854263921537896
0,0.0,5.816927783307653
0,0.0,5.723950945819425
0,0.0,5.692082866859695
0,0.0,5.668186858448818
0,0.0,5.662695091780881
0,0.0,5.660498816392859
0,0.0,5.657499804846559
0,0.0,5.64085151957286
0,0.0,5.609304478410829
0,0.0,5.560693219543287
0,0.0,5.536191295692373
0,0.0,5.528689379048166
0,0.0,5.50252467307306
0,0.0,5.493917301609346
0,0.0,5.49082851667435
0,0.0,5.482388951306435
0,0.0,5.442450248151644
0,0.0,5.43548397603369
0,0.0,5.423399792208063
0,0.0,5.385210157160984
0,0.0,5.383098574077451
0,0.0,5.379086382695485
0,0.0,5.359652846534259
0,0.0,5.337543899245895
0,0.0,5.331135614898983
0,0.0,5.2658518645314745
0,0.0,5.247482764873747
0,0.0,5.246615854065866
0,0.0,5.221172090024565
0,0.0,5.214455080010838
0,0.0,5.203256804499387
0,0.0,5.1562366954499055
0,0.0,5.149332481011495
0,0.0,5.11904253447341
0,0.0,5.1050725575625675
0,0.0,5.0990195135927845
0,0.0,5.086022528359265
0,0.0,5.055295707708727
0,0.0,5.053586674758959
0,0.0,5.048938900528919
0,0.0,5.019979612757407
0,0.0,5.0112377999835855
0,0.0,5.000381104908873
0,0.0,4.988243215508451
0,0.0,4.961691911195988
0,0.0,4.940334737538332
0,0.0,4.933239305190217
0,0.0,4.923172291969571
0,0.0,4.913042894939438
0,0.0,4.908369029093984
0,0.0,4.878579232833605
0,0.0,4.797100883912293
0,0.0,4.776917270125069
0,0.0,4.762198215606231
0,0.0,4.7324958904892656
0,0.0,4.662762001321627
0,0.0,4.639820597280459
0,0.0,4.634768642416621
0,0.0,4.487746243733091
0,0.0,4.4116766228952
0,0.0,4.376186776355165
0,0.0,4.262125385200156
0,0.0,4.090862701610805
0,0.0,3.8938754676976166
