,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,7.19451295819724e-309,20.415438361775884,31.669558585620862,35.54597801569321,10.726221284795043,38.704834341914875,17.878389818467312,inf,24.11300452283973,inf,21.80654442726222,inf,32.33085287784134,42.53773914546876,30.593055611113968,21.741704337812905,29.076825394453234,inf,19.512598006571547
topology_dysplasia_5_clean.csv,20.415438361775884,1.703939239342098e-308,26.12824352119226,35.54597801569321,19.021946504028776,36.69313962063013,20.41543836177588,inf,22.04038097241937,inf,18.69318059680795,inf,31.731835579415968,44.61036269588912,28.520432060693604,20.41543836177588,21.249796315905186,inf,17.43997445615119
topology_dysplasia_14_clean.csv,31.669558585620862,26.12824352119226,1.351620116997662e-308,26.378997497319745,30.799851435861054,40.38176373534205,31.669558585620862,inf,43.84318873338588,inf,14.572707651942634,inf,31.04890797709582,30.863785541951216,43.84318873338589,30.639601456456177,26.444029698816493,inf,43.568217977343444
topology_dysplasia_13_clean.csv,35.54597801569321,35.54597801569321,26.378997497319745,7.129503029857677e-309,35.54597801569321,32.6178047741782,35.54597801569321,inf,28.642451306951727,inf,34.75480917587926,inf,35.54597801569321,38.008292361356766,35.54597801569321,35.5459780156932,21.249796315905186,inf,35.5459780156932
topology_dysplasia_17_clean.csv,10.726221284795043,19.021946504028776,30.799851435861054,35.54597801569321,1.0395274869888813e-308,41.36474753529893,22.7528434693602,inf,17.36877305775057,inf,23.364788511476746,inf,39.075084342930495,49.28197061055792,25.674684890587784,16.57864440556038,29.076825394453238,inf,15.318050846443825
topology_dysplasia_10_clean.csv,38.704834341914875,36.69313962063013,40.38176373534205,32.6178047741782,41.36474753529893,1.6182686764031024e-308,41.53727763229076,inf,53.10556343155928,inf,29.593750724849112,inf,23.69280685701768,20.67675303350201,53.10556343155928,41.204497555894044,37.00892579825437,inf,53.10556343155928
topology_dysplasia_11_clean.csv,17.878389818467312,20.41543836177588,31.669558585620862,35.54597801569321,22.7528434693602,41.53727763229076,1.5962560512754113e-308,inf,17.196242960758738,inf,23.537318608468578,inf,39.24761443992232,49.454500707549755,25.663471847021285,14.480530620008025,29.076825394453234,inf,13.245346757767706
topology_dysplasia_7_clean.csv,inf,inf,inf,inf,inf,inf,inf,8.305574710095123e-309,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_19_clean.csv,24.11300452283973,22.04038097241937,43.84318873338588,28.642451306951727,17.36877305775057,53.10556343155928,17.196242960758738,inf,1.8060443862438156e-308,inf,40.73356156922732,inf,40.11432840686623,56.633768163613226,13.873452619314989,19.245319635437905,25.389153037573095,inf,12.799149498877313
topology_dysplasia_8_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,9.30665459829071e-309,inf,inf,inf,inf,inf,inf,inf,inf,inf
