,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv
topology_ad_carcinoma_10_clean.csv,0.0,1291.0475618569724,1113.8930231718386,1862.301158059086,1404.038590812097,1450.8742960396653,1336.1601076766487,1798.2806500441443,1284.4437983934822,1830.883670246773
topology_ad_carcinoma_1_clean.csv,1291.0475618569724,0.0,1376.3046927323076,1278.7342230432848,677.7732584985838,693.8415689197616,1050.2614515744656,1018.1558638950289,722.241314651003,1179.0402112087554
topology_ad_carcinoma_8_clean.csv,1113.8930231718386,1376.3046927323076,0.0,1646.858877500096,1478.6877542778743,1607.1766179404015,1284.656032405545,1783.078643617908,1346.0611620832794,1784.386866758827
topology_ad_carcinoma_4_clean.csv,1862.301158059086,1278.7342230432848,1646.858877500096,0.0,1232.8194052793433,1362.181995003458,919.0701604232846,864.4090706336367,1038.4335810242712,742.5215414428912
topology_ad_carcinoma_12_clean.csv,1404.038590812097,677.7732584985838,1478.6877542778743,1232.8194052793433,0.0,598.202202721396,1082.9047934818304,834.9713745742296,732.4060354557456,1115.112863156454
topology_ad_carcinoma_15_clean.csv,1450.8742960396653,693.8415689197616,1607.1766179404015,1362.181995003458,598.202202721396,0.0,1204.0330612838693,959.4052681459918,831.9253213188965,1247.3791197403636
topology_ad_carcinoma_5_clean.csv,1336.1601076766487,1050.2614515744656,1284.656032405545,919.0701604232846,1082.9047934818304,1204.0330612838693,0.0,1112.429603809146,813.6688201055415,1014.6154382648801
topology_ad_carcinoma_6_clean.csv,1798.2806500441443,1018.1558638950289,1783.078643617908,864.4090706336367,834.9713745742296,959.4052681459918,1112.429603809146,0.0,897.3286627176235,658.0808595244756
topology_ad_carcinoma_7_clean.csv,1284.4437983934822,722.241314651003,1346.0611620832794,1038.4335810242712,732.4060354557456,831.9253213188965,813.6688201055415,897.3286627176235,0.0,1067.2099022674327
topology_ad_carcinoma_13_clean.csv,1830.883670246773,1179.0402112087554,1784.386866758827,742.5215414428912,1115.112863156454,1247.3791197403636,1014.6154382648801,658.0808595244756,1067.2099022674327,0.0
