,-5_0_0_B.csv,-1_0_0_B.csv,7_0_0_B.csv,1_0_0_B.csv,-9_0_0_B.csv,-3_0_0_B.csv,-7_0_0_B.csv,5_0_0_B.csv,9_0_0_B.csv,3_0_0_B.csv
-5_0_0_B.csv,0.0,14.157421920108595,48.85569941386923,48.81122588276571,20.98374814371894,19.355536098520258,17.63899367104596,50.51432329248247,43.75131039305333,53.00642575341733
-1_0_0_B.csv,14.157421920108595,0.0,48.36867522726952,47.615717890576775,19.9893764311565,16.622332555553097,11.466945254005223,49.562182497854835,42.86138156156191,52.25104497712654
7_0_0_B.csv,48.85569941386923,48.36867522726952,0.0,15.33544362374527,38.170935889275825,42.83685893432275,47.72521528900879,21.290760903646152,21.10555373722889,23.55820073733261
1_0_0_B.csv,48.81122588276571,47.615717890576775,15.33544362374527,0.0,38.99321339124102,41.74984306008126,47.31786361983981,21.768996080550394,19.02119335953138,20.591214202871214
-9_0_0_B.csv,20.98374814371894,19.9893764311565,38.170935889275825,38.99321339124102,0.0,21.012835251696885,17.356239910393754,43.120813098814175,35.5424540296194,44.16890929517738
-3_0_0_B.csv,19.355536098520258,16.622332555553097,42.83685893432275,41.74984306008126,21.012835251696885,0.0,18.830829390732767,43.02062201177282,37.00313693308041,47.61860881820671
-7_0_0_B.csv,17.63899367104596,11.466945254005223,47.72521528900879,47.31786361983981,17.356239910393754,18.830829390732767,0.0,48.832118222992115,41.19394681267785,52.100920228610924
5_0_0_B.csv,50.51432329248247,49.562182497854835,21.290760903646152,21.768996080550394,43.120813098814175,43.02062201177282,48.832118222992115,0.0,17.78375397171131,20.14885664617086
9_0_0_B.csv,43.75131039305333,42.86138156156191,21.10555373722889,19.02119335953138,35.5424540296194,37.00313693308041,41.19394681267785,17.78375397171131,0.0,17.950390937643895
3_0_0_B.csv,53.00642575341733,52.25104497712654,23.55820073733261,20.591214202871214,44.16890929517738,47.61860881820671,52.100920228610924,20.14885664617086,17.950390937643895,0.0
